MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YearSold,SaleType,SaleCondition,SalePrice
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,0.0,4538.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3.0,Unf,0.0,306.0,1310.0,GasA,Excellent,Y,SBrkr,1310.0,0.0,0.0,1310.0,1,0,1,1,1,1,Good,5,Typ,1,Typical,Attchd,RFn,2,545.0,Typical,Typical,Paved,277.0,45.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,285000
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,42.0,4385.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3.0,Unf,0.0,455.0,1419.0,GasA,Excellent,Y,SBrkr,1419.0,0.0,0.0,1419.0,1,0,1,1,2,1,Excellent,5,Typ,1,Typical,Attchd,Fin,2,588.0,Typical,Typical,Paved,155.0,58.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,9,2008,WD ,Normal,290000
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,35.0,4109.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,416.0,1557.0,GasA,Excellent,Y,SBrkr,1557.0,0.0,0.0,1557.0,1,0,2,0,2,1,Excellent,5,Typ,1,Typical,Attchd,RFn,2,484.0,Typical,Typical,Paved,124.0,113.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Normal,305000
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,50.0,5119.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3.0,Unf,0.0,460.0,1698.0,GasA,Excellent,Y,SBrkr,1709.0,0.0,0.0,1709.0,1,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,Fin,2,506.0,Typical,Typical,Paved,97.0,65.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,1,2008,CWD,Abnorml,328900
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24.0,2160.0,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Good,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Good,Typical,PConc,Good,Typical,No,BLQ,2.0,Unf,0.0,90.0,600.0,GasA,Excellent,Y,SBrkr,624.0,628.0,0.0,1252.0,1,0,2,1,2,1,Good,4,Typ,0,No_Fireplace,Detchd,Unf,2,462.0,Typical,Typical,Paved,0.0,48.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,3,2008,WD ,Normal,160000
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24.0,2160.0,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,SLvl,Good,Average,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,72.0,672.0,GasA,Excellent,Y,SBrkr,684.0,720.0,0.0,1404.0,1,0,2,1,3,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,462.0,Typical,Typical,Paved,20.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Normal,170000
Two_Story_1946_and_Newer,Floating_Village_Residential,79.0,10646.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Typical,Typical,PConc,Typical,Typical,No,GLQ,3.0,Unf,0.0,177.0,858.0,GasA,Excellent,Y,SBrkr,872.0,917.0,0.0,1789.0,1,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,Fin,2,546.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Normal,223000
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24.0,2645.0,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Very_Good,Average,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,348.0,960.0,GasA,Excellent,Y,SBrkr,962.0,624.0,0.0,1586.0,1,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Detchd,Unf,2,480.0,Typical,Typical,Paved,169.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,12,2008,WD ,Normal,170000
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24.0,2645.0,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Very_Good,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,147.0,960.0,GasA,Excellent,Y,SBrkr,962.0,645.0,0.0,1607.0,1,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Detchd,Unf,2,480.0,Typical,Typical,Paved,169.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,12,2008,ConLD,Normal,200000
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,36.0,3951.0,Pave,Paved,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Very_Excellent,Average,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,Excellent,Typical,PConc,Good,Typical,Mn,BLQ,2.0,GLQ,842.0,0.0,970.0,GasA,Excellent,Y,SBrkr,1469.0,924.0,0.0,2393.0,1,0,2,1,2,1,Excellent,7,Typ,1,Typical,Attchd,Fin,2,846.0,Typical,Typical,Paved,0.0,90.0,0.0,0.0,94.0,0.0,No_Pool,No_Fence,None,0.0,2,2008,WD ,Normal,345000
One_Story_PUD_1946_and_Newer,Residential_Low_Density,38.0,14963.0,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,474.0,1260.0,GasA,Excellent,Y,SBrkr,1288.0,0.0,0.0,1288.0,1,0,1,1,1,1,Excellent,4,Typ,2,Good,Attchd,Fin,2,500.0,Typical,Typical,Paved,120.0,30.0,0.0,0.0,224.0,0.0,No_Pool,No_Fence,None,0.0,12,2008,WD ,Normal,245500
One_Story_PUD_1946_and_Newer,Residential_Low_Density,22.0,11064.0,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1995,1995,Hip,CompShg,BrkFace,BrkFace,None,0.0,Good,Typical,PConc,Good,Typical,Gd,LwQ,4.0,GLQ,670.0,0.0,1230.0,GasA,Excellent,Y,SBrkr,1239.0,0.0,0.0,1239.0,1,0,1,1,1,1,Good,4,Typ,1,Fair,Attchd,Fin,2,477.0,Typical,Typical,Paved,172.0,24.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,8,2008,WD ,Normal,217500
One_Story_PUD_1946_and_Newer,Residential_Low_Density,32.0,10846.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,Good,Typical,PConc,Good,Typical,Gd,GLQ,3.0,Unf,0.0,100.0,1719.0,GasA,Excellent,Y,SBrkr,1719.0,0.0,0.0,1719.0,2,0,1,1,1,1,Good,6,Typ,2,Good,Attchd,Fin,2,473.0,Typical,Typical,Paved,122.0,30.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,5,2008,Con,Normal,324000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0.0,11120.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,Typical,Typical,PConc,Good,Typical,No,BLQ,2.0,Unf,0.0,572.0,1232.0,GasA,Typical,Y,SBrkr,1232.0,0.0,0.0,1232.0,0,0,2,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,2,516.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Normal,162500
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,24572.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,OneFam,Two_Story,Excellent,Fair,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,Good,Good,CBlock,Good,Typical,No,GLQ,3.0,Unf,0.0,584.0,994.0,GasA,Typical,Y,SBrkr,1599.0,1345.0,0.0,2944.0,0,0,2,2,3,1,Good,9,Typ,1,Good,Attchd,RFn,3,864.0,Typical,Typical,Paved,140.0,70.0,16.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Family,150000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,103.0,16280.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,OneFam,One_Story,Very_Good,Excellent,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Excellent,Excellent,CBlock,Good,Excellent,Mn,GLQ,3.0,Rec,382.0,0.0,1426.0,GasA,Excellent,Y,SBrkr,1671.0,0.0,0.0,1671.0,1,0,3,0,3,1,Excellent,6,Typ,1,Good,Attchd,RFn,2,550.0,Typical,Typical,Paved,280.0,90.0,0.0,0.0,0.0,0.0,No_Pool,Good_Wood,None,0.0,5,2008,WD ,Normal,290000
Two_Story_1946_and_Newer,Floating_Village_Residential,0.0,7500.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good,Typical,PConc,Good,Typical,No,Unf,7.0,Unf,0.0,952.0,952.0,GasA,Excellent,Y,SBrkr,952.0,860.0,0.0,1812.0,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,RFn,2,469.0,Typical,Typical,Paved,144.0,112.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2008,WD ,Normal,205000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80.0,10400.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Above_Average,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,Typical,Typical,PConc,Typical,Typical,No,Unf,7.0,Unf,0.0,1304.0,1304.0,GasA,Good,Y,SBrkr,1682.0,0.0,0.0,1682.0,0,0,2,0,3,1,Typical,7,Typ,1,Good,Attchd,Unf,2,530.0,Typical,Typical,Paved,98.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,5,2008,WD ,Normal,174000
Split_or_Multilevel,Residential_Low_Density,0.0,11104.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,Av,GLQ,3.0,Unf,0.0,599.0,1427.0,GasA,Good,Y,SBrkr,1427.0,0.0,0.0,1427.0,0,1,2,0,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,RFn,2,516.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,216.0,0.0,No_Pool,No_Fence,None,0.0,5,2008,WD ,Normal,183000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85.0,11050.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6.0,Unf,0.0,1439.0,1740.0,GasA,Fair,Y,SBrkr,1740.0,0.0,0.0,1740.0,0,0,1,1,4,1,Typical,8,Typ,1,Typical,Attchd,RFn,2,512.0,Typical,Typical,Paved,25.0,0.0,0.0,0.0,192.0,0.0,No_Pool,Good_Wood,None,0.0,10,2008,WD ,Family,150000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80.0,11040.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Good,Good,CBlock,Typical,Typical,No,ALQ,1.0,Unf,0.0,602.0,1258.0,GasA,Excellent,Y,SBrkr,1258.0,0.0,0.0,1258.0,0,1,2,0,3,1,Good,5,Typ,0,No_Fireplace,Attchd,RFn,2,528.0,Typical,Typical,Paved,55.0,0.0,0.0,216.0,0.0,0.0,No_Pool,No_Fence,None,0.0,10,2008,COD,Abnorml,145000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0.0,15387.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Good,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1.0,BLQ,294.0,723.0,1620.0,GasA,Excellent,Y,SBrkr,1620.0,0.0,0.0,1620.0,0,0,2,0,4,1,Good,8,Typ,1,Good,Attchd,Unf,2,578.0,Typical,Typical,Paved,0.0,62.0,192.0,0.0,0.0,0.0,No_Pool,No_Fence,Shed,450.0,8,2008,WD ,Normal,215000
Duplex_All_Styles_and_Ages,Residential_Low_Density,75.0,9750.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRAn,Norm,Duplex,One_Story,Average,Above_Average,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7.0,Unf,0.0,1625.0,1625.0,GasA,Excellent,Y,SBrkr,1625.0,0.0,0.0,1625.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,Unf,2,484.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,8,2008,ConLD,Normal,140500
Two_Story_1946_and_Newer,Residential_Low_Density,90.0,10800.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Rec,182.0,384.0,1522.0,GasA,Typical,Y,SBrkr,1548.0,1066.0,0.0,2614.0,0,0,2,1,4,1,Typical,9,Typ,1,Typical,Attchd,RFn,2,624.0,Typical,Typical,Paved,38.0,243.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Normal,240000
Two_Story_1946_and_Newer,Residential_Low_Density,73.0,8814.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,Two_Story,Average,Above_Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4.0,Unf,0.0,0.0,732.0,GasA,Excellent,Y,SBrkr,732.0,732.0,0.0,1464.0,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,Unf,2,470.0,Typical,Typical,Paved,0.0,40.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008,WD ,Normal,141000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72.0,8872.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Very_Good,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Unf,0.0,317.0,912.0,GasA,Excellent,Y,SBrkr,912.0,0.0,0.0,912.0,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,576.0,Typical,Typical,Paved,0.0,240.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,12,2008,WD ,Normal,147000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65.0,8125.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0.0,Good,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Rec,456.0,196.0,912.0,GasA,Excellent,Y,SBrkr,925.0,0.0,0.0,925.0,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,576.0,Typical,Typical,Paved,233.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,135000
Duplex_All_Styles_and_Ages,Residential_Low_Density,72.0,11072.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7.0,Unf,0.0,1728.0,1728.0,GasA,Typical,Y,SBrkr,1728.0,0.0,0.0,1728.0,0,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,Detchd,Unf,2,576.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,11,2008,WD ,Normal,145000
Duplex_All_Styles_and_Ages,Residential_Low_Density,74.0,13101.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4.0,Unf,0.0,1497.0,1728.0,GasA,Typical,Y,SBrkr,1728.0,0.0,0.0,1728.0,0,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,Detchd,Unf,2,576.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,11,2008,WD ,Normal,142600
Duplex_All_Styles_and_Ages,Residential_Low_Density,87.0,9246.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,Duplex,One_Story,Average,Average,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7.0,Unf,0.0,1656.0,1656.0,GasA,Typical,Y,SBrkr,1656.0,0.0,0.0,1656.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,Unf,2,506.0,Typical,Typical,Paved,0.0,211.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,11,2008,WD ,Normal,135000
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,13355.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,CBlock,Good,Good,No,ALQ,1.0,Unf,0.0,242.0,825.0,GasA,Typical,Y,SBrkr,845.0,825.0,0.0,1670.0,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,Fin,2,464.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,5,2008,WD ,Normal,170000
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,8963.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Very_Good,Excellent,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Excellent,Good,CBlock,Typical,Good,No,GLQ,3.0,ALQ,80.0,487.0,1142.0,GasA,Excellent,Y,SBrkr,1175.0,1540.0,0.0,2715.0,0,1,3,1,4,1,Good,11,Typ,2,Typical,BuiltIn,Fin,2,831.0,Typical,Typical,Paved,0.0,204.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,299800
Two_Story_1946_and_Newer,Residential_Low_Density,76.0,9120.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Good,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Unf,0.0,459.0,901.0,GasA,Typical,Y,SBrkr,943.0,933.0,0.0,1876.0,0,0,2,1,4,1,Good,8,Typ,1,Typical,Attchd,RFn,2,540.0,Good,Typical,Paved,0.0,69.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,185000
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,9130.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,OneFam,Two_Story,Above_Average,Very_Good,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3.0,Rec,64.0,336.0,800.0,GasA,Good,Y,SBrkr,800.0,832.0,0.0,1632.0,0,1,1,1,4,1,Good,7,Typ,0,No_Fireplace,Attchd,Unf,2,484.0,Typical,Typical,Paved,0.0,40.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,173000
Split_Foyer,Residential_Low_Density,0.0,12122.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,SFoyer,Good,Excellent,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Excellent,Typical,CBlock,Typical,Typical,Av,ALQ,1.0,Unf,0.0,77.0,944.0,GasA,Good,Y,SBrkr,999.0,0.0,0.0,999.0,1,0,1,0,3,1,Excellent,6,Typ,0,No_Fireplace,Attchd,RFn,2,588.0,Typical,Typical,Paved,144.0,76.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,178400
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,9900.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,OneFam,Two_Story,Good,Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2.0,Unf,0.0,280.0,832.0,GasA,Good,Y,SBrkr,1098.0,880.0,0.0,1978.0,0,0,2,1,4,1,Typical,9,Typ,1,Good,Attchd,RFn,2,486.0,Typical,Typical,Paved,0.0,43.0,0.0,0.0,0.0,0.0,No_Pool,Good_Privacy,None,0.0,4,2008,WD ,Normal,176000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74.0,7785.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5.0,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,1014.0,0.0,0.0,1014.0,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,1,267.0,Typical,Typical,Paved,0.0,0.0,40.0,0.0,200.0,0.0,No_Pool,Good_Wood,None,0.0,3,2008,WD ,Normal,98000
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77.0,8593.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6.0,Unf,0.0,619.0,907.0,GasA,Excellent,Y,SBrkr,907.0,0.0,0.0,907.0,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,352.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008,WD ,Normal,109008
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0.0,8475.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Good,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Unf,0.0,724.0,952.0,GasA,Excellent,Y,FuseA,952.0,0.0,0.0,952.0,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,1,283.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2008,WD ,Normal,135750
