% Dataset from Smoothing Methods in Statistics 
% (ftp stat.cmu.edu/datasets)
%
% Simonoff, J.S. (1996). Smoothing Methods in Statistics. New York: Springer-Verlag.
%

@relation quake

@attribute focal_depth integer
@attribute latitude real
@attribute longitude real
@attribute richter real

@data
74,-4.67,153.25,5.8
83,-21.59,-175.32,6.2
36,-6.48,154.64,5.8
44,8.80,-83.11,6.3
82,5.71,94.72,6.5
52,52.92,159.81,5.9
51,49.41,155.58,6.1
137,-15.04,167.28,6.0
32,11.40,57.52,5.8
38,10.43,-62.71,5.9
102,-4.84,-78.09,6.4
64,-6.52,154.94,5.9
56,53.38,160.30,5.8
11,-10.19,110.84,5.8
45,27.78,62.07,6.4
32,14.92,99.05,5.8
33,-24.01,-175.90,5.8
9,41.50,143.84,6.4
24,46.41,153.39,6.0
7,36.24,-120.27,6.1
25,-33.89,179.52,5.8
116,-5.39,150.94,6.0
33,47.41,152.26,6.1
0,-21.85,-138.94,5.9
16,40.48,139.09,6.6
35,40.83,139.33,5.8
135,-16.96,-174.61,6.1
600,-9.52,-71.22,5.8
22,40.25,139.01,6.3
31,40.22,139.04,6.2
46,51.42,-174.11,6.1
0,49.91,78.97,6.1
125,1.55,127.32,5.8
6,41.35,139.10,6.5
43,24.13,122.39,5.8
159,29.74,129.38,5.8
18,21.77,103.31,6.0
48,24.17,122.39,6.0
14,60.22,-141.27,5.9
222,20.19,122.41,6.0
38,-22.59,171.02,6.0
10,-7.41,27.88,5.8
10,-60.91,-53.10,5.8
37,61.04,-147.37,6.2
46,5.54,126.47,5.8
9,36.21,-120.36,6.0
190,53.91,158.36,6.1
10,-20.13,-126.94,5.8
175,20.45,122.14,6.0
2,40.14,24.75,6.0
43,35.48,139.05,5.8
108,1.80,127.28,5.8
64,-8.69,111.17,5.9
94,55.79,161.33,6.4
26,18.23,120.80,6.1
0,73.38,54.87,5.9
56,3.73,126.64,5.8
128,33.51,131.51,6.2
20,-16.68,-172.05,5.9
73,-17.44,-69.96,5.9
43,60.97,-147.47,6.2
205,36.52,71.10,5.9
167,18.12,145.83,5.9
515,-23.98,-179.80,6.0
16,-16.64,-177.38,6.0
44,24.08,122.16,6.0
35,24.02,122.26,5.8
10,-3.61,151.20,5.8
0,73.35,54.38,5.8
12,33.95,139.51,5.8
5,-26.55,-70.62,6.3
0,49.91,78.83,6.0
13,-26.16,-70.59,5.8
7,-8.12,156.35,6.0
8,1.09,121.00,5.8
55,-23.74,-70.23,5.8
30,-20.57,-173.84,5.9
10,37.59,-17.41,5.9
24,-60.75,-25.60,6.4
33,-60.46,-24.91,6.2
44,-60.69,-25.41,6.1
7,1.16,120.89,5.8
0,49.89,78.90,6.1
10,44.10,-113.81,6.1
16,40.35,42.18,6.0
57,-9.10,119.09,6.0
89,-4.00,-79.40,5.8
4,19.50,-155.44,6.3
5,43.75,148.35,5.8
34,-7.49,130.59,5.9
39,0.48,-79.79,6.2
183,-7.47,128.20,6.2
19,-40.45,155.57,5.8
52,41.80,142.77,5.8
10,-6.85,72.04,6.5
33,-6.61,71.41,5.8
68,14.07,-91.95,5.8
18,-15.37,-173.03,6.0
34,-6.50,71.40,6.1
44,3.74,148.97,5.8
33,8.14,137.21,6.1
158,-7.63,127.34,5.9
103,-33.09,-70.15,5.9
63,-3.21,145.43,5.9
10,-2.38,145.06,5.8
592,-28.14,-63.15,6.2
599,-27.97,-62.90,5.9
42,-5.51,151.91,5.9
11,11.85,-13.51,6.3
209,36.42,70.75,6.2
386,33.62,136.80,6.4
0,45.40,151.31,6.0
43,-2.83,118.76,6.0
112,-3.88,-78.47,5.8
48,36.47,141.24,5.9
26,-3.92,-81.41,5.9
326,-23.68,-178.30,5.8
38,29.28,130.44,5.8
164,36.48,71.05,5.8
568,49.05,146.63,5.8
45,34.57,70.47,5.9
4,-9.96,160.50,6.5
192,36.47,70.86,5.8
164,-6.60,130.15,5.9
0,49.86,78.81,5.9
88,-17.32,-70.53,5.8
656,8.17,123.77,6.4
454,29.35,138.92,6.1
89,-38.27,177.22,5.8
15,40.35,63.36,6.4
41,49.16,155.31,5.9
0,49.87,78.97,5.9
15,17.38,-59.63,5.8
185,-18.95,168.89,5.8
33,-21.05,168.71,6.0
135,-15.88,-174.35,5.9
578,50.06,148.77,5.9
399,47.44,146.73,5.9
398,30.89,138.48,6.1
0,49.91,78.91,6.0
21,-6.79,71.48,5.8
10,-51.88,161.08,5.8
0,49.92,79.03,6.1
19,-10.83,164.23,5.8
171,-4.86,151.55,6.1
50,-30.68,-71.20,6.2
267,-15.83,-174.80,6.0
95,-15.66,-72.45,5.8
25,35.31,23.29,5.8
10,-58.47,-15.97,6.0
20,18.02,-69.30,5.9
46,16.82,-98.46,5.8
53,-6.10,154.44,5.9
537,-5.76,111.29,5.8
0,49.85,78.92,6.2
93,-56.44,-27.43,5.9
41,28.11,129.52,6.0
58,-6.55,154.98,5.9
26,1.35,126.40,5.8
0,50.33,-176.86,5.8
260,-0.07,122.52,6.1
45,32.39,131.96,6.2
49,27.47,128.58,5.9
27,-33.28,-179.28,6.0
15,-17.90,172.12,6.1
5,40.39,-126.80,6.0
18,35.78,137.49,6.0
20,34.01,141.64,6.5
41,16.80,147.17,5.8
10,34.02,141.66,5.8
107,13.84,145.38,5.8
21,-25.88,-175.90,6.3
10,-31.60,-110.85,5.8
26,15.05,-94.28,6.0
80,-15.75,-173.65,6.5
180,-24.05,-66.84,5.9
0,73.37,54.84,5.8
58,1.65,126.32,5.8
7,39.16,71.35,5.9
0,49.92,78.83,6.2
162,5.76,125.61,6.0
177,-17.15,-174.07,6.0
10,8.16,-38.77,6.3
0,55.18,163.57,5.8
10,-18.85,67.33,6.1
119,-22.00,170.91,6.3
42,0.22,98.05,6.2
422,-18.70,-178.04,6.0
218,5.13,125.17,6.4
10,-30.90,-13.53,5.8
647,-17.74,-178.05,5.8
33,-7.97,102.27,5.8
25,-14.32,171.29,5.9
114,-8.16,-76.12,5.9
0,49.95,79.03,5.9
10,20.33,-115.79,6.0
36,44.15,148.20,6.3
10,-1.39,-15.02,5.8
0,49.88,78.82,6.1
0,49.83,78.71,6.0
0,56.19,163.31,6.2
12,-36.67,177.64,6.0
25,10.21,-80.03,6.0
179,0.20,123.63,5.9
47,24.11,122.48,5.8
27,-3.66,141.74,5.8
3,-0.95,128.47,5.9
2,-7.49,130.18,5.8
41,-33.07,-68.58,5.8
123,32.55,131.19,5.8
10,-46.01,165.16,5.8
61,-17.54,-174.44,5.8
37,-20.54,-174.00,5.8
0,49.87,78.84,5.9
113,-10.25,161.11,6.0
56,27.49,128.48,5.8
44,-33.14,-71.84,5.9
33,-32.95,-71.60,5.8
33,-33.24,-71.78,5.8
77,-33.76,-71.19,5.8
36,55.20,161.95,5.8
12,66.22,-149.98,5.8
10,43.50,-127.62,5.9
20,16.98,-62.46,6.1
40,-32.68,-71.63,5.8
14,7.76,123.52,6.0
40,-33.15,-71.69,5.8
45,-6.61,105.40,5.9
48,-34.14,-72.10,5.8
138,44.38,146.71,5.8
165,40.32,140.38,6.0
46,-32.64,-71.67,5.8
475,28.27,139.55,5.8
14,-4.10,136.28,5.8
61,-34.00,-71.45,6.2
97,-35.63,179.01,5.8
88,-9.19,114.26,6.0
36,1.65,126.50,6.4
75,-5.16,130.45,5.8
181,15.32,120.63,6.3
0,49.88,78.96,5.9
10,-39.71,-75.70,6.0
613,-9.21,-71.22,5.9
0,-37.62,179.46,5.8
27,-5.59,151.07,6.1
30,-29.04,77.78,5.9
54,53.57,160.53,6.0
49,54.04,160.93,5.9
33,-15.30,-173.47,6.1
110,4.92,127.53,6.0
10,0.97,-28.44,6.1
0,49.85,78.87,6.1
17,30.29,132.72,5.8
0,49.84,78.69,6.0
46,-4.44,152.81,6.4
28,-17.23,167.83,5.9
45,-29.70,-177.78,5.8
0,49.92,78.80,6.0
17,-6.24,148.74,5.8
33,-60.30,-27.00,5.8
102,36.21,70.90,6.5
107,36.19,70.81,6.0
34,7.46,123.47,5.8
22,16.93,120.19,5.8
24,11.15,140.23,5.8
29,54.15,168.69,5.9
52,37.77,141.77,6.0
45,-9.16,-78.88,6.1
7,39.49,75.27,6.2
629,-21.00,-178.99,6.1
30,-15.35,-173.54,5.8
27,39.36,75.44,5.8
63,17.98,-97.16,6.0
29,18.54,-102.32,6.4
42,17.81,-101.69,6.2
16,-34.61,-178.57,6.4
33,-9.81,159.85,6.2
11,-22.08,-174.60,5.8
10,62.22,-124.27,6.4
104,-6.76,107.04,6.0
30,54.73,-159.65,6.1
103,-21.55,-176.39,6.1
10,40.32,69.82,5.8
25,37.65,136.90,5.8
254,46.29,146.27,5.8
14,-11.12,125.15,5.9
107,-31.37,-68.61,5.8
595,-7.08,124.28,5.8
13,36.74,54.81,6.0
20,-9.57,150.97,6.1
0,53.21,-166.92,5.8
49,-35.21,-179.32,6.2
17,7.73,137.02,5.8
52,27.94,140.61,5.8
10,-1.83,134.84,5.9
0,-21.86,-138.92,5.9
33,-14.03,166.22,6.0
43,-13.98,166.19,6.2
441,26.96,140.48,5.8
25,3.69,126.65,5.8
31,11.71,-85.86,5.8
44,-14.06,166.23,6.1
52,-13.98,166.51,6.2
51,-30.67,-178.03,5.9
6,62.19,-124.27,6.2
10,-35.10,54.26,6.0
25,-5.75,104.18,5.9
116,-5.53,150.69,5.8
33,-5.61,131.43,5.8
144,-21.37,170.31,6.0
13,51.54,-173.11,5.8
97,-10.16,161.01,5.9
527,27.87,139.51,5.8
51,36.43,140.98,6.0
41,24.02,122.23,5.8
