% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation page-blocks

@attribute height INTEGER
@attribute lenght INTEGER
@attribute area INTEGER
@attribute eccen REAL
@attribute p_black REAL
@attribute p_and REAL
@attribute mean_tr REAL
@attribute blackpix INTEGER
@attribute blackand INTEGER
@attribute wb_trans INTEGER
@attribute class {1,2,3,4,5}

@data
6,12,72,2.000,.486,.944,2.19,35,68,16,1
7,7,49,1.000,.286,.571,3.50,14,28,4,1
7,7,49,1.000,.265,.612,3.25,13,30,4,1
5,12,60,2.400,.600,.900,3.00,36,54,12,1
11,261,2871,23.727,.233,.637,1.75,668,1830,381,1
11,154,1694,14.000,.187,.522,1.94,317,884,163,1
10,155,1550,15.500,.275,.803,1.85,427,1244,231,1
20,39,780,1.950,.140,.405,3.21,109,316,34,5
6,17,102,2.833,.137,.627,2.80,14,64,5,5
8,24,192,3.000,.417,.953,1.90,80,183,42,1
10,41,410,4.100,.276,.693,1.61,113,284,70,1
10,15,150,1.500,.273,.947,1.41,41,142,29,1
10,12,120,1.200,.350,.867,2.33,42,104,18,1
10,55,550,5.500,.295,.756,1.98,162,416,82,1
7,6,42,.857,.405,.929,1.89,17,39,9,1
7,19,133,2.714,.398,.880,1.83,53,117,29,1
7,8,56,1.143,.482,1.00,2.25,27,56,12,1
7,7,49,1.000,.592,.959,2.42,29,47,12,1
8,29,232,3.625,.444,1.00,2.15,103,232,48,1
11,53,583,4.818,.249,.734,1.93,145,428,75,1
9,19,171,2.111,.298,.737,2.68,51,126,19,1
10,13,130,1.300,.285,.885,1.61,37,115,23,1
10,144,1440,14.400,.256,.625,1.80,368,900,205,1
7,12,84,1.714,.476,.810,2.11,40,68,19,1
7,2,14,.286,.857,.857,12.00,12,12,1,1
11,54,594,4.909,.273,.781,2.19,162,464,74,1
10,51,510,5.100,.280,.814,1.66,143,415,86,1
10,7,70,.700,.314,.857,1.83,22,60,12,1
10,37,370,3.700,.327,.954,1.83,121,353,66,1
10,11,110,1.100,.409,.955,2.50,45,105,18,1
2,6,12,3.000,.583,.917,7.00,7,11,1,1
8,43,344,5.375,.387,.762,1.93,133,262,69,1
8,28,224,3.500,.442,.795,2.48,99,178,40,1
3,3,9,1.000,.778,.778,7.00,7,7,1,1
1,7,7,7.000,1.00,1.00,7.00,7,7,1,1
5,2,10,.400,.700,.700,7.00,7,7,1,1
4,2,8,.500,.875,.875,7.00,7,7,1,1
4,3,12,.750,.667,.917,2.67,8,11,3,1
7,2,14,.286,.714,.714,10.00,10,10,1,1
10,72,720,7.200,.292,.667,1.81,210,480,116,1
10,150,1500,15.000,.252,.585,2.07,378,878,183,1
10,9,90,.900,.333,.878,2.50,30,79,12,1
10,34,340,3.400,.321,.853,2.02,109,290,54,1
10,10,100,1.000,.350,.890,1.94,35,89,18,1
8,9,72,1.125,.375,.681,1.69,27,49,16,1
7,15,105,2.143,.438,.895,2.30,46,94,20,1
10,30,300,3.000,.330,.843,1.90,99,253,52,1
9,20,180,2.222,.322,.717,2.15,58,129,27,1
9,13,117,1.444,.368,1.00,2.69,43,117,16,1
7,10,70,1.429,.386,.914,2.08,27,64,13,1
7,20,140,2.857,.400,1.00,1.87,56,140,30,1
6,13,78,2.167,.436,.756,2.27,34,59,15,1
5,15,75,3.000,.507,.787,3.17,38,59,12,1
5,12,60,2.400,.467,.600,4.67,28,36,6,1
5,13,65,2.600,.462,.677,4.29,30,44,7,1
6,49,294,8.167,.320,.527,2.94,94,155,32,1
6,17,102,2.833,.451,.745,2.56,46,76,18,1
9,41,369,4.556,.336,.694,1.91,124,256,65,1
9,14,126,1.556,.278,1.00,2.06,35,126,17,1
8,4,32,.500,.469,.719,3.75,15,23,4,1
8,39,312,4.875,.378,.962,1.64,118,300,72,1
10,23,230,2.300,.270,.648,2.00,62,149,31,1
8,16,128,2.000,.328,.961,1.91,42,123,22,1
8,39,312,4.875,.362,.881,1.74,113,275,65,1
5,20,100,4.000,.470,.730,2.35,47,73,20,1
4,10,40,2.500,.500,.900,4.00,20,36,5,1
4,10,40,2.500,.600,.800,4.00,24,32,6,1
5,13,65,2.600,.554,.800,2.57,36,52,14,1
5,14,70,2.800,.329,.500,2.56,23,35,9,1
7,20,140,2.857,.421,.829,2.46,59,116,24,1
5,17,85,3.400,.576,.953,2.33,49,81,21,1
10,145,1450,14.500,.268,.747,1.83,389,1083,213,1
10,62,620,6.200,.265,.656,2.19,164,407,75,1
8,16,128,2.000,.328,.969,1.91,42,124,22,1
8,24,192,3.000,.297,.865,1.84,57,166,31,1
6,9,54,1.500,.370,.722,2.00,20,39,10,1
10,261,2610,26.100,.259,.767,1.74,676,2001,388,1
8,20,160,2.500,.394,.863,2.10,63,138,30,1
10,39,390,3.900,.295,.908,2.09,115,354,55,1
10,61,610,6.100,.333,.954,1.85,203,582,110,1
2,14,28,7.000,.464,.536,13.00,13,15,1,2
9,42,378,4.667,.312,.889,1.97,118,336,60,1
37,20,740,.541,.131,.193,4.22,97,143,23,5
8,32,256,4.000,.375,.801,2.04,96,205,47,1
6,14,84,2.333,.512,1.00,3.07,43,84,14,1
8,23,184,2.875,.348,.723,2.00,64,133,32,1
34,25,850,.735,.256,.534,2.06,218,454,106,5
34,27,918,.794,.219,.554,3.09,201,509,65,5
36,43,1548,1.194,.117,.183,3.07,181,283,59,5
9,40,360,4.444,.344,.683,2.07,124,246,60,1
8,14,112,1.750,.411,.991,2.56,46,111,18,1
8,32,256,4.000,.395,.773,2.10,101,198,48,1
10,31,310,3.100,.316,.752,1.66,98,233,59,1
8,33,264,4.125,.375,.981,1.60,99,259,62,1
8,20,160,2.500,.406,.906,1.86,65,145,35,1
8,12,96,1.500,.406,.917,1.56,39,88,25,1
16,29,464,1.813,.144,.496,2.58,67,230,26,5
7,34,238,4.857,.403,.849,1.81,96,202,53,1
11,109,1199,9.909,.234,.620,1.92,281,743,146,1
10,103,1030,10.300,.250,.610,1.77,258,628,146,1
9,91,819,10.111,.161,.440,1.86,132,360,71,1
9,9,81,1.000,.358,.728,2.23,29,59,13,1
8,12,96,1.500,.375,.927,1.80,36,89,20,1
8,40,320,5.000,.350,.906,1.81,112,290,62,1
10,57,570,5.700,.326,.695,1.98,186,396,94,1
10,28,280,2.800,.343,.975,2.13,96,273,45,1
10,8,80,.800,.313,.900,1.56,25,72,16,1
10,15,150,1.500,.313,.780,2.24,47,117,21,1
6,3,18,.500,.556,.556,10.00,10,10,1,1
7,20,140,2.857,.493,.979,1.82,69,137,38,1
7,20,140,2.857,.457,.857,2.46,64,120,26,1
6,8,48,1.333,.604,.896,3.22,29,43,9,1
5,3,15,.600,.600,.600,9.00,9,9,1,1
9,2,18,.222,.611,.722,11.00,11,13,1,4
5,2,10,.400,.700,.700,7.00,7,7,1,1
11,221,2431,20.091,.250,.544,1.95,607,1323,312,1
7,35,245,5.000,.445,.771,2.48,109,189,44,1
10,33,330,3.300,.352,.745,2.07,116,246,56,1
8,7,56,.875,.500,.786,3.11,28,44,9,1
8,12,96,1.500,.531,.813,2.83,51,78,18,1
8,16,128,2.000,.422,.852,1.80,54,109,30,1
7,20,140,2.857,.429,.993,2.00,60,139,30,1
7,4,28,.571,.500,1.00,2.33,14,28,6,1
7,35,245,5.000,.494,1.00,2.20,121,245,55,1
9,33,297,3.667,.357,.630,2.47,106,187,43,1
6,30,180,5.000,.450,.833,3.12,81,150,26,1
6,26,156,4.333,.519,.955,2.25,81,149,36,1
5,26,130,5.200,.492,.785,2.37,64,102,27,1
5,22,110,4.400,.536,.909,2.19,59,100,27,1
6,15,90,2.500,.467,.711,3.23,42,64,13,1
5,19,95,3.800,.505,.800,2.18,48,76,22,1
6,37,222,6.167,.392,.757,2.23,87,168,39,1
5,11,55,2.200,.600,.818,2.75,33,45,12,1
5,13,65,2.600,.554,.800,3.00,36,52,12,1
5,14,70,2.800,.443,.743,2.21,31,52,14,1
9,25,225,2.778,.329,.502,2.55,74,113,29,1
8,10,80,1.250,.350,.763,1.75,28,61,16,1
11,54,594,4.909,.316,.697,2.07,188,414,91,1
10,29,290,2.900,.303,.731,2.10,88,212,42,1
10,16,160,1.600,.288,.744,2.19,46,119,21,1
10,39,390,3.900,.344,.590,2.79,134,230,48,1
8,14,112,1.750,.482,.679,3.00,54,76,18,1
8,12,96,1.500,.458,.667,3.67,44,64,12,1
8,35,280,4.375,.425,.843,2.09,119,236,57,1
8,9,72,1.125,.361,.819,1.73,26,59,15,1
8,22,176,2.750,.295,.483,2.60,52,85,20,1
8,36,288,4.500,.299,.531,2.21,86,153,39,1
6,16,96,2.667,.281,.542,2.45,27,52,11,1
8,31,248,3.875,.351,.839,1.98,87,208,44,1
8,45,360,5.625,.297,.564,1.88,107,203,57,1
5,23,115,4.600,.504,.783,2.42,58,90,24,1
8,34,272,4.250,.360,.717,1.88,98,195,52,1
8,12,96,1.500,.396,.990,1.90,38,95,20,1
10,28,280,2.800,.311,.957,1.78,87,268,49,1
10,41,410,4.100,.356,.956,2.15,146,392,68,1
8,15,120,1.875,.475,1.00,2.38,57,120,24,1
8,12,96,1.500,.438,1.00,2.10,42,96,20,1
10,9,90,.900,.356,.933,1.60,32,84,20,1
10,36,360,3.600,.367,.789,2.28,132,284,58,1
6,26,156,4.333,.423,.769,2.36,66,120,28,1
4,24,96,6.000,.573,.958,2.04,55,92,27,1
5,30,150,6.000,.587,.960,2.44,88,144,36,1
8,71,568,8.875,.289,.574,1.64,164,326,100,1
10,16,160,1.600,.444,1.00,2.22,71,160,32,1
10,14,140,1.400,.371,.886,2.89,52,124,18,1
10,16,160,1.600,.300,1.00,1.85,48,160,26,1
10,15,150,1.500,.300,1.00,1.88,45,150,24,1
10,7,70,.700,.357,.757,2.78,25,53,9,1
10,74,740,7.400,.303,.708,2.17,224,524,103,1
8,30,240,3.750,.296,.863,2.09,71,207,34,1
10,51,510,5.100,.337,.773,2.12,172,394,81,1
10,79,790,7.900,.244,.742,1.79,193,586,108,1
11,127,1397,11.545,.266,.686,2.23,371,959,166,1
10,20,200,2.000,.320,.610,2.13,64,122,30,1
7,20,140,2.857,.464,.900,2.71,65,126,24,1
9,18,162,2.000,.321,.654,2.26,52,106,23,1
10,35,350,3.500,.311,.720,1.88,109,252,58,1
8,19,152,2.375,.434,.664,3.00,66,101,22,1
11,64,704,5.818,.250,.597,2.00,176,420,88,1
10,33,330,3.300,.342,.927,1.66,113,306,68,1
10,16,160,1.600,.338,.888,2.08,54,142,26,1
8,14,112,1.750,.438,.768,2.23,49,86,22,1
10,76,760,7.600,.322,.689,1.99,245,524,123,1
8,9,72,1.125,.375,.736,2.45,27,53,11,1
8,21,168,2.625,.435,.917,2.35,73,154,31,1
7,5,35,.714,.486,.943,4.25,17,33,4,1
7,7,49,1.000,.347,.633,2.83,17,31,6,1
7,25,175,3.571,.354,.606,2.14,62,106,29,1
9,53,477,5.889,.335,.602,2.42,160,287,66,1
5,5,25,1.000,.520,1.00,2.17,13,25,6,1
5,14,70,2.800,.557,.871,2.79,39,61,14,1
6,12,72,2.000,.375,.958,1.93,27,69,14,1
5,20,100,4.000,.540,.950,2.35,54,95,23,1
11,19,209,1.727,.306,.789,2.46,64,165,26,1
8,59,472,7.375,.307,.775,1.84,145,366,79,1
8,5,40,.625,.375,.950,2.14,15,38,7,1
8,6,48,.750,.333,.979,1.78,16,47,9,1
8,8,64,1.000,.469,.844,2.73,30,54,11,1
10,41,410,4.100,.302,.690,2.07,124,283,60,1
8,29,232,3.625,.401,.884,2.38,93,205,39,1
8,19,152,2.375,.454,1.00,2.16,69,152,32,1
8,33,264,4.125,.371,.795,1.92,98,210,51,1
7,6,42,.857,.500,1.00,2.33,21,42,9,1
8,92,736,11.500,.359,.913,1.75,264,672,151,1
5,10,50,2.000,.560,.960,2.33,28,48,12,1
10,228,2280,22.800,.260,.610,1.87,592,1390,316,1
10,18,180,1.800,.311,.706,1.93,56,127,29,1
10,12,120,1.200,.333,.958,1.82,40,115,22,1
10,18,180,1.800,.294,.883,1.96,53,159,27,1
10,23,230,2.300,.348,.891,2.22,80,205,36,1
8,24,192,3.000,.318,.974,1.56,61,187,39,1
10,66,660,6.600,.270,.638,1.87,178,421,95,1
7,62,434,8.857,.392,.871,1.87,170,378,91,1
8,14,112,1.750,.393,.705,2.32,44,79,19,1
5,7,35,1.400,.571,1.00,2.50,20,35,8,1
11,262,2882,23.818,.259,.788,1.94,747,2271,386,1
8,15,120,1.875,.458,.908,2.50,55,109,22,1
10,25,250,2.500,.340,.816,1.89,85,204,45,1
8,7,56,.875,.482,.946,2.70,27,53,10,1
8,12,96,1.500,.385,.896,1.68,37,86,22,1
8,13,104,1.625,.471,1.00,1.81,49,104,27,1
8,6,48,.750,.375,.896,1.80,18,43,10,1
10,30,300,3.000,.357,.870,2.14,107,261,50,1
10,10,100,1.000,.340,.930,1.89,34,93,18,1
8,12,96,1.500,.396,.969,1.81,38,93,21,1
8,20,160,2.500,.394,.944,2.25,63,151,28,1
8,16,128,2.000,.383,.742,2.33,49,95,21,1
6,18,108,3.000,.491,.880,2.04,53,95,26,1
6,4,24,.667,.583,1.00,4.67,14,24,3,1
8,25,200,3.125,.405,.865,1.84,81,173,44,1
8,24,192,3.000,.318,.688,2.65,61,132,23,1
8,19,152,2.375,.395,.704,1.94,60,107,31,1
8,8,64,1.000,.438,.813,4.67,28,52,6,1
10,262,2620,26.200,.288,.742,1.79,754,1945,421,1
8,39,312,4.875,.423,.955,1.83,132,298,72,1
10,23,230,2.300,.287,.617,2.20,66,142,30,1
7,27,189,3.857,.402,.746,1.81,76,141,42,1
5,27,135,5.400,.607,.993,2.34,82,134,35,1
7,20,140,2.857,.436,.736,2.35,61,103,26,1
8,23,184,2.875,.364,.967,2.03,67,178,33,1
8,20,160,2.500,.425,1.00,2.27,68,160,30,1
8,35,280,4.375,.357,.921,1.64,100,258,61,1
10,30,300,3.000,.333,.930,1.79,100,279,56,1
10,19,190,1.900,.326,.768,1.59,62,146,39,1
10,46,460,4.600,.317,.683,1.85,146,314,79,1
10,28,280,2.800,.336,.850,1.68,94,238,56,1
8,41,328,5.125,.378,.945,1.61,124,310,77,1
8,14,112,1.750,.429,1.00,2.40,48,112,20,1
10,33,330,3.300,.345,.779,1.90,114,257,60,1
8,40,320,5.000,.372,.919,1.75,119,294,68,1
7,20,140,2.857,.464,1.00,2.24,65,140,29,1
10,45,450,4.500,.296,.558,2.25,133,251,59,1
6,18,108,3.000,.444,.991,1.71,48,107,28,1
6,14,84,2.333,.536,1.00,2.05,45,84,22,1
5,4,20,.800,.700,1.00,2.33,14,20,6,1
9,14,126,1.556,.333,.897,2.47,42,113,17,1
8,60,480,7.500,.335,.915,1.85,161,439,87,1
8,5,40,.625,.400,1.00,2.67,16,40,6,1
10,41,410,4.100,.278,.632,1.93,114,259,59,1
8,14,112,1.750,.509,.768,3.00,57,86,19,1
8,23,184,2.875,.451,.832,2.08,83,153,40,1
8,9,72,1.125,.361,.903,1.63,26,65,16,1
8,12,96,1.500,.385,.948,1.48,37,91,25,1
8,20,160,2.500,.363,.931,1.93,58,149,30,1
8,16,128,2.000,.359,.781,2.00,46,100,23,1
8,12,96,1.500,.396,.969,1.65,38,93,23,1
8,14,112,1.750,.384,.795,1.72,43,89,25,1
8,33,264,4.125,.345,.886,1.57,91,234,58,1
10,46,460,4.600,.300,.604,2.09,138,278,66,1
6,4,24,.667,.667,1.00,4.00,16,24,4,1
8,49,392,6.125,.413,.760,1.93,162,298,84,1
8,34,272,4.250,.357,.750,1.87,97,204,52,1
6,10,60,1.667,.483,.933,2.07,29,56,14,1
5,14,70,2.800,.586,.943,2.28,41,66,18,1
11,261,2871,23.727,.243,.524,1.93,698,1505,361,1
10,262,2620,26.200,.274,.757,1.80,719,1984,399,1
10,260,2600,26.000,.282,.737,1.78,732,1916,412,1
10,262,2620,26.200,.290,.826,1.76,761,2163,432,1
8,11,88,1.375,.477,.966,2.00,42,85,21,1
8,37,296,4.625,.334,.831,1.87,99,246,53,1
8,24,192,3.000,.260,.672,1.85,50,129,27,1
8,19,152,2.375,.421,.974,1.83,64,148,35,1
8,33,264,4.125,.326,.848,2.00,86,224,43,1
10,30,300,3.000,.363,.710,2.42,109,213,45,1
8,7,56,.875,.482,.946,2.45,27,53,11,1
7,41,287,5.857,.355,.857,1.85,102,246,55,1
8,30,240,3.750,.342,.896,2.00,82,215,41,1
10,262,2620,26.200,.273,.703,1.83,716,1841,391,1
8,53,424,6.625,.347,.767,1.93,147,325,76,1
8,30,240,3.750,.363,.850,2.29,87,204,38,1
8,18,144,2.250,.438,.979,2.74,63,141,23,1
9,52,468,5.778,.286,.652,1.84,134,305,73,1
10,29,290,2.900,.290,.803,1.83,84,233,46,1
8,13,104,1.625,.356,.942,1.76,37,98,21,1
8,9,72,1.125,.361,.792,2.17,26,57,12,1
8,12,96,1.500,.396,.990,1.90,38,95,20,1
10,22,220,2.200,.309,.582,2.34,68,128,29,1
9,89,801,9.889,.300,.559,2.18,240,448,110,1
10,26,260,2.600,.350,.819,2.33,91,213,39,1
9,18,162,2.000,.327,.914,1.89,53,148,28,1
9,4,36,.444,.444,1.00,8.00,16,36,2,1
10,58,580,5.800,.300,.840,2.17,174,487,80,1
8,18,144,2.250,.389,.931,2.24,56,134,25,1
8,61,488,7.625,.342,.875,1.94,167,427,86,1
8,19,152,2.375,.428,.961,1.76,65,146,37,1
8,34,272,4.250,.379,.971,1.84,103,264,56,1
10,27,270,2.700,.367,.830,1.87,99,224,53,1
10,38,380,3.800,.308,.632,2.13,117,240,55,1
8,12,96,1.500,.479,1.00,2.19,46,96,21,1
8,20,160,2.500,.413,.981,2.06,66,157,32,1
8,16,128,2.000,.422,.992,1.86,54,127,29,1
8,10,80,1.250,.325,.913,1.53,26,73,17,1
8,22,176,2.750,.398,.818,2.06,70,144,34,1
8,31,248,3.875,.375,.722,2.02,93,179,46,1
10,34,340,3.400,.303,.815,1.84,103,277,56,1
9,32,288,3.556,.330,.889,1.79,95,256,53,1
8,25,200,3.125,.415,1.00,1.89,83,200,44,1
8,23,184,2.875,.462,1.00,1.89,85,184,45,1
8,12,96,1.500,.417,.927,1.74,40,89,23,1
10,26,260,2.600,.354,.769,2.09,92,200,44,1
11,261,2871,23.727,.251,.661,2.00,722,1898,361,1
11,175,1925,15.909,.210,.469,1.98,405,902,205,1
8,40,320,5.000,.363,.806,1.68,116,258,69,1
8,70,560,8.750,.279,.727,1.68,156,407,93,1
10,262,2620,26.200,.281,.691,1.89,736,1811,390,1
8,23,184,2.875,.375,.880,2.09,69,162,33,1
8,39,312,4.875,.369,.990,2.05,115,309,56,1
8,9,72,1.125,.431,1.00,2.38,31,72,13,1
8,10,80,1.250,.363,.913,3.22,29,73,9,1
10,40,400,4.000,.295,.680,1.90,118,272,62,1
7,14,98,2.000,.500,1.00,2.72,49,98,18,1
9,30,270,3.333,.304,.711,1.86,82,192,44,1
7,25,175,3.571,.434,1.00,1.81,76,175,42,1
5,26,130,5.200,.523,.985,1.89,68,128,36,1
8,12,96,1.500,.427,.906,2.16,41,87,19,1
10,53,530,5.300,.294,.908,1.75,156,481,89,1
10,99,990,9.900,.264,.774,1.92,261,766,136,1
10,31,310,3.100,.339,.713,2.14,105,221,49,1
10,9,90,.900,.300,.778,2.25,27,70,12,1
10,54,540,5.400,.306,.689,1.94,165,372,85,1
8,50,400,6.250,.378,.915,1.70,151,366,89,1
8,15,120,1.875,.417,.925,2.17,50,111,23,1
8,35,280,4.375,.393,.918,1.96,110,257,56,1
10,34,340,3.400,.279,.800,1.86,95,272,51,1
8,16,128,2.000,.344,.898,1.91,44,115,23,1
7,12,84,1.714,.393,.690,2.36,33,58,14,1
8,24,192,3.000,.438,.839,1.95,84,161,43,1
8,17,136,2.125,.382,.860,2.48,52,117,21,1
8,19,152,2.375,.388,.809,1.97,59,123,30,1
8,24,192,3.000,.323,.688,2.21,62,132,28,1
10,31,310,3.100,.329,.952,2.08,102,295,49,1
8,80,640,10.000,.347,.933,1.75,222,597,127,1
9,15,135,1.667,.244,.830,1.57,33,112,21,1
11,74,814,6.727,.247,.695,1.97,201,566,102,1
10,39,390,3.900,.308,.721,1.69,120,281,71,1
10,73,730,7.300,.273,.790,1.84,199,577,108,1
8,33,264,4.125,.356,.705,2.00,94,186,47,1
5,8,40,1.600,.675,.975,3.00,27,39,9,1
6,4,24,.667,.583,.792,3.50,14,19,4,1
10,251,2510,25.100,.281,.708,1.77,705,1776,398,1
10,52,520,5.200,.298,.752,2.09,155,391,74,1
8,25,200,3.125,.310,.670,1.63,62,134,38,1
8,9,72,1.125,.375,.986,2.08,27,71,13,1
8,35,280,4.375,.396,.986,1.88,111,276,59,1
8,17,136,2.125,.419,.956,2.11,57,130,27,1
7,18,126,2.571,.357,.865,2.14,45,109,21,1
7,38,266,5.429,.353,.902,2.04,94,240,46,1
6,4,24,.667,.542,1.00,1.86,13,24,7,1
7,21,147,3.000,.313,.667,2.09,46,98,22,1
10,242,2420,24.200,.260,.579,2.08,630,1401,303,1
10,63,630,6.300,.298,.795,1.72,188,501,109,1
9,29,261,3.222,.318,.893,1.73,83,233,48,1
8,5,40,.625,.425,1.00,1.55,17,40,11,1
8,25,200,3.125,.335,.770,1.68,67,154,40,1
8,9,72,1.125,.389,.708,2.33,28,51,12,1
9,56,504,6.222,.343,.706,1.97,173,356,88,1
7,14,98,2.000,.286,1.00,1.87,28,98,15,1
6,7,42,1.167,.476,.976,2.22,20,41,9,1
6,23,138,3.833,.377,.862,2.36,52,119,22,1
10,261,2610,26.100,.269,.713,1.81,701,1860,388,1
11,262,2882,23.818,.242,.618,1.91,697,1781,364,1
11,261,2871,23.727,.246,.638,1.93,707,1833,366,1
8,7,56,.875,.429,1.00,2.67,24,56,9,1
8,14,112,1.750,.339,.884,1.73,38,99,22,1
10,52,520,5.200,.294,.675,2.13,153,351,72,1
7,18,126,2.571,.468,1.00,2.81,59,126,21,1
8,17,136,2.125,.441,.978,1.67,60,133,36,1
8,12,96,1.500,.458,.865,2.10,44,83,21,1
8,23,184,2.875,.353,.826,1.91,65,152,34,1
10,31,310,3.100,.284,.835,1.69,88,259,52,1
8,13,104,1.625,.452,.971,1.96,47,101,24,1
8,4,32,.500,.594,1.00,2.71,19,32,7,1
8,13,104,1.625,.423,.923,1.76,44,96,25,1
8,12,96,1.500,.521,.958,2.50,50,92,20,1
10,41,410,4.100,.324,.810,1.87,133,332,71,1
9,9,81,1.000,.296,.901,1.60,24,73,15,1
8,22,176,2.750,.375,.909,1.78,66,160,37,1
10,120,1200,12.000,.279,.765,1.70,335,918,197,1
9,64,576,7.111,.177,.479,2.32,102,276,44,1
7,53,371,7.571,.342,.580,2.40,127,215,53,1
8,33,264,4.125,.436,.886,1.89,115,234,61,1
9,42,378,4.667,.325,.823,1.71,123,311,72,1
7,13,91,1.857,.429,.945,2.05,39,86,19,1
7,18,126,2.571,.397,.984,1.79,50,124,28,1
7,19,133,2.714,.451,.970,2.73,60,129,22,1
7,4,28,.571,.536,1.00,5.00,15,28,3,1
7,20,140,2.857,.407,.929,1.97,57,130,29,1
9,29,261,3.222,.307,.648,1.95,80,169,41,1
9,46,414,5.111,.316,.857,1.72,131,355,76,1
8,13,104,1.625,.365,.933,1.65,38,97,23,1
8,12,96,1.500,.385,.698,2.47,37,67,15,1
8,50,400,6.250,.360,.728,1.97,144,291,73,1
7,9,63,1.286,.365,.698,1.64,23,44,14,1
10,27,270,2.700,.300,.644,1.98,81,174,41,1
7,41,287,5.857,.422,1.00,1.73,121,287,70,1
9,18,162,2.000,.327,.765,1.83,53,124,29,1
5,7,35,1.400,.686,1.00,3.00,24,35,8,1
5,14,70,2.800,.543,.929,2.00,38,65,19,1
5,27,135,5.400,.548,1.00,2.18,74,135,34,1
5,7,35,1.400,.600,1.00,2.33,21,35,9,1
5,15,75,3.000,.547,.947,2.05,41,71,20,1
8,32,256,4.000,.375,.980,2.09,96,251,46,1
8,5,40,.625,.525,1.00,3.00,21,40,7,1
8,26,208,3.250,.370,.822,1.75,77,171,44,1
8,25,200,3.125,.380,.795,1.81,76,159,42,1
8,52,416,6.500,.380,.880,1.88,158,366,84,1
8,15,120,1.875,.425,.925,1.96,51,111,26,1
8,24,192,3.000,.375,.964,1.80,72,185,40,1
8,22,176,2.750,.426,1.00,2.42,75,176,31,1
10,119,1190,11.900,.275,.665,1.84,327,791,178,1
10,34,340,3.400,.303,.800,1.81,103,272,57,1
8,7,56,.875,.518,1.00,2.64,29,56,11,1
8,63,504,7.875,.333,.734,1.58,168,370,106,1
6,8,48,1.333,.500,1.00,2.18,24,48,11,1
