% This is the Tecator data set: The task is to predict the fat content of a 
% meat sample on the basis of its near infrared absorbance spectrum.
% 1. Statement of permission from Tecator (the original data source)
% 
% These data are recorded on a Tecator Infratec Food and Feed Analyzer 
% working in the wavelength range 850 - 1050 nm by the Near Infrared 
% Transmission (NIT) principle. Each sample contains finely chopped pure 
% meat with different moisture, fat and protein contents.
% 
% If results from these data are used in a publication we want you to 
% mention the instrument and company name (Tecator) in the publication. 
% In addition, please send a preprint of your article to 
% 
%     Karin Thente, Tecator AB, 
%     Box 70, S-263 21 Hoganas, Sweden
% 
% The data are available in the public domain with no responsability from 
% the original data source. The data can be redistributed as long as this 
% permission note is attached.
% For more information about the instrument - call Perstorp Analytical's 
% representative in your area.
% 
% 
% 2. Description of the data file
% 
% For each meat sample the data consists of a 100 channel spectrum of 
% absorbances and the contents of moisture (water), fat and protein. 
% The absorbance is -log10 of the transmittance 
% measured by the spectrometer. The three contents, measured in percent, 
% are determined by analytic chemistry.
% 
% There are 240 samples which are divided into 5 data sets for the purpose 
% of model validation and extrapolation studies. The data sets, further 
% described in reference 1, are:
% 
%     Data set  Use               Samples
%     C         Traning               129
%     M         Monitoring             43
%     T         Testing                43
%     E1        Extrapolation, Fat      8     
%     E2        Extrapolation, Protein 17     
% 
% The data for all 240 samples appear at the end of this file - 25 lines 
% per sample. The data sets appear in the order of the table above.
% The spectra are preprocessed using a principal component analysis on the 
% data set C, and the first 22 principal components (scaled to unit 
% variance) are included for each sample.
% Thus if you want to use the data for a standard (interpolation) test 
% of your algorithm, use sample 1-172 for training and sample 173-215
% for testing (and ignore the last 25 samples), and use the first 13 or so 
% principal components to predict the fat content. 
% 
% Each line contains the 100 absorbances followed by the 22 principal 
% components and finally the contents of moisture, fat and protein.
% 
% Preceeding the data lines, the following lines appear:
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
% 
% 3. More details on how to use the data
% 
% The data are made available as a benchmark for regression models. In order
% to compare models, it is practical to use the data set as follows:
% 
% C and M combined are used to tune (estimate, train) the model. (Some
% approaches set aside some training data to control overfitting. These data 
% should be a subset of C+M. In (1) the subset M was used for this purpose.)
% 
% T is used to test the model once it has been tuned. 
% If each model has an element of randomness (as is the case 
% for neural networks) the most reliable measure of performance of a single 
% model is obtained by selecting a handful of models on the basis of C+M and 
% quoting the average of the performances on T.
% In the presence of randomness it is bad practice to train a lot of models 
% on C+M and then select the best of these on the basis of T. 
% 
% C, M and T are drawn from the same pool of data, so T is used to test the 
% ability of the models to interpolate. The data sets E1 and E2 contain 
% more fat and protein respectively and are intended to be used to test the  
% ability of the models to extrapolate.  
% 
% 
% 4. Performance of neural network models
% 
% The performance is measured as Standard Error of Prediction (SEP) which
% is the root mean square of the difference between the true and the predicted 
% content.
% 
% For the prediction of fat on the data set T the following results were obtained
% 
%     Reference SEP   method (see the papers for details)
%     (1)       0.65  10-6-1 network, early stopping
%     (2)       0.52  10-3-1 network, Bayesian
%     (3)       0.36  13-X-1 network, Bayesian, Automatic Relevance Determination
% 
% A linear model with 10 inputs yields SEP=2.78.
% 
% 5. References
% 
% (1) C.Borggaard and H.H.Thodberg, 
%     "Optimal Minimal Neural Interpretation of Spectra", 
%     Analytical Chemistry 64 (1992), p 545-551.
% (2) H.H.Thodberg, "Ace of Bayes: Application of Neural Networks with Pruning"
%     Manuscript 1132, Danish Meat Research Institute (1993),
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.ace-of-bayes.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% (3) Revised and extended version of (2), in preparation, to be 
%     submitted to IEEE Trans. Neural Networks (1995)
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.bayesARD.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% Hans Henrik Thodberg                Email: thodberg@nn.dmri.dk
% Danish Meat Research Institute      Phone: (+45) 42 36 12 00
% Maglegaardsvej 2, Postboks 57       Fax:   (+45) 42 36 48 36
% DK-4000 Roskilde, Denmark
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
%
% Note: all 240 samples are included in the same order as mentioned above
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation tecator

@attribute absorbance_1 REAL
@attribute absorbance_2 REAL
@attribute absorbance_3 REAL
@attribute absorbance_4 REAL
@attribute absorbance_5 REAL
@attribute absorbance_6 REAL
@attribute absorbance_7 REAL
@attribute absorbance_8 REAL
@attribute absorbance_9 REAL
@attribute absorbance_10 REAL
@attribute absorbance_11 REAL
@attribute absorbance_12 REAL
@attribute absorbance_13 REAL
@attribute absorbance_14 REAL
@attribute absorbance_15 REAL
@attribute absorbance_16 REAL
@attribute absorbance_17 REAL
@attribute absorbance_18 REAL
@attribute absorbance_19 REAL
@attribute absorbance_20 REAL
@attribute absorbance_21 REAL
@attribute absorbance_22 REAL
@attribute absorbance_23 REAL
@attribute absorbance_24 REAL
@attribute absorbance_25 REAL
@attribute absorbance_26 REAL
@attribute absorbance_27 REAL
@attribute absorbance_28 REAL
@attribute absorbance_29 REAL
@attribute absorbance_30 REAL
@attribute absorbance_31 REAL
@attribute absorbance_32 REAL
@attribute absorbance_33 REAL
@attribute absorbance_34 REAL
@attribute absorbance_35 REAL
@attribute absorbance_36 REAL
@attribute absorbance_37 REAL
@attribute absorbance_38 REAL
@attribute absorbance_39 REAL
@attribute absorbance_40 REAL
@attribute absorbance_41 REAL
@attribute absorbance_42 REAL
@attribute absorbance_43 REAL
@attribute absorbance_44 REAL
@attribute absorbance_45 REAL
@attribute absorbance_46 REAL
@attribute absorbance_47 REAL
@attribute absorbance_48 REAL
@attribute absorbance_49 REAL
@attribute absorbance_50 REAL
@attribute absorbance_51 REAL
@attribute absorbance_52 REAL
@attribute absorbance_53 REAL
@attribute absorbance_54 REAL
@attribute absorbance_55 REAL
@attribute absorbance_56 REAL
@attribute absorbance_57 REAL
@attribute absorbance_58 REAL
@attribute absorbance_59 REAL
@attribute absorbance_60 REAL
@attribute absorbance_61 REAL
@attribute absorbance_62 REAL
@attribute absorbance_63 REAL
@attribute absorbance_64 REAL
@attribute absorbance_65 REAL
@attribute absorbance_66 REAL
@attribute absorbance_67 REAL
@attribute absorbance_68 REAL
@attribute absorbance_69 REAL
@attribute absorbance_70 REAL
@attribute absorbance_71 REAL
@attribute absorbance_72 REAL
@attribute absorbance_73 REAL
@attribute absorbance_74 REAL
@attribute absorbance_75 REAL
@attribute absorbance_76 REAL
@attribute absorbance_77 REAL
@attribute absorbance_78 REAL
@attribute absorbance_79 REAL
@attribute absorbance_80 REAL
@attribute absorbance_81 REAL
@attribute absorbance_82 REAL
@attribute absorbance_83 REAL
@attribute absorbance_84 REAL
@attribute absorbance_85 REAL
@attribute absorbance_86 REAL
@attribute absorbance_87 REAL
@attribute absorbance_88 REAL
@attribute absorbance_89 REAL
@attribute absorbance_90 REAL
@attribute absorbance_91 REAL
@attribute absorbance_92 REAL
@attribute absorbance_93 REAL
@attribute absorbance_94 REAL
@attribute absorbance_95 REAL
@attribute absorbance_96 REAL
@attribute absorbance_97 REAL
@attribute absorbance_98 REAL
@attribute absorbance_99 REAL
@attribute absorbance_100 REAL
@attribute principal_component_1 REAL
@attribute principal_component_2 REAL
@attribute principal_component_3 REAL
@attribute principal_component_4 REAL
@attribute principal_component_5 REAL
@attribute principal_component_6 REAL
@attribute principal_component_7 REAL
@attribute principal_component_8 REAL
@attribute principal_component_9 REAL
@attribute principal_component_10 REAL
@attribute principal_component_11 REAL
@attribute principal_component_12 REAL
@attribute principal_component_13 REAL
@attribute principal_component_14 REAL
@attribute principal_component_15 REAL
@attribute principal_component_16 REAL
@attribute principal_component_17 REAL
@attribute principal_component_18 REAL
@attribute principal_component_19 REAL
@attribute principal_component_20 REAL
@attribute principal_component_21 REAL
@attribute principal_component_22 REAL
@attribute moisture REAL
@attribute fat REAL
@attribute protein REAL

@data
2.88841,2.89612,2.90365,2.91112,2.91849,2.9258,2.93305,2.94026,2.94758,2.95479,2.96199,2.96915,2.97629,2.98345,2.99066,2.99786,3.00509,3.01239,3.01979,3.02726,3.03478,3.04228,3.04975,3.05717,3.0645,3.07174,3.07889,3.08585,3.09261,3.09925,3.10582,3.1123,3.11879,3.12548,3.13253,3.14018,3.14885,3.15851,3.16929,3.18116,3.19405,3.20791,3.22266,3.23827,3.25478,3.27232,3.29121,3.31209,3.33552,3.36191,3.39153,3.42403,3.45826,3.49226,3.52367,3.55044,3.57162,3.58746,3.59899,3.60745,3.61372,3.61844,3.62181,3.62383,3.62442,3.62355,3.6212,3.6174,3.61231,3.60604,3.59863,3.59021,3.58088,3.57073,3.55985,3.54833,3.53635,3.52394,3.51121,3.49822,3.48495,3.47135,3.45745,3.44325,3.42874,3.41397,3.39902,3.38402,3.36908,3.35426,3.3396,3.3251,3.31075,3.29666,3.28288,3.26947,3.25639,3.24368,3.23138,3.21932,0.175044,0.507775,-1.22688,2.0155,-1.67118,-0.778647,-0.0616949,0.360831,0.935063,-0.477524,1.04585,1.06521,-0.119971,-0.232836,-0.207223,0.0207741,-0.27443,-0.339088,-0.39987,0.268095,0.291116,0.168597,72.7,2.9,21.7
2.2865,2.28699,2.28749,2.28799,2.28851,2.28908,2.28977,2.29066,2.29165,2.29279,2.2941,2.29556,2.29717,2.29893,2.30087,2.30301,2.3054,2.30801,2.31098,2.3142,2.31759,2.32107,2.32462,2.32821,2.33184,2.33549,2.33914,2.34275,2.34643,2.35016,2.35399,2.35796,2.36215,2.36678,2.37228,2.37903,2.38759,2.39795,2.41014,2.42413,2.43975,2.45682,2.4752,2.49481,2.51578,2.53837,2.56322,2.59134,2.62334,2.6599,2.70126,2.74683,2.79483,2.84228,2.88563,2.92194,2.94992,2.97009,2.98427,2.9942,3.00128,3.00649,3.00995,3.01171,3.01165,3.00967,3.00581,3.00016,2.99281,2.9839,2.97368,2.96225,2.94969,2.93613,2.9217,2.90655,2.89077,2.87453,2.85801,2.84116,2.82403,2.80653,2.78868,2.77049,2.75187,2.73291,2.7137,2.69445,2.67542,2.65667,2.63822,2.62009,2.60229,2.5849,2.56798,2.55165,2.53597,2.52102,2.50662,2.49281,-1.18251,-0.95059,-0.523276,1.04241,-0.964999,0.73956,-0.101084,0.21557,-0.205639,1.45848,0.347038,-0.709867,0.872212,1.15423,0.988292,1.3705,1.29599,-1.40543,0.88339,-1.135,-1.1745,-1.21119,72.1,4.8,21.6
2.62979,2.632,2.63413,2.63626,2.63846,2.64072,2.64303,2.64548,2.648,2.65065,2.65346,2.6564,2.65947,2.66264,2.66592,2.6694,2.67302,2.67689,2.68095,2.68514,2.68946,2.69387,2.69828,2.70267,2.70697,2.71114,2.71522,2.71923,2.72323,2.72725,2.73128,2.73533,2.73948,2.74393,2.74898,2.755,2.76246,2.77138,2.78171,2.79331,2.806,2.81959,2.83391,2.84895,2.86486,2.88209,2.90118,2.92336,2.94913,2.97917,3.01363,3.0519,3.09222,3.13179,3.16746,3.19675,3.21871,3.23405,3.24441,3.25133,3.25598,3.25903,3.26062,3.26066,3.25909,3.25586,3.25095,3.24435,3.23616,3.22654,3.2156,3.20347,3.19022,3.17585,3.16056,3.14436,3.12748,3.11004,3.09214,3.07381,3.05504,3.03578,3.01601,2.99572,2.97493,2.95364,2.93202,2.91024,2.8885,2.86696,2.84566,2.82459,2.80375,2.78326,2.7632,2.74361,2.72461,2.70611,2.6881,2.67051,-0.596816,0.754386,0.129609,0.686448,0.719918,-1.5857,1.44897,0.283489,-0.00608389,-0.472427,-0.407317,1.09713,0.366967,0.382291,0.531199,0.341778,0.527227,-0.21725,0.518167,-0.577798,-0.501246,-0.596517,73.5,5.6,20
2.61033,2.61247,2.61469,2.61696,2.61926,2.62165,2.62417,2.62684,2.62977,2.6329,2.63616,2.6396,2.64323,2.64709,2.65115,2.65541,2.65986,2.66458,2.66962,2.67491,2.68041,2.68605,2.69175,2.6974,2.70302,2.70861,2.71415,2.71969,2.72523,2.73082,2.73648,2.74224,2.74813,2.75434,2.76115,2.76893,2.7783,2.78926,2.80179,2.81573,2.83079,2.84675,2.86347,2.88089,2.89914,2.91863,2.94004,2.96454,2.99285,3.02579,3.0637,3.10612,3.15131,3.19623,3.23717,3.27093,3.29592,3.31265,3.32292,3.32865,3.33137,3.33212,3.33113,3.32841,3.32376,3.31713,3.30857,3.29814,3.28594,3.27217,3.257,3.24055,3.22289,3.2042,3.18459,3.16427,3.14326,3.1218,3.10003,3.07788,3.05545,3.03269,3.00952,2.98597,2.962,2.93764,2.91304,2.8884,2.86396,2.83988,2.8162,2.79291,2.77001,2.74757,2.72574,2.70455,2.68405,2.6642,2.645,2.62642,-0.571692,0.564037,0.923779,-0.718204,-1.00687,-0.725355,-0.0986149,0.461237,0.281302,-0.185363,-0.372726,-0.178507,-0.554698,0.607234,0.453304,0.370171,0.403112,-0.167194,0.397096,-0.605199,-0.505477,-0.573703,73.6,6.2,19.3
2.2863,2.28689,2.28745,2.288,2.28864,2.2894,2.29022,2.29114,2.29227,2.29358,2.29504,2.29669,2.29849,2.30044,2.30259,2.30498,2.30761,2.31047,2.31365,2.31709,2.3207,2.32442,2.32817,2.33185,2.33547,2.33904,2.34265,2.3463,2.35009,2.35395,2.35791,2.36202,2.36636,2.37116,2.37677,2.38359,2.39209,2.40235,2.4143,2.42779,2.4426,2.45849,2.47529,2.49301,2.51186,2.53232,2.55503,2.58117,2.61134,2.64615,2.6858,2.72962,2.77564,2.82077,2.86151,2.89507,2.92038,2.93819,2.95021,2.95837,2.96387,2.96754,2.96964,2.97012,2.96892,2.9659,2.961,2.95439,2.94621,2.93656,2.92568,2.91365,2.90054,2.88649,2.87157,2.85599,2.8398,2.82325,2.80637,2.78922,2.77176,2.75396,2.73582,2.7173,2.69838,2.67907,2.65953,2.63997,2.62056,2.60142,2.58261,2.56414,2.54602,2.52828,2.511,2.49429,2.47822,2.46271,2.44769,2.4332,-1.2302,-0.50255,-0.426943,0.595766,-1.05893,0.525616,0.297127,0.270367,-0.662192,0.767007,0.372623,-0.48067,0.928132,1.22464,1.01168,1.0898,1.18675,-1.23028,0.977088,-1.22782,-0.94541,-1.20756,72.5,6.4,20.9
2.51682,2.51816,2.51946,2.52081,2.52229,2.52386,2.52555,2.52742,2.52948,2.53174,2.5342,2.53684,2.53965,2.54264,2.54581,2.54917,2.55277,2.55667,2.56081,2.56517,2.56972,2.57444,2.57923,2.58401,2.58875,2.59345,2.59806,2.60278,2.60749,2.61228,2.61713,2.62204,2.62704,2.6323,2.63806,2.64474,2.65274,2.66203,2.67261,2.68428,2.69688,2.71017,2.72394,2.73819,2.75304,2.76891,2.78636,2.8066,2.83018,2.85781,2.88973,2.92544,2.96338,3.00088,3.03475,3.06225,3.08218,3.09498,3.10222,3.1055,3.10623,3.10513,3.1026,3.09849,3.09269,3.08513,3.07583,3.06492,3.05254,3.03877,3.02377,3.00762,2.99043,2.97238,2.95357,2.93408,2.91399,2.89355,2.87279,2.85179,2.83056,2.80904,2.78714,2.7649,2.7423,2.71938,2.69628,2.67318,2.65026,2.62766,2.60541,2.58353,2.56208,2.54105,2.52051,2.50057,2.48125,2.46252,2.44439,2.42677,-0.912349,1.35984,0.641096,-0.97863,-0.598282,-0.578773,0.234301,1.08413,0.732895,-0.407235,-0.327452,0.351004,0.15508,0.789253,0.749918,0.778756,0.737562,-0.79528,0.689417,-0.946732,-0.909545,-0.901861,73.4,6.8,18.7
2.18439,2.18363,2.18281,2.18202,2.1813,2.1807,2.18027,2.17998,2.17983,2.17997,2.18033,2.18091,2.1817,2.18273,2.184,2.18551,2.18734,2.18955,2.1921,2.19491,2.19796,2.20118,2.20445,2.20766,2.21081,2.21399,2.21724,2.22062,2.22423,2.22807,2.23214,2.23644,2.24103,2.24617,2.25218,2.25953,2.26885,2.28014,2.29341,2.30851,2.32525,2.34338,2.36269,2.38312,2.40488,2.4283,2.45402,2.48334,2.51693,2.55554,2.59955,2.64853,2.70088,2.75353,2.80248,2.84417,2.87667,2.90023,2.91667,2.92797,2.93595,2.94161,2.94539,2.94719,2.94696,2.94469,2.94033,2.93386,2.92547,2.91537,2.90373,2.89071,2.87637,2.86097,2.84455,2.82725,2.80925,2.79073,2.77179,2.75249,2.73288,2.7129,2.6925,2.67164,2.65036,2.62868,2.6067,2.58463,2.56272,2.54114,2.52,2.49925,2.4789,2.45895,2.43959,2.42091,2.40297,2.38574,2.36915,2.3532,-1.3863,-1.34906,-0.0601418,0.466534,-0.468404,-0.0184255,-0.689901,-0.143084,0.125186,1.19834,-0.684134,-0.0797862,0.520074,1.38701,1.13819,1.58329,1.03871,-0.528493,1.09014,-1.39719,-1.39502,-1.42225,72,7.1,19
2.50203,2.50432,2.50668,2.50898,2.51126,2.51357,2.51599,2.51853,2.52127,2.52408,2.52702,2.53004,2.53321,2.53654,2.53999,2.54362,2.54737,2.55137,2.55555,2.55997,2.56457,2.56925,2.57389,2.57842,2.58289,2.58734,2.59172,2.59607,2.60041,2.6048,2.60925,2.61382,2.61853,2.62351,2.62903,2.63549,2.64341,2.6528,2.66363,2.67575,2.68893,2.70291,2.71754,2.73282,2.74896,2.76644,2.78589,2.8084,2.83457,2.86514,2.90035,2.93959,2.98124,3.02253,3.0602,3.09151,3.11519,3.13183,3.14299,3.1504,3.15522,3.15832,3.15992,3.16,3.15844,3.15513,3.15004,3.14323,3.13487,3.12508,3.11399,3.10168,3.0882,3.07371,3.05828,3.04208,3.02525,3.00788,2.99004,2.97182,2.95326,2.93431,2.91489,2.89498,2.87456,2.85366,2.83242,2.81109,2.78988,2.76888,2.74815,2.72767,2.70745,2.68761,2.66817,2.64924,2.63083,2.61296,2.5956,2.57864,-0.816575,0.367008,-0.0673551,0.409782,-0.0788658,-1.59836,0.694802,-0.155472,-0.170587,-0.456186,-0.855392,0.655905,-0.386237,0.659859,0.641977,0.537859,0.550602,-0.490963,0.85131,-0.792754,-0.640819,-0.817807,73.2,7.3,19.9
2.4291,2.4294,2.42976,2.43004,2.43036,2.43077,2.43133,2.43208,2.43303,2.43417,2.43542,2.43689,2.43855,2.44042,2.44251,2.44483,2.44739,2.45026,2.45354,2.45707,2.46077,2.46456,2.46834,2.47205,2.47572,2.47926,2.48286,2.48652,2.4904,2.49449,2.49873,2.50312,2.50773,2.51279,2.51866,2.52578,2.53472,2.54547,2.55795,2.57189,2.58704,2.60313,2.61998,2.63764,2.65641,2.6768,2.69963,2.7262,2.75717,2.7932,2.83454,2.8804,2.92863,2.97596,3.01874,3.05407,3.08084,3.09987,3.113,3.122,3.12836,3.13289,3.13581,3.13709,3.13645,3.13386,3.12936,3.12302,3.115,3.10544,3.09448,3.08229,3.06887,3.05428,3.03878,3.02252,3.00554,2.98807,2.97019,2.95193,2.9333,2.91424,2.89476,2.87479,2.85428,2.83331,2.81203,2.79068,2.76945,2.74849,2.72789,2.70764,2.68773,2.66817,2.64906,2.63058,2.61273,2.59548,2.57871,2.56249,-0.933188,-0.447642,-0.0445937,0.819948,0.103504,0.0970677,0.77867,-0.0186968,-0.407231,0.505216,0.17436,-0.242832,0.421314,0.878191,0.800468,0.559496,0.910929,-0.832445,0.62866,-0.949605,-0.761546,-0.932733,71.9,7.9,19.1
3.09,3.09225,3.09453,3.09688,3.09937,3.102,3.10473,3.10761,3.11074,3.1142,3.11784,3.12168,3.1257,3.12996,3.13452,3.13937,3.1445,3.15002,3.15595,3.16218,3.16868,3.1753,3.18191,3.18843,3.19481,3.2011,3.20738,3.21375,3.22031,3.22705,3.23392,3.24088,3.24794,3.25528,3.26338,3.27265,3.28367,3.29635,3.31065,3.32625,3.34284,3.36007,3.37773,3.39585,3.4148,3.43519,3.45786,3.48443,3.51545,3.55194,3.59424,3.64167,3.69207,3.74184,3.78673,3.82318,3.84948,3.8664,3.87624,3.8811,3.88259,3.88168,3.87882,3.87401,3.86708,3.85788,3.84643,3.83287,3.81747,3.80043,3.78188,3.76203,3.74093,3.7188,3.69577,3.67199,3.64765,3.62289,3.59793,3.57275,3.54739,3.52168,3.4956,3.46907,3.4421,3.41476,3.38717,3.35959,3.33227,3.30534,3.27887,3.25287,3.22735,3.20233,3.17789,3.15413,3.13105,3.10859,3.08674,3.06546,0.422574,1.17262,2.15399,-0.585863,0.00911226,1.28437,-0.183687,-0.555724,-0.997108,-0.161874,0.000759091,-0.157441,1.6074,-0.763514,-0.313849,-0.299094,-0.553061,-0.0222915,-0.537844,0.222785,0.264825,0.428683,69.5,9.2,21.5
3.38922,3.39664,3.40399,3.4113,3.41858,3.42588,3.43325,3.44067,3.44816,3.45586,3.4637,3.47156,3.47952,3.48763,3.49592,3.50443,3.51321,3.52217,3.53144,3.54099,3.55075,3.5606,3.57043,3.58016,3.58972,3.59919,3.60859,3.61796,3.62743,3.63709,3.6469,3.65674,3.66661,3.67669,3.68728,3.69897,3.71219,3.72697,3.74327,3.76068,3.77885,3.79743,3.81616,3.83508,3.85458,3.87527,3.89808,3.9245,3.95524,3.99115,4.03248,4.07853,4.12756,4.17656,4.22181,4.26014,4.28994,4.31172,4.3271,4.33793,4.34572,4.35141,4.35524,4.35707,4.35688,4.35457,4.35027,4.3441,4.33605,4.32624,4.3149,4.30218,4.28825,4.27321,4.25709,4.24012,4.22238,4.20434,4.1858,4.16696,4.1477,4.12807,4.10804,4.08755,4.06649,4.04482,4.02274,4.00052,3.9784,3.9566,3.93521,3.91414,3.89337,3.87291,3.85288,3.83339,3.81432,3.79572,3.77751,3.75961,1.3792,0.0338429,0.530416,1.74899,-0.511268,-0.070542,-0.0725562,-0.311263,0.453564,0.178062,1.09357,-0.175986,-0.148474,-1.02267,-1.2514,-1.45643,-1.04682,0.685587,-1.71321,1.34392,1.05877,1.36095,67.9,10.1,19.5
2.44674,2.44683,2.44694,2.44709,2.44732,2.44766,2.44818,2.44887,2.44969,2.45081,2.45209,2.45361,2.45537,2.45737,2.45963,2.46221,2.46509,2.46836,2.4719,2.47569,2.4797,2.48376,2.48775,2.49162,2.49532,2.49894,2.50273,2.50677,2.51116,2.51595,2.5211,2.5265,2.53211,2.53813,2.54496,2.55301,2.56287,2.57445,2.5876,2.60204,2.61732,2.63304,2.64899,2.66526,2.68227,2.70081,2.72184,2.74689,2.77661,2.81168,2.85228,2.89764,2.94563,2.99295,3.03583,3.07123,3.0979,3.11653,3.12914,3.13759,3.14327,3.14709,3.14926,3.14976,3.14843,3.14514,3.13993,3.13287,3.12412,3.11384,3.10215,3.0892,3.07511,3.05993,3.04379,3.02681,3.0091,2.99087,2.97226,2.95328,2.93395,2.91419,2.89395,2.8732,2.85189,2.83008,2.80789,2.78554,2.76334,2.74148,2.72002,2.69896,2.67823,2.65789,2.63799,2.61861,2.5998,2.58157,2.56376,2.5464,-0.909365,-0.263475,0.116679,0.409335,0.302981,-0.098381,0.852533,0.191712,-0.570865,-0.104088,-0.508455,1.13207,-0.0446199,0.836948,0.778756,0.524953,0.875481,-0.780803,0.820449,-0.926589,-0.828554,-0.90201,71.1,10.7,17.7
3.45278,3.46285,3.47272,3.48244,3.49209,3.5017,3.51128,3.52089,3.53049,3.54013,3.54981,3.55954,3.5693,3.57915,3.58915,3.59927,3.60952,3.61988,3.63045,3.64124,3.6522,3.66323,3.67419,3.68496,3.69556,3.70608,3.71658,3.72711,3.73775,3.74853,3.75946,3.77049,3.78154,3.79266,3.80418,3.81649,3.83008,3.84495,3.86101,3.87794,3.89531,3.91284,3.93043,3.94809,3.96609,3.98501,4.00569,4.02936,4.05667,4.08829,4.12454,4.16489,4.20784,4.25102,4.29146,4.32648,4.35456,4.3758,4.39156,4.4033,4.41206,4.41871,4.4236,4.4268,4.42832,4.42794,4.42558,4.42143,4.41569,4.40847,4.39974,4.38971,4.37863,4.36678,4.35397,4.34035,4.32614,4.31131,4.29624,4.28092,4.26531,4.24938,4.23316,4.21653,4.19934,4.18164,4.16362,4.14549,4.12746,4.10972,4.09232,4.07519,4.05834,4.04174,4.02546,4.00952,3.99395,3.97875,3.96379,3.94896,1.59031,0.0575056,-0.430269,2.4288,-1.32098,-0.138321,-0.604762,0.202884,1.50199,-0.510878,1.12099,0.774662,-0.445854,-1.2948,-1.51554,-1.57102,-1.19945,0.573967,-1.75197,1.5269,1.32098,1.5611,65.7,11.2,19.4
2.61809,2.61982,2.62147,2.62313,2.6248,2.62654,2.62843,2.63046,2.63271,2.63515,2.63774,2.64052,2.64352,2.64676,2.65025,2.65403,2.65815,2.66259,2.66738,2.67252,2.67784,2.68316,2.68832,2.69327,2.69808,2.7028,2.70766,2.71279,2.71837,2.72433,2.73063,2.73719,2.74394,2.75094,2.7586,2.76734,2.77777,2.7898,2.80322,2.81769,2.83273,2.84796,2.86315,2.87844,2.89427,2.91152,2.93114,2.95474,2.98297,3.01649,3.05545,3.09915,3.14565,3.1918,3.23396,3.26917,3.29612,3.31542,3.32879,3.33812,3.34477,3.34956,3.35275,3.35426,3.35403,3.35191,3.34791,3.34211,3.33465,3.32573,3.31554,3.30413,3.29156,3.27797,3.26343,3.24815,3.2322,3.21584,3.19911,3.1821,3.16477,3.14708,3.12894,3.1103,3.09111,3.0714,3.05129,3.031,3.01083,2.99102,2.97164,2.95259,2.93384,2.9154,2.89734,2.87968,2.8625,2.84578,2.82941,2.81338,-0.48515,-0.240409,-0.298538,1.09745,0.317877,0.130277,0.465085,-0.543143,-0.420577,0.0589803,0.461037,0.504268,-0.405727,0.483643,0.443351,0.246517,0.512074,-0.797489,0.2662,-0.483996,-0.489646,-0.503253,68.1,12.5,18.6
2.76153,2.76213,2.7628,2.76346,2.76422,2.76512,2.76617,2.7674,2.76882,2.77056,2.77252,2.77478,2.77732,2.78015,2.78333,2.78688,2.79082,2.7952,2.80007,2.80528,2.81074,2.81628,2.82171,2.82695,2.83203,2.83702,2.84224,2.84787,2.85403,2.86083,2.86817,2.87587,2.88384,2.89214,2.90118,2.91152,2.92383,2.93798,2.95368,2.97042,2.98762,3.00475,3.02152,3.03805,3.05496,3.07328,3.09424,3.11972,3.15051,3.18736,3.23047,3.27916,3.33131,3.38344,3.43146,3.47184,3.50285,3.525,3.54018,3.55037,3.55727,3.56196,3.56467,3.56536,3.56399,3.56046,3.55474,3.54693,3.53719,3.52573,3.51274,3.4984,3.48284,3.46619,3.44846,3.42986,3.41053,3.39073,3.37065,3.35027,3.32963,3.30859,3.28707,3.26499,3.24232,3.21907,3.19541,3.1716,3.14798,3.12478,3.1021,3.07993,3.0582,3.03689,3.01599,2.99552,2.97558,2.95612,2.93704,2.91837,-0.171781,-0.324979,0.613652,0.662096,1.07068,0.748315,-0.0974479,-0.55291,-0.107317,-0.26802,-0.630098,0.61916,0.558502,0.0496077,0.112112,0.0176891,-0.0566235,0.0620327,0.053488,-0.230877,-0.249458,-0.200992,66.8,14.3,17.4
