% 17x17x2x2 tables of counts in GLIM-ready format used for the analyses
% in Biblarz, Timothy J., and Adrian E. Raftery. 1993. "The Effects of
% Family Disruption on Social Mobility." American Sociological Review
% (In press). For further details of the data, see this reference.
%  Column 1 is father's occupation, coded as follows:
%    17. Professional, Self-Employed
%    16. Professional-Salaried
%    15. Manager
%    14. Salesman-Nonretail
%    13. Proprietor
%    12. Clerk
%    11. Salesman-Retail
%    10. Craftsman-Manufacturing
%     9. Craftsmen-Other
%     8. Craftsman-Construction
%     7. Service Worker
%     6. Operative-Nonmanufacturing
%     5. Operative-Manufacturing
%     4. Laborer-Manufacturing
%     3. Laborer-Nonmanufacturing
%     2. Farmer/Farm Manager
%     1. Farm Laborer
%  Column 2 is son's occupation, coded in the same way as father's.
%  Column 3 is family structure, coded 1=intact family background and
%     2=nonintact family background.
%  Column 4 is race, coded 1=white and 2=black.
%  Column 5 is counts for son's first occupation.
%  Column 6 is counts for son's current occupation.
% The counts have been weighted to take account of the survey 
% design, which is why they are not integers. 
% ************************************************************
% ***********************************************************
% This file was constructed from publicly available data collected
% by David Featherman and Robert Hauser in 1973: the "Occupational
% Change in a Generation II" (OCG II) Survey. Permission is hereby given to
% use the above data for non-commercial scholarly and teaching purposes.
% If these data are used in a published article or book, 
% the authors, the original data (in the form given in
% Biblarz and Raftery (1993), cited above), and StatLib should
% all be acknowledged.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation socmob

@attribute fathers_occupation {Clerk,Craftsman-Construction,Craftsman-Manufacturing,Craftsmen-Other,Farm_Laborer,Farmer/Farm_Manager,Laborer-Manufacturing,Laborer-Nonmanufacturing,Manager,Operative-Manufacturing,Operative-Nonmanufacturing,Professional-Salaried,Professional_Self-Employed,Proprietor,Salesman-Nonretail,Salesman-Retail,Service_Worker}
@attribute sons_occupation {Clerk,Craftsman-Construction,Craftsman-Manufacturing,Craftsmen-Other,Farm_Laborer,Farmer/Farm_Manager,Laborer-Manufacturing,Laborer-Nonmanufacturing,Manager,Operative-Manufacturing,Operative-Nonmanufacturing,Professional-Salaried,Professional_Self-Employed,Proprietor,Salesman-Nonretail,Salesman-Retail,Service_Worker}
@attribute family_structure {intact,nonintact}
@attribute race {black,white}
@attribute counts_for_sons_first_occupation REAL
@attribute counts_for_sons_current_occupation REAL

@data
Service_Worker,Salesman-Nonretail,intact,black,0.4,1.2
Service_Worker,Proprietor,intact,black,0,1.5
Service_Worker,Clerk,intact,black,10.2,11.1
Service_Worker,Salesman-Retail,intact,black,0.9,0
Service_Worker,Craftsman-Manufacturing,intact,black,1,2.9
Service_Worker,Craftsmen-Other,intact,black,5.4,3.7
Service_Worker,Craftsman-Construction,intact,black,2.7,1.4
Service_Worker,Service_Worker,intact,black,13.7,12.3
Service_Worker,Operative-Nonmanufacturing,intact,black,10.8,12.2
Service_Worker,Operative-Manufacturing,intact,black,11.3,14.7
Service_Worker,Laborer-Manufacturing,intact,black,3.7,3.3
Service_Worker,Laborer-Nonmanufacturing,intact,black,10.4,3.1
Service_Worker,Farmer/Farm_Manager,intact,black,0,0
Service_Worker,Farm_Laborer,intact,black,2,1.4
Operative-Nonmanufacturing,Professional_Self-Employed,intact,black,0,1.6
Operative-Nonmanufacturing,Professional-Salaried,intact,black,8.7,7.8
Operative-Nonmanufacturing,Manager,intact,black,2.1,3.3
Operative-Nonmanufacturing,Salesman-Nonretail,intact,black,1.8,0
Operative-Nonmanufacturing,Proprietor,intact,black,0.5,2.3
Operative-Nonmanufacturing,Clerk,intact,black,11.3,10.4
Operative-Nonmanufacturing,Salesman-Retail,intact,black,2.8,1.1
Operative-Nonmanufacturing,Craftsman-Manufacturing,intact,black,3.9,5.2
Operative-Nonmanufacturing,Craftsmen-Other,intact,black,5,7.3
Operative-Nonmanufacturing,Craftsman-Construction,intact,black,2.2,3.4
Operative-Nonmanufacturing,Service_Worker,intact,black,13,12.5
Operative-Nonmanufacturing,Operative-Nonmanufacturing,intact,black,20.4,17.7
Operative-Nonmanufacturing,Operative-Manufacturing,intact,black,13.2,15
Operative-Nonmanufacturing,Laborer-Manufacturing,intact,black,3.5,3.7
Operative-Nonmanufacturing,Laborer-Nonmanufacturing,intact,black,10.5,10.2
Operative-Nonmanufacturing,Farmer/Farm_Manager,intact,black,0,0
Operative-Nonmanufacturing,Farm_Laborer,intact,black,3.9,1
Operative-Manufacturing,Professional_Self-Employed,intact,black,0,0
Operative-Manufacturing,Professional-Salaried,intact,black,4.2,8.3
Operative-Manufacturing,Manager,intact,black,1.1,3.2
Operative-Manufacturing,Salesman-Nonretail,intact,black,2.6,0
Operative-Manufacturing,Proprietor,intact,black,0,0
Operative-Manufacturing,Clerk,intact,black,9.6,13.9
Operative-Manufacturing,Salesman-Retail,intact,black,3.3,2.4
Operative-Manufacturing,Craftsman-Manufacturing,intact,black,3.4,8.1
Operative-Manufacturing,Craftsmen-Other,intact,black,3.9,7
Operative-Manufacturing,Craftsman-Construction,intact,black,0.8,1.4
Operative-Manufacturing,Service_Worker,intact,black,15.4,13.5
Operative-Manufacturing,Operative-Nonmanufacturing,intact,black,11.9,11.9
Operative-Manufacturing,Operative-Manufacturing,intact,black,20.6,24.1
Operative-Manufacturing,Laborer-Manufacturing,intact,black,11.4,7.3
Operative-Manufacturing,Laborer-Nonmanufacturing,intact,black,12.3,6.7
Operative-Manufacturing,Farmer/Farm_Manager,intact,black,0,0
Operative-Manufacturing,Farm_Laborer,intact,black,1.5,0.4
Laborer-Manufacturing,Professional_Self-Employed,intact,black,0,0
Laborer-Manufacturing,Professional-Salaried,intact,black,6.3,6.1
Laborer-Manufacturing,Manager,intact,black,1.1,2.7
Laborer-Manufacturing,Salesman-Nonretail,intact,black,0.5,0
Laborer-Manufacturing,Proprietor,intact,black,0,1.9
Laborer-Manufacturing,Clerk,intact,black,7.8,7
Laborer-Manufacturing,Salesman-Retail,intact,black,0.8,1.1
Laborer-Manufacturing,Craftsman-Manufacturing,intact,black,1,4
Laborer-Manufacturing,Craftsmen-Other,intact,black,1.4,5.1
Laborer-Manufacturing,Craftsman-Construction,intact,black,1,2.8
Laborer-Manufacturing,Service_Worker,intact,black,12.9,12.2
Laborer-Manufacturing,Operative-Nonmanufacturing,intact,black,9.4,13.8
Laborer-Manufacturing,Operative-Manufacturing,intact,black,14,20.2
Laborer-Manufacturing,Laborer-Manufacturing,intact,black,15.2,6.5
Laborer-Manufacturing,Laborer-Nonmanufacturing,intact,black,11.3,12.2
Laborer-Manufacturing,Farmer/Farm_Manager,intact,black,0.5,0
Laborer-Manufacturing,Farm_Laborer,intact,black,6,1.6
Laborer-Nonmanufacturing,Professional_Self-Employed,intact,black,0,0.4
Laborer-Nonmanufacturing,Professional-Salaried,intact,black,7.1,9.4
Laborer-Nonmanufacturing,Manager,intact,black,0,3.7
Laborer-Nonmanufacturing,Salesman-Nonretail,intact,black,0.7,1
Laborer-Nonmanufacturing,Proprietor,intact,black,0,1.4
Laborer-Nonmanufacturing,Clerk,intact,black,11.4,16
Laborer-Nonmanufacturing,Salesman-Retail,intact,black,0.8,0.9
Laborer-Nonmanufacturing,Craftsman-Manufacturing,intact,black,3.8,6.9
Laborer-Nonmanufacturing,Craftsmen-Other,intact,black,4.7,7.4
Laborer-Nonmanufacturing,Craftsman-Construction,intact,black,2.6,2.3
Laborer-Nonmanufacturing,Service_Worker,intact,black,18.1,11.6
Laborer-Nonmanufacturing,Operative-Nonmanufacturing,intact,black,14.6,19.4
Laborer-Nonmanufacturing,Operative-Manufacturing,intact,black,18.4,28.8
Laborer-Nonmanufacturing,Laborer-Manufacturing,intact,black,11.2,6.8
Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,intact,black,28.9,21.5
Laborer-Nonmanufacturing,Farmer/Farm_Manager,intact,black,0.7,0
Laborer-Nonmanufacturing,Farm_Laborer,intact,black,7.6,2
Farmer/Farm_Manager,Professional_Self-Employed,intact,black,0,0
Farmer/Farm_Manager,Professional-Salaried,intact,black,7.5,10.6
Farmer/Farm_Manager,Manager,intact,black,1.4,4.9
Farmer/Farm_Manager,Salesman-Nonretail,intact,black,0,1.8
Farmer/Farm_Manager,Proprietor,intact,black,0.4,3.2
Farmer/Farm_Manager,Clerk,intact,black,12.2,16.9
Farmer/Farm_Manager,Salesman-Retail,intact,black,2.6,3.1
Farmer/Farm_Manager,Craftsman-Manufacturing,intact,black,7.2,16.9
Farmer/Farm_Manager,Craftsmen-Other,intact,black,8.7,17
Farmer/Farm_Manager,Craftsman-Construction,intact,black,8.8,17.1
Farmer/Farm_Manager,Service_Worker,intact,black,20.9,31.6
Farmer/Farm_Manager,Operative-Nonmanufacturing,intact,black,28.1,39.2
Farmer/Farm_Manager,Operative-Manufacturing,intact,black,41.7,71.1
Farmer/Farm_Manager,Laborer-Manufacturing,intact,black,31.8,20
Farmer/Farm_Manager,Laborer-Nonmanufacturing,intact,black,42.1,55.2
Farmer/Farm_Manager,Farmer/Farm_Manager,intact,black,33.1,13
Farmer/Farm_Manager,Farm_Laborer,intact,black,98.4,16.4
Farm_Laborer,Professional_Self-Employed,intact,black,0,0.5
Farm_Laborer,Professional-Salaried,intact,black,2.9,4.9
Farm_Laborer,Manager,intact,black,0.9,2.7
Farm_Laborer,Salesman-Nonretail,intact,black,0,0.5
Farm_Laborer,Proprietor,intact,black,0,1.6
Farm_Laborer,Clerk,intact,black,2.4,8.7
Farm_Laborer,Salesman-Retail,intact,black,3.8,0
Farm_Laborer,Craftsman-Manufacturing,intact,black,3.1,13.5
Farm_Laborer,Craftsmen-Other,intact,black,2.8,8.3
Farm_Laborer,Craftsman-Construction,intact,black,3,9
Farm_Laborer,Service_Worker,intact,black,11.2,15.9
Farm_Laborer,Operative-Nonmanufacturing,intact,black,16,18.8
Farm_Laborer,Operative-Manufacturing,intact,black,14.2,26.6
Farm_Laborer,Laborer-Manufacturing,intact,black,12.3,4.1
Farm_Laborer,Laborer-Nonmanufacturing,intact,black,20.6,19
Farm_Laborer,Farmer/Farm_Manager,intact,black,3.3,2.5
Farm_Laborer,Farm_Laborer,intact,black,49,9
Professional_Self-Employed,Professional_Self-Employed,nonintact,black,0,0
Professional_Self-Employed,Professional-Salaried,nonintact,black,0.4,0.4
Professional_Self-Employed,Manager,nonintact,black,0,0
Professional_Self-Employed,Salesman-Nonretail,nonintact,black,0,0
Professional_Self-Employed,Proprietor,nonintact,black,0,0
Professional_Self-Employed,Clerk,nonintact,black,0,0
Professional_Self-Employed,Salesman-Retail,nonintact,black,0,0
Professional_Self-Employed,Craftsman-Manufacturing,nonintact,black,0,0
Professional_Self-Employed,Craftsmen-Other,nonintact,black,0,0
Professional_Self-Employed,Craftsman-Construction,nonintact,black,0,0
Professional_Self-Employed,Service_Worker,nonintact,black,0,0
Professional_Self-Employed,Operative-Nonmanufacturing,nonintact,black,0,0
Professional_Self-Employed,Operative-Manufacturing,nonintact,black,0.4,0.4
Professional_Self-Employed,Laborer-Manufacturing,nonintact,black,0,0
Professional_Self-Employed,Laborer-Nonmanufacturing,nonintact,black,0,0
Professional_Self-Employed,Farmer/Farm_Manager,nonintact,black,0,0
Professional_Self-Employed,Farm_Laborer,nonintact,black,0,0
Professional-Salaried,Professional_Self-Employed,nonintact,black,0.3,0
Professional-Salaried,Professional-Salaried,nonintact,black,3.1,3.6
Professional-Salaried,Manager,nonintact,black,0.6,1.1
Professional-Salaried,Salesman-Nonretail,nonintact,black,0,0.8
Professional-Salaried,Proprietor,nonintact,black,0,0
Professional-Salaried,Clerk,nonintact,black,2.7,2.4
Professional-Salaried,Salesman-Retail,nonintact,black,0.5,0
Professional-Salaried,Craftsman-Manufacturing,nonintact,black,1,0.6
Professional-Salaried,Craftsmen-Other,nonintact,black,0,0.9
Professional-Salaried,Craftsman-Construction,nonintact,black,0,0
Professional-Salaried,Service_Worker,nonintact,black,3.4,1.9
Professional-Salaried,Operative-Nonmanufacturing,nonintact,black,0.9,0.9
Professional-Salaried,Operative-Manufacturing,nonintact,black,0.6,2.2
Professional-Salaried,Laborer-Manufacturing,nonintact,black,1,0.5
Professional-Salaried,Laborer-Nonmanufacturing,nonintact,black,0.6,1.1
Professional-Salaried,Farmer/Farm_Manager,nonintact,black,0,0
Professional-Salaried,Farm_Laborer,nonintact,black,0,0
Manager,Professional_Self-Employed,nonintact,black,0,0
Manager,Professional-Salaried,nonintact,black,0.6,0.7
Manager,Manager,nonintact,black,0.7,0.7
Manager,Salesman-Nonretail,nonintact,black,0,0
Manager,Proprietor,nonintact,black,0,0
Manager,Clerk,nonintact,black,0.6,0.6
Manager,Salesman-Retail,nonintact,black,0,0
Manager,Craftsman-Manufacturing,nonintact,black,0.5,0.5
Manager,Craftsmen-Other,nonintact,black,0,0
Manager,Craftsman-Construction,nonintact,black,0.6,0
Manager,Service_Worker,nonintact,black,0,1
Manager,Operative-Nonmanufacturing,nonintact,black,2,0.6
Manager,Operative-Manufacturing,nonintact,black,0.9,0
Manager,Laborer-Manufacturing,nonintact,black,0,0
Manager,Laborer-Nonmanufacturing,nonintact,black,0,0
Manager,Farmer/Farm_Manager,nonintact,black,0,0
Manager,Farm_Laborer,nonintact,black,0,0
Salesman-Nonretail,Professional_Self-Employed,nonintact,black,0,0
Salesman-Nonretail,Professional-Salaried,nonintact,black,0,0
Salesman-Nonretail,Manager,nonintact,black,0,0
Salesman-Nonretail,Salesman-Nonretail,nonintact,black,0,0
Salesman-Nonretail,Proprietor,nonintact,black,0,0
Salesman-Nonretail,Clerk,nonintact,black,0,0
Salesman-Nonretail,Salesman-Retail,nonintact,black,0,0
Salesman-Nonretail,Craftsman-Manufacturing,nonintact,black,0,0.4
Salesman-Nonretail,Craftsmen-Other,nonintact,black,0,0
Salesman-Nonretail,Craftsman-Construction,nonintact,black,0,0
Salesman-Nonretail,Service_Worker,nonintact,black,0,0
Salesman-Nonretail,Operative-Nonmanufacturing,nonintact,black,0,0
Salesman-Nonretail,Operative-Manufacturing,nonintact,black,0,0
Salesman-Nonretail,Laborer-Manufacturing,nonintact,black,0,0
Salesman-Nonretail,Laborer-Nonmanufacturing,nonintact,black,0.4,0
Salesman-Nonretail,Farmer/Farm_Manager,nonintact,black,0,0
Salesman-Nonretail,Farm_Laborer,nonintact,black,0,0
Proprietor,Professional_Self-Employed,nonintact,black,0,0
Proprietor,Professional-Salaried,nonintact,black,1.6,1.2
Proprietor,Manager,nonintact,black,0,0.4
Proprietor,Salesman-Nonretail,nonintact,black,0,0
Proprietor,Proprietor,nonintact,black,0,0.4
Proprietor,Clerk,nonintact,black,0,0.6
Proprietor,Salesman-Retail,nonintact,black,1,1.1
Proprietor,Craftsman-Manufacturing,nonintact,black,0,1.3
Proprietor,Craftsmen-Other,nonintact,black,1.2,0
Proprietor,Craftsman-Construction,nonintact,black,0.5,0.5
Proprietor,Service_Worker,nonintact,black,2.2,0
Proprietor,Operative-Nonmanufacturing,nonintact,black,0,1.1
Proprietor,Operative-Manufacturing,nonintact,black,0,0.8
Proprietor,Laborer-Manufacturing,nonintact,black,0.8,0
Proprietor,Laborer-Nonmanufacturing,nonintact,black,0,0.4
Proprietor,Farmer/Farm_Manager,nonintact,black,0,0
Proprietor,Farm_Laborer,nonintact,black,0,0
Clerk,Professional_Self-Employed,nonintact,black,0,0
Clerk,Professional-Salaried,nonintact,black,0.4,1.7
Clerk,Manager,nonintact,black,0,0.5
Clerk,Salesman-Nonretail,nonintact,black,0,0
Clerk,Proprietor,nonintact,black,0,0
Clerk,Clerk,nonintact,black,1.9,3.3
Clerk,Salesman-Retail,nonintact,black,0,0
Clerk,Craftsman-Manufacturing,nonintact,black,0,0
Clerk,Craftsmen-Other,nonintact,black,0,0
Clerk,Craftsman-Construction,nonintact,black,0,0
Clerk,Service_Worker,nonintact,black,1.7,1.2
Clerk,Operative-Nonmanufacturing,nonintact,black,1.7,1.4
Clerk,Operative-Manufacturing,nonintact,black,0.5,2.8
Clerk,Laborer-Manufacturing,nonintact,black,0.5,1.2
Clerk,Laborer-Nonmanufacturing,nonintact,black,2.2,0.6
Clerk,Farmer/Farm_Manager,nonintact,black,0,0
Clerk,Farm_Laborer,nonintact,black,0,0
Salesman-Retail,Professional_Self-Employed,nonintact,black,0.4,0
Salesman-Retail,Professional-Salaried,nonintact,black,0,0.4
Salesman-Retail,Manager,nonintact,black,0.7,0
Salesman-Retail,Salesman-Nonretail,nonintact,black,0,0
Salesman-Retail,Proprietor,nonintact,black,0,0
Salesman-Retail,Clerk,nonintact,black,0,0.9
Salesman-Retail,Salesman-Retail,nonintact,black,0,0
Salesman-Retail,Craftsman-Manufacturing,nonintact,black,0,0
Salesman-Retail,Craftsmen-Other,nonintact,black,0,0
Salesman-Retail,Craftsman-Construction,nonintact,black,0,0
Salesman-Retail,Service_Worker,nonintact,black,0.7,0
Salesman-Retail,Operative-Nonmanufacturing,nonintact,black,0,0
Salesman-Retail,Operative-Manufacturing,nonintact,black,0.6,0
Salesman-Retail,Laborer-Manufacturing,nonintact,black,0,0.7
Salesman-Retail,Laborer-Nonmanufacturing,nonintact,black,0,0
Salesman-Retail,Farmer/Farm_Manager,nonintact,black,0,0
Salesman-Retail,Farm_Laborer,nonintact,black,0,0
Craftsman-Manufacturing,Professional_Self-Employed,nonintact,black,0,0
Craftsman-Manufacturing,Professional-Salaried,nonintact,black,0,0.4
Craftsman-Manufacturing,Manager,nonintact,black,0,0
Craftsman-Manufacturing,Salesman-Nonretail,nonintact,black,0,0
Craftsman-Manufacturing,Proprietor,nonintact,black,0,0
Craftsman-Manufacturing,Clerk,nonintact,black,0.5,0.5
Craftsman-Manufacturing,Salesman-Retail,nonintact,black,0.4,0
Craftsman-Manufacturing,Craftsman-Manufacturing,nonintact,black,0,0.4
Craftsman-Manufacturing,Craftsmen-Other,nonintact,black,0,0.6
Craftsman-Manufacturing,Craftsman-Construction,nonintact,black,0,0.9
Craftsman-Manufacturing,Service_Worker,nonintact,black,1.3,0.5
Craftsman-Manufacturing,Operative-Nonmanufacturing,nonintact,black,0,0.5
Craftsman-Manufacturing,Operative-Manufacturing,nonintact,black,1,0
Craftsman-Manufacturing,Laborer-Manufacturing,nonintact,black,0.5,0
Craftsman-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,0.6,0.4
Craftsman-Manufacturing,Farmer/Farm_Manager,nonintact,black,0,0
Craftsman-Manufacturing,Farm_Laborer,nonintact,black,0,0
Craftsmen-Other,Professional_Self-Employed,nonintact,black,0,0
Craftsmen-Other,Professional-Salaried,nonintact,black,0,1
Craftsmen-Other,Manager,nonintact,black,0.6,0.6
Craftsmen-Other,Salesman-Nonretail,nonintact,black,0.7,0.6
Craftsmen-Other,Proprietor,nonintact,black,0,0.4
Craftsmen-Other,Clerk,nonintact,black,1.2,1
Craftsmen-Other,Salesman-Retail,nonintact,black,0,1.4
Craftsmen-Other,Craftsman-Manufacturing,nonintact,black,0.5,0
Craftsmen-Other,Craftsmen-Other,nonintact,black,0.8,1.1
Craftsmen-Other,Craftsman-Construction,nonintact,black,1.2,0
Craftsmen-Other,Service_Worker,nonintact,black,1.9,2.2
Craftsmen-Other,Operative-Nonmanufacturing,nonintact,black,2.4,1.6
Craftsmen-Other,Operative-Manufacturing,nonintact,black,1.5,1.1
Craftsmen-Other,Laborer-Manufacturing,nonintact,black,0,0.5
Craftsmen-Other,Laborer-Nonmanufacturing,nonintact,black,0.4,2.8
Craftsmen-Other,Farmer/Farm_Manager,nonintact,black,0,0
Craftsmen-Other,Farm_Laborer,nonintact,black,0,0
Craftsman-Construction,Professional_Self-Employed,nonintact,black,0,0
Craftsman-Construction,Professional-Salaried,nonintact,black,1.1,1
Craftsman-Construction,Manager,nonintact,black,0.4,1.4
Craftsman-Construction,Salesman-Nonretail,nonintact,black,0,0
Craftsman-Construction,Proprietor,nonintact,black,0,0.4
Craftsman-Construction,Clerk,nonintact,black,0,0.5
Craftsman-Construction,Salesman-Retail,nonintact,black,0,0
Craftsman-Construction,Craftsman-Manufacturing,nonintact,black,0,0.3
Craftsman-Construction,Craftsmen-Other,nonintact,black,0.3,0.7
Craftsman-Construction,Craftsman-Construction,nonintact,black,0.5,0
Craftsman-Construction,Service_Worker,nonintact,black,1.6,2.2
Craftsman-Construction,Operative-Nonmanufacturing,nonintact,black,1.9,0.7
Craftsman-Construction,Operative-Manufacturing,nonintact,black,2.1,2
Craftsman-Construction,Laborer-Manufacturing,nonintact,black,0.5,0
Craftsman-Construction,Laborer-Nonmanufacturing,nonintact,black,1.6,1.1
Craftsman-Construction,Farmer/Farm_Manager,nonintact,black,0,0
Craftsman-Construction,Farm_Laborer,nonintact,black,0,0
Service_Worker,Professional_Self-Employed,nonintact,black,0,1.7
Service_Worker,Professional-Salaried,nonintact,black,6.3,12.7
Service_Worker,Manager,nonintact,black,1.7,6.2
Service_Worker,Salesman-Nonretail,nonintact,black,1.4,0
Service_Worker,Proprietor,nonintact,black,0,2
Service_Worker,Clerk,nonintact,black,17.8,16.8
Service_Worker,Salesman-Retail,nonintact,black,3.2,2.3
Service_Worker,Craftsman-Manufacturing,nonintact,black,7.5,10.5
Service_Worker,Craftsmen-Other,nonintact,black,4.4,10
Service_Worker,Craftsman-Construction,nonintact,black,4.9,8.4
Service_Worker,Service_Worker,nonintact,black,44.8,35.6
Service_Worker,Operative-Nonmanufacturing,nonintact,black,25.6,25.5
Service_Worker,Operative-Manufacturing,nonintact,black,38.4,35.9
Service_Worker,Laborer-Manufacturing,nonintact,black,12.9,6.3
Service_Worker,Laborer-Nonmanufacturing,nonintact,black,25.3,21.3
Service_Worker,Farmer/Farm_Manager,nonintact,black,0.7,0
Service_Worker,Farm_Laborer,nonintact,black,7.6,1.5
Operative-Nonmanufacturing,Professional_Self-Employed,nonintact,black,0,0
Operative-Nonmanufacturing,Professional-Salaried,nonintact,black,2.4,3.5
Operative-Nonmanufacturing,Manager,nonintact,black,1.8,2.8
Operative-Nonmanufacturing,Salesman-Nonretail,nonintact,black,0,0.5
Operative-Nonmanufacturing,Proprietor,nonintact,black,0,0
Operative-Nonmanufacturing,Clerk,nonintact,black,3.2,2.9
Operative-Nonmanufacturing,Salesman-Retail,nonintact,black,1,0.6
Operative-Nonmanufacturing,Craftsman-Manufacturing,nonintact,black,0.6,1.6
Operative-Nonmanufacturing,Craftsmen-Other,nonintact,black,0.7,3.4
Operative-Nonmanufacturing,Craftsman-Construction,nonintact,black,0.9,1.1
Operative-Nonmanufacturing,Service_Worker,nonintact,black,4.9,3.5
Operative-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,black,9,5.1
Operative-Nonmanufacturing,Operative-Manufacturing,nonintact,black,5.3,11.3
Operative-Nonmanufacturing,Laborer-Manufacturing,nonintact,black,0.9,1
Operative-Nonmanufacturing,Laborer-Nonmanufacturing,nonintact,black,7,4.8
Operative-Nonmanufacturing,Farmer/Farm_Manager,nonintact,black,1,0
Operative-Nonmanufacturing,Farm_Laborer,nonintact,black,0.8,0.5
Operative-Manufacturing,Professional_Self-Employed,nonintact,black,0,0.9
Operative-Manufacturing,Professional-Salaried,nonintact,black,2.3,2.4
Operative-Manufacturing,Manager,nonintact,black,0.6,1.6
Operative-Manufacturing,Salesman-Nonretail,nonintact,black,0,0.7
Operative-Manufacturing,Proprietor,nonintact,black,0,0.5
Operative-Manufacturing,Clerk,nonintact,black,1.3,3.5
Operative-Manufacturing,Salesman-Retail,nonintact,black,0,0
Operative-Manufacturing,Craftsman-Manufacturing,nonintact,black,0.5,1.6
Operative-Manufacturing,Craftsmen-Other,nonintact,black,0,1.3
Operative-Manufacturing,Craftsman-Construction,nonintact,black,0.5,2.2
Operative-Manufacturing,Service_Worker,nonintact,black,5.2,2.4
Operative-Manufacturing,Operative-Nonmanufacturing,nonintact,black,3.3,4.3
Operative-Manufacturing,Operative-Manufacturing,nonintact,black,7,7
Operative-Manufacturing,Laborer-Manufacturing,nonintact,black,6.2,2
Operative-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,5.2,3.2
Operative-Manufacturing,Farmer/Farm_Manager,nonintact,black,0,0
Operative-Manufacturing,Farm_Laborer,nonintact,black,0.5,0
Laborer-Manufacturing,Professional_Self-Employed,nonintact,black,0,0
Laborer-Manufacturing,Professional-Salaried,nonintact,black,0,0
Laborer-Manufacturing,Manager,nonintact,black,0,0
Laborer-Manufacturing,Salesman-Nonretail,nonintact,black,0.5,0
Laborer-Manufacturing,Proprietor,nonintact,black,0,0.5
Laborer-Manufacturing,Clerk,nonintact,black,1.8,0.9
Laborer-Manufacturing,Salesman-Retail,nonintact,black,0,0
Laborer-Manufacturing,Craftsman-Manufacturing,nonintact,black,0,2.3
Laborer-Manufacturing,Craftsmen-Other,nonintact,black,0,0.4
Laborer-Manufacturing,Craftsman-Construction,nonintact,black,0,0
Laborer-Manufacturing,Service_Worker,nonintact,black,1,0.8
Laborer-Manufacturing,Operative-Nonmanufacturing,nonintact,black,1.8,1
Laborer-Manufacturing,Operative-Manufacturing,nonintact,black,3.4,2.4
Laborer-Manufacturing,Laborer-Manufacturing,nonintact,black,1,1
Laborer-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,0.9,1.2
Laborer-Manufacturing,Farmer/Farm_Manager,nonintact,black,0,0
Laborer-Manufacturing,Farm_Laborer,nonintact,black,0.5,0
Laborer-Nonmanufacturing,Professional_Self-Employed,nonintact,black,0,0
Laborer-Nonmanufacturing,Professional-Salaried,nonintact,black,0.8,0
Laborer-Nonmanufacturing,Manager,nonintact,black,0,0.5
Laborer-Nonmanufacturing,Salesman-Nonretail,nonintact,black,0,0.6
Laborer-Nonmanufacturing,Proprietor,nonintact,black,0,0.5
Laborer-Nonmanufacturing,Clerk,nonintact,black,3.1,2.1
Laborer-Nonmanufacturing,Salesman-Retail,nonintact,black,0.6,0.9
Laborer-Nonmanufacturing,Craftsman-Manufacturing,nonintact,black,0,0.9
Laborer-Nonmanufacturing,Craftsmen-Other,nonintact,black,1.4,2.4
Laborer-Nonmanufacturing,Craftsman-Construction,nonintact,black,0.5,1.8
Laborer-Nonmanufacturing,Service_Worker,nonintact,black,7,6.5
Laborer-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,black,4.9,7.2
Laborer-Nonmanufacturing,Operative-Manufacturing,nonintact,black,5.9,7.1
Laborer-Nonmanufacturing,Laborer-Manufacturing,nonintact,black,1.9,0.5
Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,nonintact,black,6.2,1.9
Laborer-Nonmanufacturing,Farmer/Farm_Manager,nonintact,black,0,0
Laborer-Nonmanufacturing,Farm_Laborer,nonintact,black,1.3,1.1
Farmer/Farm_Manager,Professional_Self-Employed,nonintact,black,0.3,0
Farmer/Farm_Manager,Professional-Salaried,nonintact,black,3.7,3.3
Farmer/Farm_Manager,Manager,nonintact,black,0,1
Farmer/Farm_Manager,Salesman-Nonretail,nonintact,black,0,0
Farmer/Farm_Manager,Proprietor,nonintact,black,0,1.5
Farmer/Farm_Manager,Clerk,nonintact,black,0.8,5.6
Farmer/Farm_Manager,Salesman-Retail,nonintact,black,1.4,0
Farmer/Farm_Manager,Craftsman-Manufacturing,nonintact,black,2.2,3.7
Farmer/Farm_Manager,Craftsmen-Other,nonintact,black,2.7,5.3
Farmer/Farm_Manager,Craftsman-Construction,nonintact,black,1.2,3.9
Farmer/Farm_Manager,Service_Worker,nonintact,black,7.3,10
Farmer/Farm_Manager,Operative-Nonmanufacturing,nonintact,black,11.9,7.7
Farmer/Farm_Manager,Operative-Manufacturing,nonintact,black,9.5,25.7
Farmer/Farm_Manager,Laborer-Manufacturing,nonintact,black,9.5,5.8
Farmer/Farm_Manager,Laborer-Nonmanufacturing,nonintact,black,13.9,11.3
Farmer/Farm_Manager,Farmer/Farm_Manager,nonintact,black,7.2,0.8
