% This dataset is synthetic.  It was generated by David Coleman
% at RCA Laboratories in Princeton, N.J.  For convenience, we will
% refer to it as the POLLEN DATA.  The first three variables are the
% lengths of geometric features observed sampled pollen grains - in the
% x, y, and z dimensions: a "ridge" along x, a "nub" in the y
% direction, and a "crack" in along the z dimension.  The fourth
% variable is pollen grain weight, and the fifth is density.
% 
% There are 3848 observations, in random order (for people whose
% software packages cannot handle this much data, it is recommended
% that the data be sampled).  The dataset is broken up into eight 
% pieces, POLLEN1.DAT - POLLEN8.DAT, each with 481 observations.  
% We will call the variables:
% 
% 1. RIDGE
% 2. NUB
% 3. CRACK
% 4. WEIGHT
% 5. DENSITY
% 
% 6. OBSERVATION NUMBER (for convenience)
% 
% The data analyst is advised that there is more than one "feature" to
% these data.  Each feature can be observed through various graphical
% techniques, but analytic methods, as well, can help "crack" the
% dataset.
%
% Additional Info:
%
%    I no longer have the description handed out during the JSM, but can
% tell you how I generated the data, in minitab.
% 
% 1. Part A was generated: 5000 (I think) 5-variable, uncorrelated, i.i.d.
% Gaussian observations.
% 
% 2. To get part B, I duplicated part A, then reversed the sign on the
% observations for 3 of the 5 variables.
% 
% 3. Part B was appended to Part A.
% 
% 4. The order of the observations was randomized.
% 
% 5. While waiting for my tardy car-pool companion, I took a piece of
% graph paper, and figured out a dot-matrix representation of the word,
% "EUREKA."  I then added these observations to the "center" of the
% datatset.
% 
% 6. The data were scaled, by variable (something like 1,3,5,7,11).
% 
% 7. The data were rotated, then translated.
% 
% 8. A few points in space within the datacloud were chosen as ellipsoid
% centers, then for each center, all observations within a (scaled and
% rotated) radius were identified, and eliminated - to form ellipsoidal
% voids.
% 
% 9. The variables were given entirely ficticious names.
% 
% FYI, only the folks at Bell Labs, Murray Hill, found everything,
% including the voids.
% 
% Hope this is helpful!
% 
% References:
% 
% Becker, R.A., Denby, L., McGill, R., and Wilks,
% A. (1986). Datacryptanalysis: A Case Study.
% Proceedings of the Section on Statistical Graphics, 92-97.
% 
% Slomka, M. (1986). The Analysis of a Synthetic Data Set.
% Proceedings of the Section on Statistical Graphics, 113-116.
% 
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation pollen

@attribute RIDGE REAL
@attribute NUB REAL
@attribute CRACK REAL
@attribute WEIGHT REAL
@attribute DENSITY REAL
@attribute OBSERVATION_NUMBER INTEGER

@data
1.2946,-1.3572,-16.4181,-2.5994,-1.7209,825
-1.5819,7.9890,9.7974,1.9232,1.4339,826
-4.6236,8.6600,0.9780,4.4233,4.0954,827
10.1718,6.5420,8.1520,-14.0530,0.1951,828
-3.5746,-8.4875,-4.0320,7.5958,-2.3129,829
-5.1561,-4.4288,-3.9651,11.3514,-1.7096,830
1.2587,-10.8296,-7.3166,-2.3150,-4.0095,831
-0.3037,-0.5537,-9.4477,3.4600,-1.0550,832
1.5982,-4.3769,-5.2906,2.2908,-3.1266,833
-11.9073,-1.9454,11.6417,25.1041,-0.2351,834
0.4723,0.7067,-0.5155,1.3941,-0.5504,835
1.0354,-0.6909,4.6838,5.6428,-6.0074,836
-10.6081,3.9728,-6.1418,16.6470,4.6950,837
-1.4689,4.4575,15.2096,3.4274,-0.5803,838
0.1615,-4.2743,1.0458,-3.6211,-1.4680,839
9.8098,-1.6193,1.0968,-13.7480,-0.0410,840
-3.1489,9.9221,-8.8148,3.4338,3.0745,841
-4.6016,-1.5215,5.9620,13.6826,1.3445,842
-4.8838,-1.1506,-6.3786,4.9703,1.3578,843
-14.3148,-4.0256,3.6570,18.3704,5.2366,844
0.3277,-2.5046,-1.8347,-0.6135,0.1707,845
6.7068,9.2136,4.0607,-8.2939,-1.3247,846
7.6783,1.3777,8.6220,-7.7650,-5.6835,847
-1.3151,0.5296,-3.5647,2.9974,-1.4242,848
-4.5770,4.5711,17.3727,14.1973,0.0927,849
7.5619,4.1601,-5.6762,-13.7786,-1.8880,850
-6.7655,-5.9296,-14.6500,6.4240,-0.6132,851
-1.7144,1.8054,-10.7101,-2.6664,4.8461,852
1.7152,-3.4081,-1.3733,-5.0511,-1.0195,853
2.4031,-8.3992,-12.1175,2.5507,-4.1955,854
-8.8640,-8.5726,3.3573,4.7658,4.0800,855
7.9109,-5.2762,0.2691,-7.5176,-5.7067,856
-0.3206,-7.2602,-7.9428,0.9122,-2.8385,857
1.7130,7.4197,2.7107,0.3167,-0.8205,858
12.0325,8.1916,-12.5712,-25.2856,-0.0945,859
0.6282,-1.4187,-1.6040,6.9868,-1.7360,860
6.3842,-1.1026,1.9349,-0.4781,-3.2641,861
-2.0153,-4.3084,-0.2596,-0.4221,3.6425,862
-15.0460,-5.3729,-8.4804,16.9780,3.9128,863
-2.5470,-5.4932,1.0138,9.8124,-2.8514,864
5.8203,0.6627,9.5602,-8.5612,-2.8570,865
-0.0983,-3.7042,-9.7247,-2.2123,0.7545,866
-12.9786,-8.5868,-8.3691,13.9131,3.4816,867
-1.5720,3.5260,1.1956,0.0781,2.9538,868
11.8512,5.6336,-1.4116,-12.9321,-2.0519,869
-5.4195,-9.8232,6.9871,13.5965,-2.0774,870
-5.9087,-4.8748,-13.9406,8.1449,0.0165,871
-1.5136,-1.0599,-7.6118,-3.2140,1.8927,872
2.9612,11.6851,5.6330,-7.1925,3.2502,873
4.8702,4.6391,-6.8543,-9.4074,1.1751,874
0.9295,7.5805,0.1072,-11.8785,4.0392,875
5.8874,-1.0886,-1.3042,-4.9466,-5.6095,876
10.2747,-7.0737,10.3148,-13.7423,-3.0921,877
-9.9819,-4.1069,22.2613,18.7466,-2.3323,878
-14.0085,8.0432,12.5555,24.4951,3.2703,879
-9.3030,3.1358,5.5086,17.8264,2.3684,880
1.9682,-0.5501,5.3367,5.5405,-2.6134,881
3.8251,7.9653,-5.6165,-9.3040,0.2014,882
-2.0443,11.4327,-4.3107,-2.1249,4.5943,883
11.7037,6.0885,0.8929,-9.5840,-5.9128,884
5.3732,1.5167,3.7237,-5.5198,-1.9732,885
4.5042,-1.7078,-11.4563,-14.1660,0.3155,886
0.7160,-4.9601,6.8299,5.6754,-3.0142,887
-5.8758,-3.0103,-5.8090,3.3735,0.5499,888
-1.0346,-0.2547,0.0241,0.0727,1.0768,889
-14.1983,1.5394,3.3056,21.0776,5.6703,890
8.0693,-0.5852,5.3205,-10.7285,-3.5430,891
-3.6538,4.1771,3.8357,6.2837,1.1268,892
2.8684,1.4207,-16.3786,-5.8956,2.3502,893
-1.2681,6.0937,-3.7050,7.9623,-1.4458,894
-1.3756,2.6466,12.1903,4.0172,-2.8405,895
-9.2870,-9.4527,2.4458,12.7388,1.3789,896
-3.5685,-5.7808,0.2413,9.6084,-1.1782,897
7.5840,3.6339,-3.7831,-11.6938,-2.4032,898
5.1488,3.3042,-8.9547,-8.7653,-0.4722,899
4.2694,8.4296,-1.4307,-6.2941,3.1699,900
2.2460,6.7800,-10.4495,-5.5373,3.1492,901
5.2279,3.2046,6.6474,-0.0795,-4.7711,902
3.7396,7.7726,3.0126,-6.8711,-0.3120,903
-2.9164,2.4417,-1.8809,7.8536,-0.0297,904
-2.8792,-2.7339,0.9469,9.4284,-2.8766,905
-4.9553,-6.4166,-2.7006,16.5540,-5.2079,906
0.3181,-16.3105,-7.3172,3.6868,-5.3438,907
6.7753,7.1309,1.9508,-4.5823,0.1541,908
4.8152,-1.3118,5.6606,-1.2473,-5.4350,909
3.8116,3.6365,3.0172,-1.3799,-1.5373,910
4.6631,-4.6356,14.0144,-3.2002,-3.0181,911
7.1502,-0.5111,-6.7585,-9.0660,-2.7723,912
3.4191,-2.9671,-4.6829,-4.2745,-2.2940,913
-0.9377,-1.6976,-8.6205,3.9241,-3.0847,914
5.0276,-1.9579,-1.7277,-3.6829,-3.9093,915
-2.0650,-6.1300,-12.8580,3.2050,-1.1503,916
0.1134,-2.5121,-9.5668,0.6495,-2.9265,917
-0.7004,9.2524,1.8699,5.0056,4.8607,918
7.0520,3.9664,2.0365,-5.2296,-0.8516,919
6.9600,0.3234,0.2801,-3.9343,-5.6923,920
4.0982,2.4432,0.2596,-5.9714,-2.0992,921
3.7859,-2.8149,-2.6376,-3.1060,-4.6335,922
10.1536,-0.7718,-6.8772,-18.8798,-1.6920,923
4.9528,-0.0906,5.3012,-6.5786,-2.4028,924
-1.7561,-0.6505,0.2544,-0.5300,1.6984,925
-6.7605,1.0206,6.7172,12.5660,0.1951,926
-0.5726,0.6979,4.1012,12.6603,-3.2412,927
-4.9803,-3.6967,-0.4550,1.8995,3.4890,928
8.2739,0.2260,8.7423,-9.3158,-2.2330,929
-2.8967,-9.4925,4.1479,6.9597,-1.9133,930
3.2546,-6.0200,1.5795,-7.5987,-1.2323,931
4.4772,4.4088,-3.8600,-9.2421,-0.7389,932
4.8992,-0.8502,-0.9031,-3.5876,-3.2720,933
-3.3833,-8.1585,-0.1703,-0.2162,1.5499,934
-10.0807,0.1965,12.5624,14.5410,3.3611,935
3.7941,-0.3992,5.1226,-12.0677,1.8194,936
1.7629,7.5890,-7.4843,-6.4628,5.1445,937
10.7959,3.7096,9.3885,-9.6608,-3.3151,938
6.9012,1.9980,-2.7417,-9.7144,-2.9699,939
-4.9207,-1.3494,8.5095,7.1363,0.6442,940
7.6871,-0.7025,-0.4312,-6.8611,-2.1930,941
1.5953,5.3936,12.8972,4.7431,-1.3369,942
5.6307,-1.5979,6.3323,-2.9557,-2.6552,943
1.4947,-1.7103,11.1905,1.6369,-1.8435,944
6.4077,-8.9135,-6.6701,-9.2869,-4.1747,945
-6.5641,8.1610,-8.3507,3.2710,5.9206,946
0.4474,-0.7688,-10.6784,0.2387,-2.2923,947
3.9132,2.0574,1.0013,-0.5298,-3.2254,948
4.3143,2.9382,4.3566,-7.5588,-0.4605,949
-5.4563,3.0848,3.2455,9.3023,1.5145,950
-1.8480,6.4748,6.3043,5.0296,0.8107,951
-0.0959,0.9586,11.0502,-1.3161,-1.4960,952
-1.9527,1.9099,-10.2822,0.2146,1.2568,953
5.1333,6.5518,-4.4945,-12.8584,1.9588,954
7.5181,-1.0464,-19.8251,-13.7873,0.9617,955
-21.7520,-1.7468,5.4065,27.5966,8.2193,956
-0.9305,6.6748,-3.6137,1.8281,2.0763,957
14.5544,7.5225,-9.6831,-23.6100,-0.7519,958
3.6083,-5.3334,1.7903,-1.2784,-4.2833,959
-4.1894,-3.6550,2.5339,7.5255,1.1985,960
1.7552,9.2534,-3.0899,-3.3593,0.5449,961
-7.0358,6.6615,11.4073,6.1859,4.4130,962
-0.2430,7.2488,-2.9212,-4.4624,4.2578,963
6.6234,-1.5129,-7.0108,-7.0396,-2.2835,964
-6.7957,-0.8485,7.1632,12.5966,0.7632,965
-6.7558,-7.3288,2.5824,7.5192,-0.6726,966
-7.6616,-7.5786,-2.4268,15.7941,-1.7258,967
-0.0112,-6.1678,-2.2595,-0.5360,0.7361,968
-2.6341,-1.1472,-13.0313,1.2800,2.7302,969
8.9497,0.5460,-14.0798,-13.6039,-1.0780,970
-0.5924,-0.6071,-2.8994,8.6139,-3.1404,971
6.8187,6.3498,-1.8891,-8.8282,0.1292,972
5.3323,4.6610,7.1790,-10.9471,0.9177,973
6.1484,1.7146,2.0083,-8.2242,-2.0284,974
-4.1391,-0.8844,0.8308,1.0970,3.0953,975
-5.3131,1.8164,12.1667,14.5524,0.3399,976
5.9443,3.2355,2.8763,-8.1315,-1.1655,977
10.8457,3.1516,10.0399,-10.7634,-4.8622,978
1.5087,-0.5608,-3.0409,-0.3326,-2.5863,979
4.1140,7.1740,-5.6524,-17.7357,3.5681,980
-8.7690,4.5822,11.5965,11.1251,3.8984,981
-5.8272,1.8290,8.6841,9.5056,0.3398,982
6.0162,5.9412,-0.7134,-3.3345,-4.9348,983
-13.1658,0.9436,-1.9498,17.3018,6.2772,984
-0.3353,-7.8718,2.7085,10.1583,-5.2769,985
-2.5099,-5.2090,-1.6649,8.8279,-1.7699,986
6.2244,3.2726,6.0317,-7.1905,-2.7438,987
3.2178,-1.7852,-1.0746,-2.2376,0.5600,988
-3.6917,-7.7870,-8.0305,4.5200,0.6100,989
4.5470,5.8963,4.2440,-5.6705,0.5514,990
10.6717,4.0704,4.3293,-14.3225,0.1044,991
5.3496,-2.7410,-3.1469,-16.7086,1.4602,992
-4.0373,-3.0297,-0.7344,-0.8366,2.1655,993
14.2586,7.7355,-1.2257,-23.0334,-3.7341,994
4.7618,7.0511,0.3421,-5.0818,0.2471,995
0.0472,-6.2895,-14.5511,0.6116,0.6772,996
-0.0336,2.1823,4.5775,-2.7413,2.1296,997
0.4785,-6.1599,5.9517,2.1349,-5.5096,998
1.5410,1.3526,13.9654,3.4946,-4.6236,999
-3.2859,2.9643,9.3587,16.3994,-4.1231,1000
9.3583,4.9198,-2.1388,-17.4229,0.5266,1001
-11.8315,1.6733,11.7404,13.7719,6.9798,1002
-0.0970,15.0425,6.2800,0.8551,1.1671,1003
-1.4063,-5.6467,-2.0732,8.3859,-2.6866,1004
7.7324,3.7284,0.5298,-11.2179,-2.0418,1005
-2.3603,1.5673,8.0865,6.2830,-2.8305,1006
7.0013,-1.5800,-12.3045,-11.5500,-1.6610,1007
-6.8830,6.7690,8.0242,13.8044,2.0308,1008
0.4525,-0.6482,-2.4505,3.1812,-2.2955,1009
-1.4239,-5.3797,-1.7169,-0.6685,-0.8269,1010
-1.3071,0.9676,10.1253,10.7100,-2.5162,1011
5.1225,0.7438,8.3806,-8.8178,-1.7228,1012
0.1755,-0.4810,-10.0430,-4.9105,1.6713,1013
-0.4975,-5.5546,3.7534,-5.3555,0.1620,1014
-0.4057,-4.5183,-1.0068,5.0799,0.0512,1015
8.2893,-0.2828,2.6209,-8.8089,-3.1971,1016
7.6345,-1.8977,-17.7188,-17.5809,-0.2565,1017
-8.6588,6.9009,-12.7732,8.4841,7.9410,1018
0.2812,-2.7722,-7.2334,-4.9693,1.4028,1019
-2.2039,-1.4680,-4.6652,0.2343,1.1052,1020
-5.1993,-3.0451,12.4837,12.4274,1.3632,1021
6.7206,6.4342,-2.9930,-13.4589,-2.3348,1022
-9.1583,-4.7302,2.2693,14.8641,0.8509,1023
-9.5905,5.3301,0.9060,18.3497,4.8636,1024
-2.1422,-4.4151,-2.9847,1.5050,-0.0494,1025
6.3953,-2.1654,-2.7190,-14.9329,1.3786,1026
2.7872,6.9255,10.9599,-0.2516,-0.7929,1027
3.6372,-4.3193,6.8437,3.1219,-7.3995,1028
-8.3585,7.7057,-4.6954,8.3711,7.8698,1029
0.5119,-5.6588,-10.3829,-3.7663,-2.9560,1030
0.2114,6.7709,-12.2193,-5.6837,5.0392,1031
-4.3746,-3.8032,14.0011,6.2669,0.2874,1032
6.2115,3.4089,0.0584,-17.6224,2.7647,1033
3.1701,0.5024,1.2477,-10.9413,0.1457,1034
9.0574,-6.3781,-1.3406,-14.5774,-2.3122,1035
1.6081,7.4159,-2.2603,-2.7105,1.3996,1036
-1.5917,-0.5940,0.2166,-0.4083,1.6390,1037
7.9896,6.8639,-10.4762,-12.3334,0.1417,1038
8.8984,-0.9556,-0.2821,-15.1788,-1.3605,1039
2.1600,-2.9129,0.0176,-5.0601,-1.7193,1040
-12.1221,-2.9434,0.6961,19.8067,1.5610,1041
-3.1278,-0.6247,-8.2012,-5.5901,4.6603,1042
-9.1306,3.8443,-5.1655,2.9767,8.1094,1043
-3.8323,3.2127,10.4870,11.9130,-2.3451,1044
-7.3739,4.7057,1.3085,20.5558,-1.7238,1045
8.7270,0.9398,9.5029,-16.0505,-0.9976,1046
-7.3452,-6.1351,-8.2049,7.4208,2.0548,1047
-6.7938,-4.6306,-6.4645,7.5079,1.8536,1048
13.2560,-2.2108,-3.2780,-20.3535,-2.5834,1049
-11.8853,3.4741,12.0231,17.6490,3.6754,1050
5.6181,5.9365,0.4457,-10.6711,-0.3285,1051
1.4706,1.4632,-7.0935,-10.4412,0.4551,1052
9.6451,11.5929,-0.2682,-9.8433,-3.2890,1053
2.7521,4.8007,0.3543,-2.0038,2.2780,1054
5.4965,2.1194,-12.1456,-5.2608,-1.1200,1055
5.4736,-2.4600,-5.6980,-11.7324,1.7744,1056
-3.9720,-1.6076,-7.5131,7.1502,1.3658,1057
5.9388,7.9983,-8.9520,-5.5565,0.0983,1058
-12.9384,2.6176,9.7875,25.0106,4.3475,1059
9.7295,2.8029,-12.7259,-8.3964,-4.9785,1060
-8.0074,-5.2872,5.7321,17.6997,0.0634,1061
-2.9228,-5.2080,-0.8627,7.4920,0.7266,1062
4.3264,1.5062,-0.2277,-7.1465,0.0457,1063
-0.6322,-4.4293,-7.7549,-3.4944,0.6351,1064
-3.2504,-2.8126,10.8847,3.6586,-0.0529,1065
-2.1137,-6.4800,0.9030,6.0765,-1.5344,1066
-4.5108,-3.7995,13.5207,17.4312,-3.6345,1067
-0.5248,0.4514,-0.0663,6.5112,-5.3489,1068
8.8025,-6.6367,-11.5175,-15.9225,-0.7402,1069
-7.7700,5.0570,3.2041,10.8837,4.3924,1070
-2.4115,-5.6085,2.5658,6.2776,-0.2985,1071
-1.1187,-3.6647,-6.3934,-4.5145,1.4098,1072
8.7419,4.5955,-7.5228,-10.0172,-4.3068,1073
-1.4866,7.5600,3.6456,1.8915,-0.8981,1074
1.7612,-5.1590,6.5097,2.5786,-6.6413,1075
-2.0912,-0.2800,17.9140,6.5228,-0.7036,1076
-4.8658,-1.7610,2.8238,9.9013,1.0468,1077
9.6863,5.3090,-0.5181,-16.2018,-2.4687,1078
0.0134,0.4381,-0.3616,1.0029,-0.1139,1079
6.0569,-2.0971,10.4248,-3.4330,-4.0096,1080
-2.3362,-2.0473,8.6452,-0.9512,1.2847,1081
-2.7791,-4.9289,0.2624,9.4774,-2.8731,1082
14.7434,-0.0710,-3.2237,-20.0499,-4.0707,1083
4.7494,7.2043,1.8922,-5.3043,1.2466,1084
0.6549,-8.4235,21.4633,4.5186,-6.0624,1085
11.2782,-0.0902,-11.4580,-15.7631,-2.8341,1086
5.8628,5.7190,-7.3902,-8.6217,-0.4845,1087
5.5238,-0.3912,-1.6288,-6.7947,-3.7978,1088
-0.1648,-14.5984,-3.2329,0.8903,-1.7294,1089
-9.0629,-7.8751,-9.5322,11.2432,2.5649,1090
-5.4314,4.2396,4.1537,8.3553,2.7684,1091
-1.0090,6.5418,3.3729,4.6750,1.0845,1092
-3.3536,-2.8603,-16.9181,-1.8610,2.6094,1093
-2.4160,-9.3225,-10.0960,1.1147,1.0006,1094
-1.8504,-2.6335,6.5446,6.6852,-2.0061,1095
-1.6555,-13.8572,-11.6825,-3.5757,-0.3223,1096
-10.3900,4.5930,0.7168,11.2064,5.0669,1097
-6.1893,-3.8061,5.4645,13.1212,-0.6407,1098
5.1598,-0.5726,-14.6714,-9.6004,2.4606,1099
-4.2192,-4.8683,7.0018,9.3127,1.3052,1100
4.3440,0.3509,-5.8260,-12.6768,1.4888,1101
6.0780,-1.9737,-11.4114,-9.9479,-0.1841,1102
6.0070,-3.2671,2.8837,-0.4783,-5.1490,1103
-5.0540,-3.9449,5.3193,9.2203,-0.2354,1104
-4.8912,-11.2398,-5.4556,2.3726,1.5597,1105
-1.5036,-7.3437,-10.4517,-0.0471,-0.6846,1106
3.4990,-7.8254,-5.3291,-5.3231,-1.7477,1107
-13.7387,3.7381,-0.1484,15.0095,5.1941,1108
1.8902,-6.8027,12.1641,-0.4124,0.6091,1109
8.0367,1.6148,10.3257,-5.1443,-6.0827,1110
5.3055,2.3649,1.4728,-11.5834,-0.8647,1111
0.1317,2.1554,-9.4485,2.2368,0.0781,1112
8.1967,2.7739,-7.5858,-20.1909,1.7533,1113
6.9610,3.7318,15.0285,-7.7968,-4.6524,1114
3.3401,-3.4338,-1.4113,-10.9306,2.0868,1115
-6.1507,-2.5054,8.6303,7.2688,-0.5923,1116
-2.8919,-3.4642,-8.3164,-1.9144,2.0552,1117
1.5178,-4.5587,-1.9713,-6.6867,-3.5495,1118
-1.5149,6.2621,4.4833,3.0297,1.4762,1119
-1.0156,-12.3950,-7.1068,8.1268,-2.8519,1120
-6.0868,2.6095,1.5733,11.9880,-1.1176,1121
-2.0446,7.2108,3.2180,6.8630,1.6686,1122
-11.3639,5.1166,7.5801,15.0366,2.9906,1123
-7.8236,-2.0816,7.5350,8.0497,-0.0809,1124
4.5215,-6.7187,-11.8399,-7.4617,-1.7497,1125
1.9609,-1.8123,5.7191,-5.0376,0.2621,1126
-14.9290,-7.4413,12.1387,25.5364,-1.2216,1127
-8.2081,1.5882,2.2341,12.3570,1.4333,1128
3.6179,10.0121,-12.4149,-7.7808,0.3341,1129
-5.5563,3.0522,11.9838,3.1477,5.4044,1130
-3.1328,2.5401,8.5408,0.8083,3.9121,1131
3.3570,-11.7048,5.1325,-0.6852,-4.0651,1132
-3.2558,-2.2969,2.5426,2.4602,3.1578,1133
-4.4686,-7.1030,-18.0008,0.7852,0.9929,1134
9.6551,-2.4935,-4.0268,-11.3415,-3.1507,1135
7.8803,7.8807,-7.0317,-11.9426,-2.1387,1136
-3.7697,-6.5954,-7.0540,1.9642,1.2425,1137
-0.7956,0.7180,9.7221,-3.1871,5.5181,1138
4.7772,6.8269,-1.1338,-6.8376,1.1004,1139
-2.6368,3.1218,-12.3095,-5.2656,5.4209,1140
-0.5757,0.0139,-0.1297,0.4639,0.6403,1141
-3.9147,-1.2492,-0.8049,7.5830,-1.1927,1142
-2.2592,2.2263,5.7203,8.2151,-2.9587,1143
2.4377,7.0600,3.2097,-3.4987,0.0110,1144
7.3128,0.4664,-2.5855,-13.2744,-0.4736,1145
1.3859,6.9825,5.8985,-4.7071,2.0563,1146
6.8975,-5.2735,-0.4793,-11.9667,-3.1753,1147
-1.3899,-2.3959,1.7882,-1.5019,2.8083,1148
-0.4063,5.9017,9.6373,0.2098,2.8357,1149
-1.4629,6.8320,-8.6856,-1.6521,3.7064,1150
-6.3127,-4.9121,8.3691,5.8522,1.7118,1151
-4.1200,7.3028,10.2706,-0.6829,6.2593,1152
3.8141,-7.6676,-6.3355,-7.8227,-0.5311,1153
2.4095,5.8876,-8.1849,3.8830,0.8607,1154
10.3633,-5.4291,7.3388,-16.4887,-2.0967,1155
-2.4947,0.6359,1.5763,0.6091,4.1432,1156
-1.3806,-0.3182,0.0796,-0.1576,1.0665,1157
-3.1938,-1.4157,-2.8143,5.1607,1.0192,1158
4.6545,-1.0572,-10.2187,-11.9550,2.9067,1159
7.3462,-3.0012,1.5984,-8.2595,-3.9129,1160
2.2014,-4.2062,-5.7759,-5.1224,0.7303,1161
-7.4692,-1.4031,2.3287,16.8817,-0.7545,1162
1.1190,-2.8920,-5.0861,-1.2468,-2.4044,1163
2.0755,-2.7423,-12.8521,-7.9781,0.0362,1164
2.9290,1.3865,-12.4894,-9.2380,0.0263,1165
0.5253,8.5436,2.7362,-1.9226,1.8483,1166
-0.7300,-7.5381,9.6492,5.7546,-5.0831,1167
2.0899,-0.4742,1.2917,-5.7790,-0.3165,1168
3.2532,-6.2585,-14.7937,-5.3152,-1.0289,1169
7.5473,6.9080,-2.1255,-7.7748,0.7158,1170
7.6357,7.2155,-2.4385,-6.8515,-2.8064,1171
3.8105,6.8843,-2.8683,-3.8490,-0.6994,1172
-19.7381,-0.3539,5.8956,33.4594,3.5602,1173
-5.5486,0.2154,7.4027,11.7487,0.7259,1174
-1.2056,4.7634,-1.3921,1.6244,1.7121,1175
-8.2926,-1.3198,11.8538,15.2255,1.0649,1176
-11.6571,2.8946,1.7139,14.3069,5.3735,1177
-1.4508,-3.5835,-7.3764,-3.1981,0.0809,1178
-3.5118,1.3535,18.6884,12.3371,-4.1896,1179
-5.6990,-2.7782,-13.7289,13.6895,-0.6617,1180
-1.8922,-0.4007,-2.3679,9.8860,-4.7210,1181
3.9922,3.5059,-0.6402,-9.1613,0.2993,1182
1.2424,-4.8407,-10.2508,-5.4356,2.9781,1183
-7.0605,8.8114,-3.1409,11.6929,3.1908,1184
-8.2005,-9.8836,-10.5080,15.6362,-0.4580,1185
-14.3472,-1.5894,1.5981,23.3580,4.3027,1186
6.7951,-2.4501,-0.5396,-11.7499,-2.2329,1187
7.8182,-3.4277,5.6874,-4.3687,-5.8503,1188
0.0853,-2.0105,-18.4181,0.3800,0.0378,1189
-12.5153,-5.7863,5.6109,16.4669,5.7452,1190
-4.0184,-4.0308,16.2669,7.9838,-1.9431,1191
-3.8842,-0.7856,0.3277,1.5706,2.4901,1192
2.6373,-1.3419,-4.1979,-0.0270,0.0559,1193
-6.4200,0.5123,4.9957,7.7906,-0.8122,1194
0.5969,2.6026,-10.4637,-4.8245,1.9949,1195
-1.5615,3.3624,-9.4972,-4.8236,3.4650,1196
8.2061,0.6961,2.8741,-5.5618,-1.9693,1197
-5.0188,-7.3812,-1.7991,1.7172,0.1176,1198
-7.1584,0.9803,12.9315,16.9360,0.1058,1199
2.2110,-7.3712,-7.9637,-1.6193,-1.1785,1200
2.3950,3.1022,2.3496,-4.8173,0.0606,1201
1.6862,-5.9847,0.4065,-1.3969,-2.6260,1202
-1.3649,-1.4148,-1.7618,6.7350,-0.8814,1203
1.7542,1.6239,3.0525,-8.9204,2.3524,1204
0.2307,4.9153,-11.3370,5.1480,0.7488,1205
-9.9039,3.2076,7.8865,12.9884,3.1700,1206
14.7564,3.8563,-1.3675,-30.9694,-0.8568,1207
-9.7710,-6.7642,6.7186,7.3265,6.3786,1208
-1.5041,3.7935,10.3101,1.9726,0.6534,1209
-5.8887,0.0472,6.9111,11.0112,-0.9831,1210
-0.1932,-1.1256,-8.6095,-7.9140,4.1124,1211
-2.3415,-6.9420,10.0797,9.4759,-5.0511,1212
-0.5104,8.8123,-10.4431,-4.2992,3.2790,1213
-1.7976,3.5096,-10.4151,-3.7856,4.0725,1214
3.8475,0.8772,-0.3668,-5.1078,-2.3061,1215
-9.0678,-1.9196,5.0602,13.6013,-0.4193,1216
13.8180,-0.3950,10.3954,-23.1069,-2.2943,1217
3.7342,1.2086,8.9435,-0.4611,-5.1987,1218
-0.8977,0.5997,9.8267,-1.5568,2.2194,1219
8.6966,-2.0869,7.9679,-7.2462,-4.7321,1220
12.6615,8.0825,-4.6535,-17.3483,-4.3201,1221
-4.6397,-3.8442,-7.5274,3.5808,2.0466,1222
5.3146,2.1955,-2.9046,-11.2657,-1.3387,1223
-8.8494,-1.2611,-0.7427,15.9730,1.6892,1224
-4.1672,-1.1167,-5.6642,12.1025,-1.5710,1225
-3.1154,-7.0643,-0.9429,-4.4010,4.4721,1226
-6.4724,6.5520,9.2305,5.5378,3.9882,1227
-0.0421,2.9817,13.5631,2.5367,0.1625,1228
1.3888,7.7938,0.5385,-7.1984,5.0974,1229
-8.8027,-1.7386,3.6904,16.9679,0.6201,1230
-7.4169,-1.6210,8.4896,11.7470,0.8993,1231
-3.9574,-2.5843,1.8459,3.4380,2.3364,1232
3.7914,-1.8277,25.6434,-0.3842,-7.6695,1233
4.1624,1.0989,-1.4933,-13.9091,1.4488,1234
0.8582,-3.4757,-5.1907,-1.8509,0.5491,1235
3.4518,0.4036,0.4295,-9.1408,0.8610,1236
8.4000,-7.0795,-4.7673,-19.5485,-1.5078,1237
0.8996,1.7153,3.7261,-5.3735,-0.2920,1238
-3.4049,3.2266,8.3804,7.0648,-1.9698,1239
-13.8922,1.1535,-0.6665,14.6686,7.0571,1240
3.4153,7.7726,10.9303,-9.5425,0.8999,1241
5.5632,6.7453,-1.9773,-10.5051,0.2699,1242
-0.6938,14.2701,-0.6157,-2.4408,4.0005,1243
-4.6677,3.8695,-17.4580,8.4229,0.7779,1244
-6.9516,-1.3104,15.7345,12.4741,-1.7265,1245
3.5595,-3.7393,7.1158,-6.8168,0.8807,1246
-1.3325,-5.7237,0.4082,0.9555,0.9244,1247
0.2269,0.5300,-0.4188,1.1695,-0.2362,1248
