% Data Sets for 'Regression Models for Time Series Analysis' by
% B. Kedem and K. Fokianos, Wiley 2002. Submitted by Kostas
% Fokianos (fokianos@ucy.ac.cy) [8/Nov/02] (176k)
%
% Note: - attribute names were generated manually
%       - information about data taken from here:
%         http://lib.stat.cmu.edu/datasets/
%
% File: ../data/rmftsa/mtwashnh6597.txt2
%
% Rainfall Data:
% MaxT= Maximum temperature
% Hdeg= Heating degress
% Pcpn=Precipitation
% Date        MaxT   MinT  AveT   HDeg  Pcpn  Snow  On Gnd  Mx Wnd   
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation rmftsa-mtwashnh6597

@attribute Date Date M/d/yyyy
@attribute MaxT INTEGER
@attribute MinT INTEGER
@attribute AveT INTEGER
@attribute HDeg INTEGER
@attribute Pcpn REAL
@attribute Snow REAL
@attribute On_Gnd INTEGER
@attribute Mx {E,ENE,N,NE,NNW,NW,S,SE,SSE,SW,W}
@attribute Wnd INTEGER

@data
7/25/1981,56,44,50,15,0.00,0.0,0,W,21
7/26/1981,52,45,49,16,0.45,0.0,0,S,45
7/27/1981,54,37,46,19,1.18,0.0,0,W,75
7/28/1981,52,36,44,21,0.58,0.0,0,NW,51
7/29/1981,50,39,45,20,0.60,0.0,0,SE,44
7/30/1981,46,35,41,24,0.12,0.0,0,NW,44
7/31/1981,59,43,51,14,0.00,0.0,0,NW,34
8/01/1981,55,47,51,14,0.00,0.0,0,W,37
8/02/1981,54,46,50,15,0.00,0.0,0,W,36
8/03/1981,59,47,53,12,0.00,0.0,0,SW,20
8/04/1981,59,47,53,12,0.00,0.0,0,W,30
8/05/1981,53,48,51,14,1.33,0.0,0,S,31
8/06/1981,49,44,47,18,1.25,0.0,0,NW,38
8/07/1981,50,42,46,19,0.00,0.0,0,NW,19
8/08/1981,50,44,47,18,0.02,0.0,0,S,32
8/09/1981,52,47,50,15,0.85,0.0,0,W,34
8/10/1981,53,48,51,14,0.00,0.0,0,W,36
8/11/1981,58,50,54,11,0.22,0.0,0,S,54
8/12/1981,51,43,47,18,0.00,0.0,0,W,41
8/13/1981,47,34,41,24,0.41,0.0,0,W,71
8/14/1981,51,33,42,23,0.00,0.0,0,W,45
8/15/1981,53,46,50,15,1.09,0.0,0,S,57
8/16/1981,52,37,45,20,2.20,0.0,0,W,54
8/17/1981,38,35,37,28,1.43,0.0,0,NW,80
8/18/1981,46,33,40,25,0.00,0.0,0,NW,57
8/19/1981,50,39,45,20,0.00,0.0,0,N,13
8/20/1981,50,43,47,18,0.00,0.0,0,N,11
8/21/1981,54,43,49,16,0.00,0.0,0,NW,21
8/22/1981,55,48,52,13,0.00,0.0,0,N,14
8/23/1981,56,46,51,14,0.02,0.0,0,W,34
8/24/1981,49,41,45,20,0.47,0.0,0,NE,34
8/25/1981,45,36,41,24,0.05,0.0,0,NE,22
8/26/1981,54,41,48,17,0.00,0.0,0,W,29
8/27/1981,44,38,41,24,0.04,0.0,0,W,46
8/28/1981,48,37,43,22,0.00,0.0,0,NW,34
8/29/1981,56,43,50,15,0.00,0.0,0,SW,18
8/30/1981,57,48,53,12,0.00,0.0,0,W,11
8/31/1981,55,44,50,15,0.00,0.0,0,S,14
9/01/1981,52,43,48,17,0.07,0.0,0,SE,20
9/02/1981,52,43,48,17,0.00,0.0,0,SE,28
9/03/1981,50,42,46,19,0.00,0.0,0,E,25
9/04/1981,52,45,49,16,0.00,0.0,0,E,24
9/05/1981,57,44,51,14,0.00,0.0,0,E,18
9/06/1981,55,44,50,15,0.00,0.0,0,N,16
9/07/1981,52,45,49,16,0.00,0.0,0,SW,15
9/08/1981,48,43,46,19,0.30,0.0,0,SE,52
9/09/1981,45,25,35,30,1.96,0.1,0,W,79
9/10/1981,41,22,32,33,0.29,0.0,0,S,50
9/11/1981,47,39,43,22,0.12,0.0,0,W,32
9/12/1981,50,38,44,21,0.18,0.0,0,NW,67
9/13/1981,46,35,41,24,0.45,0.0,0,NW,69
9/14/1981,50,42,46,19,0.36,0.0,0,W,59
9/15/1981,48,37,43,22,0.04,0.0,0,W,41
9/16/1981,41,36,39,26,0.00,0.0,0,N,12
9/17/1981,42,36,39,26,0.19,0.0,0,SW,28
9/18/1981,41,37,39,26,0.00,0.0,0,SW,40
9/19/1981,43,32,38,27,0.43,0.0,0,W,68
9/20/1981,34,27,31,34,0.43,1.0,0,W,87
9/21/1981,29,24,27,38,0.19,0.5,1,W,62
9/22/1981,40,28,34,31,2.17,2.5,3,SE,50
9/23/1981,40,34,37,28,1.29,0.0,1,E,57
9/24/1981,38,31,35,30,0.83,0.0,0,NW,62
9/25/1981,37,29,33,32,0.00,0.0,0,N,66
9/26/1981,46,31,39,26,0.00,0.0,0,NW,42
9/27/1981,50,39,45,20,1.11,0.0,0,W,77
9/28/1981,40,17,29,36,0.16,0.4,0,W,93
9/29/1981,19,14,17,48,0.16,1.0,1,W,98
9/30/1981,19,13,16,49,0.09,0.1,1,W,91
10/01/1981,40,16,28,37,0.10,0.0,1,NW,81
10/02/1981,37,28,33,32,0.00,0.0,0,W,46
10/03/1981,30,24,27,38,0.34,0.7,0,W,82
10/04/1981,26,20,23,42,0.28,0.5,1,W,78
10/05/1981,35,23,29,36,0.00,0.0,2,W,55
10/06/1981,41,27,34,31,0.37,0.0,2,S,52
10/07/1981,34,22,28,37,0.30,2.0,0,W,74
10/08/1981,24,20,22,43,0.30,2.5,1,W,86
10/09/1981,24,18,21,44,0.03,0.3,2,NW,61
10/10/1981,22,17,20,45,0.00,0.0,2,NW,35
10/11/1981,27,15,21,44,0.00,0.0,2,N,38
10/12/1981,40,25,33,32,0.00,0.0,1,NE,23
10/13/1981,42,35,39,26,0.00,0.0,1,N,19
10/14/1981,46,40,43,22,0.00,0.0,1,SW,12
10/15/1981,44,36,40,25,0.00,0.0,1,SW,30
10/16/1981,37,24,31,34,0.30,0.0,1,NW,62
10/17/1981,40,20,30,35,0.00,0.0,1,NW,52
10/18/1981,37,25,31,34,1.42,0.5,1,S,63
10/19/1981,30,14,22,43,0.28,0.9,1,W,89
10/20/1981,29,10,20,45,0.02,0.2,1,W,76
10/21/1981,35,28,32,33,0.00,0.0,1,W,77
10/22/1981,38,32,35,30,0.00,0.0,1,S,62
10/23/1981,41,23,32,33,1.89,0.1,0,SW,72
10/24/1981,23,9,16,49,0.49,2.6,1,W,82
10/25/1981,31,15,23,42,0.00,0.0,1,SW,40
10/26/1981,45,29,37,28,0.61,0.0,0,S,50
10/27/1981,49,43,46,19,1.54,0.0,0,SW,76
10/28/1981,47,23,35,30,1.32,0.0,0,NW,57
10/29/1981,35,28,32,33,0.00,0.0,0,N,30
10/30/1981,35,30,33,32,0.00,0.0,0,SE,16
10/31/1981,38,29,34,31,0.00,0.0,0,SW,30
11/01/1981,42,31,37,28,0.15,0.0,0,NW,64
11/02/1981,39,17,28,37,0.00,0.1,0,W,105
11/03/1981,20,12,16,49,0.00,0.0,0,NW,88
11/04/1981,27,17,22,43,0.00,0.0,0,W,75
11/05/1981,39,24,32,33,0.00,0.0,0,NW,43
11/06/1981,39,26,33,32,0.46,0.0,0,W,53
11/07/1981,27,11,19,46,0.02,0.2,0,NW,69
11/08/1981,30,16,23,42,0.00,0.0,0,NW,82
11/09/1981,29,5,17,48,0.00,0.0,0,W,68
11/10/1981,25,11,18,47,0.00,0.0,0,SW,62
11/11/1981,23,7,15,50,0.17,1.6,0,NW,65
11/12/1981,25,2,14,51,0.05,0.4,1,NW,70
11/13/1981,39,22,31,34,0.00,0.0,1,NW,52
11/14/1981,40,34,37,28,0.00,0.0,0,E,44
11/15/1981,39,33,36,29,0.40,0.0,0,E,68
11/16/1981,42,35,39,26,1.13,0.0,0,E,53
11/17/1981,40,34,37,28,0.69,0.0,0,NE,28
11/18/1981,37,16,27,38,0.08,0.7,0,W,56
11/19/1981,23,15,19,46,0.03,0.3,0,NW,79
11/20/1981,32,18,25,40,0.16,1.2,0,SE,43
11/21/1981,31,12,22,43,0.50,4.2,2,W,90
11/22/1981,13,6,10,55,0.12,1.2,2,W,79
11/23/1981,9,2,6,59,0.06,0.6,3,NW,62
11/24/1981,14,5,10,55,0.00,0.0,3,NW,46
11/25/1981,14,7,11,54,0.00,0.0,3,N,46
11/26/1981,26,11,19,46,0.00,0.0,3,N,45
11/27/1981,27,16,22,43,0.29,1.7,3,W,81
11/28/1981,16,3,10,55,0.86,6.2,4,W,89
11/29/1981,7,-1,3,62,0.51,3.7,6,NW,83
11/30/1981,15,-1,7,58,0.04,0.3,6,NW,55
12/01/1981,30,9,20,45,0.29,0.0,6,S,59
12/02/1981,34,17,26,39,0.23,0.0,6,S,66
12/03/1981,24,15,20,45,0.11,0.7,5,NW,57
12/04/1981,18,10,14,51,0.02,0.2,5,W,56
12/05/1981,12,9,11,54,0.16,1.4,5,N,70
12/06/1981,16,2,9,56,0.85,6.9,5,N,95
12/07/1981,24,5,15,50,0.05,0.4,7,NW,65
12/08/1981,26,11,19,46,0.02,0.2,7,NW,44
12/09/1981,19,2,11,54,0.18,1.9,7,W,50
12/10/1981,19,8,14,51,0.10,1.0,7,N,44
12/11/1981,14,7,11,54,0.10,1.5,8,N,51
12/12/1981,16,8,12,53,0.03,0.3,8,N,44
12/13/1981,22,6,14,51,0.00,0.0,8,W,43
12/14/1981,18,5,12,53,0.05,0.6,8,NW,50
12/15/1981,30,15,23,42,0.43,2.9,9,S,50
12/16/1981,27,2,15,50,1.08,6.2,11,W,123
12/17/1981,10,-1,5,60,0.25,1.3,8,W,92
12/18/1981,13,5,9,56,0.27,3.5,8,SW,34
12/19/1981,6,-14,-3,68,0.17,1.8,11,W,62
12/20/1981,1,-15,-6,71,0.07,0.6,11,NW,60
12/21/1981,17,-3,7,58,0.00,0.0,11,W,76
12/22/1981,22,8,15,50,0.14,1.2,11,W,67
12/23/1981,26,11,19,46,0.81,6.2,12,W,88
12/24/1981,15,7,11,54,0.00,0.0,13,W,58
12/25/1981,8,3,6,59,0.06,0.6,13,W,70
12/26/1981,13,6,10,55,0.06,0.6,13,W,69
12/27/1981,13,8,11,54,0.42,4.1,12,SE,49
12/28/1981,16,10,13,52,0.10,1.1,15,S,36
12/29/1981,14,0,7,58,0.92,8.2,16,NW,91
12/30/1981,3,-4,0,65,0.12,0.9,14,NW,95
12/31/1981,15,1,8,57,0.00,0.0,14,NW,47
1/01/1982,22,9,16,49,1.19,9.4,14,NW,76
1/02/1982,10,-6,2,63,0.28,1.4,15,NW,107
1/03/1982,29,6,18,47,0.00,0.0,14,S,44
1/04/1982,35,13,24,41,1.54,4.2,14,S,83
1/05/1982,22,-12,5,60,0.20,2.0,16,W,121
1/06/1982,16,-9,4,61,0.11,0.7,16,W,82
1/07/1982,16,-10,3,62,0.11,1.2,16,W,89
1/08/1982,-9,-22,-15,80,0.19,1.6,16,W,89
1/09/1982,-7,-17,-11,76,0.04,0.7,16,W,69
1/10/1982,-16,-32,-23,88,0.05,0.5,17,W,76
1/11/1982,-15,-28,-21,86,0.03,0.8,16,W,44
1/12/1982,3,-29,-12,77,0.00,0.0,16,NW,74
1/13/1982,9,-3,3,62,0.17,1.8,16,SW,51
1/14/1982,21,6,14,51,0.11,0.9,18,W,38
1/15/1982,14,-15,0,65,0.09,0.9,18,NW,85
1/16/1982,9,-15,-2,67,0.20,2.4,18,W,76
1/17/1982,-6,-39,-22,87,0.07,0.6,18,W,118
1/18/1982,-20,-37,-28,93,0.02,0.2,16,W,111
1/19/1982,7,-24,-8,73,0.00,0.0,16,NW,86
1/20/1982,6,-20,-6,71,0.16,2.1,17,W,101
1/21/1982,-6,-13,-9,74,0.00,0.0,16,NW,80
1/22/1982,12,-16,-1,66,0.00,0.0,16,NW,92
1/23/1982,23,-5,9,56,1.35,7.1,16,S,82
1/24/1982,20,-15,3,62,0.30,2.9,16,W,82
1/25/1982,-15,-27,-20,85,0.02,0.1,16,W,88
1/26/1982,-10,-24,-16,81,0.00,0.0,16,W,78
1/27/1982,11,-12,0,65,0.00,0.0,16,N,50
1/28/1982,21,7,14,51,0.23,2.3,15,W,89
1/29/1982,11,-10,1,64,0.17,1.3,15,W,106
1/30/1982,20,2,11,54,0.54,4.4,15,S,101
1/31/1982,24,2,13,52,0.86,4.5,15,W,90
2/01/1982,31,-5,13,52,0.43,1.6,18,NW,119
2/02/1982,25,11,18,47,0.00,0.0,18,NW,61
2/03/1982,38,19,29,36,1.27,4.8,18,SW,114
2/04/1982,36,4,20,45,0.13,0.9,17,W,101
2/05/1982,11,3,7,58,0.16,1.1,17,S,55
2/06/1982,19,-12,4,61,0.42,3.8,17,W,97
2/07/1982,-1,-15,-7,72,0.00,0.0,17,W,93
2/08/1982,1,-3,0,65,0.27,4.1,17,W,85
2/09/1982,10,-3,4,61,0.37,5.0,17,W,67
2/10/1982,8,-11,-1,66,0.18,2.0,19,W,92
2/11/1982,4,-14,-4,69,0.00,0.0,18,W,69
2/12/1982,6,-9,-1,66,0.07,0.7,18,W,76
2/13/1982,7,-11,-1,66,0.10,1.4,18,NW,73
2/14/1982,3,-11,-3,68,0.08,0.9,19,NW,67
2/15/1982,21,3,12,53,0.01,0.1,19,SW,92
2/16/1982,21,-1,10,55,0.15,1.3,18,W,81
2/17/1982,14,3,9,56,0.00,0.0,18,NW,71
2/18/1982,23,10,17,48,0.00,0.0,18,SW,35
2/19/1982,23,12,18,47,0.13,1.2,18,W,69
2/20/1982,18,15,17,48,0.01,0.2,19,N,49
2/21/1982,19,12,16,49,0.03,0.3,18,NE,35
2/22/1982,22,7,15,50,0.05,0.5,18,N,46
2/23/1982,23,0,12,53,0.21,1.3,18,W,102
2/24/1982,6,-13,-3,68,0.06,0.5,18,NW,110
2/25/1982,-13,-25,-18,83,0.05,0.6,18,W,116
2/26/1982,-8,-24,-15,80,0.06,0.5,18,W,101
2/27/1982,-4,-9,-6,71,0.12,1.5,18,W,81
2/28/1982,0,-13,-6,71,0.07,0.4,18,NW,88
3/01/1982,11,0,6,59,0.09,0.8,18,SW,78
3/02/1982,11,-7,2,63,0.12,1.2,18,W,84
3/03/1982,-1,-14,-7,72,0.07,0.7,18,W,82
3/04/1982,15,-1,7,58,0.37,3.0,18,SW,74
3/05/1982,30,2,16,49,0.14,0.6,18,SW,101
3/06/1982,30,1,16,49,0.00,0.0,18,W,53
3/07/1982,32,13,23,42,1.21,7.1,18,S,55
3/08/1982,15,-13,1,64,0.13,0.7,20,W,88
3/09/1982,5,-5,0,65,0.15,2.0,19,SW,54
3/10/1982,25,2,14,51,0.02,0.2,19,SW,71
3/11/1982,33,18,26,39,0.15,1.7,19,SW,82
3/12/1982,34,25,30,35,0.00,0.0,19,W,58
3/13/1982,34,14,24,41,0.10,0.0,19,W,88
3/14/1982,15,2,9,56,0.31,1.9,17,W,112
3/15/1982,5,-2,2,63,0.00,0.0,17,NW,106
3/16/1982,26,3,15,50,0.00,0.0,17,NW,105
3/17/1982,22,13,18,47,0.11,1.7,17,N,44
3/18/1982,25,14,20,45,0.01,0.3,17,N,37
3/19/1982,19,12,16,49,0.01,0.6,17,W,23
3/20/1982,17,10,14,51,0.00,0.0,17,W,36
3/21/1982,19,13,16,49,0.46,4.1,17,SE,50
3/22/1982,17,9,13,52,0.64,4.6,18,W,77
3/23/1982,11,6,9,56,0.15,1.1,18,W,66
3/24/1982,21,10,16,49,0.00,0.0,18,SW,46
3/25/1982,30,21,26,39,0.00,0.0,18,S,60
3/26/1982,30,4,17,48,0.70,7.1,18,S,83
3/27/1982,6,-18,-5,70,0.17,1.2,20,W,111
3/28/1982,-1,-21,-10,75,0.00,0.0,20,W,103
3/29/1982,17,-2,8,57,0.00,0.0,20,W,72
3/30/1982,29,15,22,43,0.00,0.0,20,W,44
3/31/1982,36,26,31,34,0.45,0.0,19,W,70
4/01/1982,26,9,18,47,0.45,3.3,18,W,115
4/02/1982,22,-5,9,56,0.14,0.5,18,W,107
4/03/1982,29,12,21,44,1.52,5.5,18,SE,96
4/04/1982,29,-4,13,52,0.38,3.4,20,W,82
4/05/1982,-1,-14,-7,72,0.05,0.2,19,NW,96
4/06/1982,19,-9,5,60,0.61,5.7,19,N,89
4/07/1982,-6,-17,-11,76,1.44,5.0,19,NW,-11
4/08/1982,1,-12,-5,70,0.31,0.7,19,W,122
4/09/1982,9,-2,4,61,0.00,0.0,19,W,101
4/10/1982,14,0,7,58,0.00,0.0,19,W,118
4/11/1982,24,9,17,48,0.04,0.6,19,W,61
4/12/1982,18,14,16,49,0.16,1.8,18,W,57
4/13/1982,31,12,22,43,0.51,4.0,18,W,107
4/14/1982,19,9,14,51,0.03,0.2,20,W,110
4/15/1982,31,9,20,45,0.00,0.0,20,NW,53
4/16/1982,43,28,36,29,0.00,0.0,19,SW,50
4/17/1982,44,37,41,24,0.26,0.0,17,SW,73
4/18/1982,42,10,26,39,0.60,1.7,12,W,93
4/19/1982,32,9,21,44,0.02,0.3,12,W,89
4/20/1982,41,29,35,30,0.00,0.0,12,SW,56
4/21/1982,36,6,21,44,0.01,0.2,11,W,92
4/22/1982,11,5,8,57,0.13,1.3,11,W,86
4/23/1982,27,11,19,46,0.03,0.4,11,W,81
4/24/1982,35,22,29,36,0.10,0.4,11,W,85
4/25/1982,46,32,39,26,0.00,0.0,11,W,53
4/26/1982,43,35,39,26,0.96,0.0,4,S,61
4/27/1982,42,28,35,30,0.50,0.0,1,S,54
4/28/1982,29,16,23,42,0.00,0.0,1,N,59
4/29/1982,26,15,21,44,0.00,0.0,1,N,62
4/30/1982,33,18,26,39,0.00,0.0,0,NW,94
5/01/1982,29,24,27,38,0.01,0.2,0,W,68
5/02/1982,40,26,33,32,0.00,0.0,0,W,37
5/03/1982,36,26,31,34,0.03,0.2,0,NW,30
5/04/1982,29,25,27,38,0.00,0.0,0,N,40
5/05/1982,39,24,32,33,0.00,0.0,0,NW,34
5/06/1982,50,33,42,23,0.00,0.0,0,N,26
5/07/1982,55,42,49,16,0.00,0.0,0,NW,9
5/08/1982,57,42,50,15,0.06,0.0,0,W,22
5/09/1982,43,29,36,29,0.45,0.0,0,NW,50
5/10/1982,33,25,29,36,0.00,0.0,0,NW,44
5/11/1982,36,28,32,33,0.00,0.0,0,N,27
5/12/1982,45,35,40,25,0.00,0.0,0,N,28
5/13/1982,38,27,33,32,0.00,0.0,0,N,30
5/14/1982,37,25,31,34,0.00,0.0,0,N,43
5/15/1982,46,35,41,24,0.00,0.0,0,N,24
5/16/1982,45,35,40,25,0.00,0.0,0,NW,43
5/17/1982,39,30,35,30,0.00,0.0,0,NW,64
5/18/1982,47,31,39,26,0.00,0.0,0,NW,23
5/19/1982,57,40,49,16,0.54,0.0,0,SW,73
5/20/1982,45,32,39,26,0.60,0.0,0,NW,74
5/21/1982,35,25,30,35,0.00,0.0,0,NW,65
5/22/1982,43,25,34,31,0.00,0.0,0,W,17
5/23/1982,37,26,32,33,0.00,0.0,0,SE,34
5/24/1982,43,35,39,26,0.25,0.0,0,S,36
5/25/1982,44,35,40,25,0.00,0.0,0,N,37
5/26/1982,54,39,47,18,0.00,0.0,0,N,29
5/27/1982,56,46,51,14,0.00,0.0,0,SE,18
5/28/1982,52,42,47,18,0.00,0.0,0,SE,40
5/29/1982,48,41,45,20,1.16,0.0,0,E,40
5/30/1982,50,45,48,17,1.32,0.0,0,E,37
5/31/1982,49,43,46,19,0.07,0.0,0,SE,23
6/01/1982,52,46,49,16,0.05,0.0,0,S,35
6/02/1982,51,32,42,23,1.76,0.0,0,NW,78
6/03/1982,38,29,34,31,0.03,0.0,0,W,70
6/04/1982,40,30,35,30,0.00,0.0,0,S,30
6/05/1982,43,32,38,27,0.69,0.0,0,E,54
6/06/1982,39,30,35,30,0.34,0.0,0,E,69
6/07/1982,41,33,37,28,0.02,0.0,0,E,72
6/08/1982,48,36,42,23,0.00,0.0,0,E,45
6/09/1982,48,39,44,21,0.00,0.0,0,NE,34
6/10/1982,54,38,46,19,0.00,0.0,0,NE,28
6/11/1982,47,38,43,22,0.00,0.0,0,E,22
6/12/1982,45,37,41,24,0.00,0.0,0,S,19
6/13/1982,40,33,37,28,0.52,0.0,0,S,40
6/14/1982,44,34,39,26,0.12,0.0,0,NW,31
6/15/1982,48,37,43,22,0.01,0.0,0,W,37
6/16/1982,49,40,45,20,0.24,0.0,0,W,84
6/17/1982,46,38,42,23,0.31,0.0,0,W,34
6/18/1982,45,40,43,22,0.03,0.0,0,W,40
6/19/1982,46,42,44,21,0.41,0.0,0,SE,44
6/20/1982,44,33,39,26,0.42,0.0,0,W,76
6/21/1982,40,32,36,29,0.35,0.0,0,W,69
6/22/1982,47,33,40,25,0.02,0.0,0,SW,33
6/23/1982,40,33,37,28,1.64,0.0,0,W,86
6/24/1982,39,35,37,28,0.21,0.0,0,W,62
6/25/1982,45,35,40,25,0.30,0.0,0,W,61
6/26/1982,46,37,42,23,0.63,0.0,0,W,57
6/27/1982,51,39,45,20,0.00,0.0,0,W,24
6/28/1982,53,43,48,17,0.00,0.0,0,W,30
6/29/1982,52,46,49,16,1.41,0.0,0,NW,45
6/30/1982,47,33,40,25,0.65,0.0,0,W,74
7/01/1982,36,25,31,34,0.26,0.0,0,W,76
7/02/1982,42,33,38,27,0.67,0.0,0,W,78
7/03/1982,41,28,35,30,0.00,0.0,0,NW,72
7/04/1982,38,28,33,32,0.00,0.0,0,NW,46
7/05/1982,49,34,42,23,0.00,0.0,0,W,36
7/06/1982,58,42,50,15,0.00,0.0,0,W,45
7/07/1982,62,50,56,9,0.00,0.0,0,W,66
7/08/1982,58,48,53,12,0.13,0.0,0,W,64
7/09/1982,52,42,47,18,0.00,0.0,0,W,57
7/10/1982,58,45,52,13,0.00,0.0,0,W,50
7/11/1982,53,45,49,16,0.00,0.0,0,SE,47
7/12/1982,55,46,51,14,0.16,0.0,0,SW,50
7/13/1982,54,43,49,16,0.00,0.0,0,W,61
7/14/1982,60,45,53,12,0.00,0.0,0,W,23
7/15/1982,61,49,55,10,0.00,0.0,0,W,23
7/16/1982,65,51,58,7,0.06,0.0,0,W,30
7/17/1982,64,53,59,6,0.00,0.0,0,W,40
7/18/1982,63,54,59,6,0.09,0.0,0,W,54
7/19/1982,59,52,56,9,0.42,0.0,0,W,54
7/20/1982,56,42,49,16,0.15,0.0,0,W,20
7/21/1982,52,40,46,19,0.00,0.0,0,N,41
7/22/1982,52,42,47,18,0.02,0.0,0,NW,60
7/23/1982,52,43,48,17,0.00,0.0,0,NW,50
7/24/1982,55,42,49,16,0.00,0.0,0,NW,54
7/25/1982,55,47,51,14,0.00,0.0,0,W,63
7/26/1982,51,41,46,19,0.00,0.0,0,W,68
7/27/1982,51,39,45,20,0.00,0.0,0,NW,43
7/28/1982,48,42,45,20,1.41,0.0,0,SE,44
7/29/1982,46,40,43,22,2.21,0.0,0,W,92
7/30/1982,54,39,47,18,0.00,0.0,0,NW,62
7/31/1982,55,42,49,16,0.32,0.0,0,SW,28
8/01/1982,50,46,48,17,0.27,0.0,0,W,44
8/02/1982,56,48,52,13,0.31,0.0,0,W,43
8/03/1982,49,41,45,20,0.17,0.0,0,W,27
8/04/1982,55,42,49,16,0.34,0.0,0,S,29
8/05/1982,53,40,47,18,0.64,0.0,0,SW,45
8/06/1982,50,37,44,21,0.00,0.0,0,N,36
8/07/1982,54,40,47,18,0.00,0.0,0,W,29
8/08/1982,58,46,52,13,0.00,0.0,0,SE,30
8/09/1982,55,45,50,15,0.73,0.0,0,S,38
8/10/1982,52,39,46,19,0.28,0.0,0,W,62
8/11/1982,42,34,38,27,0.00,0.0,0,W,54
8/12/1982,46,35,41,24,0.06,0.0,0,E,23
8/13/1982,43,37,40,25,0.12,0.0,0,NW,29
8/14/1982,43,37,40,25,0.50,0.0,0,W,54
8/15/1982,49,42,46,19,0.99,0.0,0,NW,63
8/16/1982,58,45,52,13,0.00,0.0,0,W,50
8/17/1982,52,38,45,20,0.01,0.0,0,W,61
8/18/1982,47,36,42,23,0.00,0.0,0,W,42
8/19/1982,52,40,46,19,0.00,0.0,0,W,72
8/20/1982,50,33,42,23,0.66,0.0,0,W,79
8/21/1982,34,25,30,35,0.04,0.2,0,W,64
8/22/1982,37,26,32,33,0.00,0.0,0,W,62
8/23/1982,47,33,40,25,0.42,0.0,0,SW,52
8/24/1982,47,41,44,21,0.23,0.0,0,W,43
8/25/1982,45,38,42,23,1.90,0.0,0,W,117
8/26/1982,46,33,40,25,0.61,0.0,0,NW,108
8/27/1982,53,31,42,23,1.42,0.0,0,NW,67
8/28/1982,33,23,28,37,0.01,0.2,0,NW,70
8/29/1982,29,22,26,39,0.02,0.2,0,W,88
8/30/1982,42,28,35,30,0.03,0.0,0,SW,49
8/31/1982,43,38,41,24,0.13,0.0,0,W,56
9/01/1982,50,40,45,20,0.00,0.0,0,SW,52
9/02/1982,54,49,52,13,0.50,0.0,0,SW,59
9/03/1982,50,36,43,22,0.96,0.0,0,W,63
9/04/1982,37,34,36,29,0.22,0.0,0,W,72
9/05/1982,51,34,43,22,0.00,0.0,0,W,40
9/06/1982,54,37,46,19,0.00,0.0,0,W,51
9/07/1982,45,31,38,27,0.00,0.0,0,NW,54
9/08/1982,39,31,35,30,0.00,0.0,0,W,28
9/09/1982,48,34,41,24,0.00,0.0,0,W,57
9/10/1982,52,42,47,18,0.00,0.0,0,W,59
9/11/1982,59,49,54,11,0.00,0.0,0,W,26
9/12/1982,60,47,54,11,0.00,0.0,0,SW,13
9/13/1982,58,47,53,12,0.00,0.0,0,W,13
9/14/1982,56,47,52,13,0.00,0.0,0,W,26
9/15/1982,53,48,51,14,1.15,0.0,0,W,27
9/16/1982,49,36,43,22,0.61,0.0,0,W,55
9/17/1982,45,30,38,27,0.00,0.0,0,W,46
9/18/1982,48,31,40,25,0.02,0.0,0,W,63
9/19/1982,39,25,32,33,0.00,0.0,0,W,71
9/20/1982,43,30,37,28,0.31,0.0,0,S,23
9/21/1982,41,34,38,27,0.09,0.0,0,NE,30
9/22/1982,48,34,41,24,0.21,0.0,0,E,34
9/23/1982,48,31,40,25,0.23,0.0,0,W,61
9/24/1982,41,32,37,28,0.79,0.0,0,W,80
9/25/1982,45,36,41,24,0.00,0.0,0,SE,14
9/26/1982,50,37,44,21,0.00,0.0,0,SE,16
9/27/1982,52,42,47,18,0.80,0.0,0,SE,55
9/28/1982,47,40,44,21,0.28,0.0,0,W,42
9/29/1982,49,39,44,21,0.03,0.0,0,NW,9
9/30/1982,49,41,45,20,0.00,0.0,0,W,29
10/01/1982,55,26,41,24,0.21,0.0,0,NW,91
10/02/1982,47,25,36,29,0.00,0.0,0,NW,87
10/03/1982,48,39,44,21,0.00,0.0,0,W,57
10/04/1982,42,32,37,28,0.43,0.0,0,W,64
10/05/1982,46,33,40,25,0.00,0.0,0,W,35
10/06/1982,46,38,42,23,0.00,0.0,0,NW,37
10/07/1982,44,36,40,25,0.31,0.0,0,SW,34
10/08/1982,46,34,40,25,2.35,0.0,0,SW,50
10/09/1982,41,19,30,35,0.24,0.0,0,NE,41
10/10/1982,32,17,25,40,0.00,0.0,0,NE,39
10/11/1982,40,29,35,30,0.00,0.0,0,NE,17
10/12/1982,42,32,37,28,0.00,0.0,0,W,23
10/13/1982,34,30,32,33,0.16,0.1,0,SW,30
10/14/1982,34,27,31,34,0.08,0.3,0,W,54
10/15/1982,30,23,27,38,0.39,1.9,1,W,66
10/16/1982,23,17,20,45,0.57,4.6,3,NW,70
10/17/1982,20,13,17,48,0.21,1.3,4,W,82
10/18/1982,31,17,24,41,0.00,0.0,4,W,40
10/19/1982,42,31,37,28,0.00,0.0,4,W,37
10/20/1982,44,35,40,25,0.00,0.0,3,S,58
10/21/1982,38,12,25,40,0.30,0.0,0,SW,70
10/22/1982,18,10,14,51,0.00,0.0,1,W,49
