% Dow-Jones Industrial Average (DJIA) closing values from 1900 to 1993.
% First column contains the date (yymmdd), second column contains the value.
% These data are used in: E.Ley (1996): "On the Peculiar Distribution of the
% U.S. Stock Indices;" forthcoming in  The American Statistician.
% ---
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: last
%

@relation djdc0093

@attribute date DATE yyMMdd
@attribute closing_value REAL

@data
471008,178.78
471009,180.11
471010,180.44
471011,180.49
471013,-9.00
471014,182.73
471015,183.28
471016,183.54
471017,183.52
471018,184.25
471020,185.29
471021,185.09
471022,184.36
471023,184.50
471024,182.53
471025,182.73
471027,183.27
471028,183.21
471029,183.06
471030,181.32
471031,181.81
471101,182.48
471103,182.65
471104,-9.00
471105,181.89
471106,182.00
471107,181.54
471108,181.49
471110,182.21
471111,-9.00
471112,181.04
471113,180.00
471114,180.05
471115,180.26
471117,180.40
471118,181.71
471119,182.71
471120,183.17
471121,182.61
471122,182.33
471124,181.98
471125,181.35
471126,180.94
471127,-9.00
471128,179.51
471129,179.40
471201,180.61
471202,190.76
471203,179.63
471204,178.79
471205,176.10
471206,175.74
471208,176.71
471209,177.47
471210,177.58
471211,177.37
471212,178.37
471213,179.34
471215,179.69
471216,179.44
471217,179.81
471218,179.44
471219,180.09
471220,181.06
471222,180.21
471223,180.71
471224,180.84
471225,-9.00
471226,179.28
471227,179.23
471229,178.58
471230,180.56
471231,181.16
480101,-9.00
480102,181.04
480103,-9.00
480105,179.53
480106,179.12
480107,179.83
480108,180.60
480109,180.09
480110,180.20
480112,179.33
480113,177.49
480114,179.37
480115,177.03
480116,177.15
480117,177.24
480119,175.95
480120,175.27
480121,173.53
480122,172.15
480123,171.97
480124,171.67
480126,171.18
480127,171.42
480128,172.97
480129,174.47
480130,174.76
480131,175.05
480202,174.92
480203,173.95
480204,170.95
480205,169.18
480206,168.81
480207,169.79
480209,169.72
480210,165.65
480211,165.69
480212,-9.00
480213,166.33
480214,166.18
480216,168.30
480217,167.89
480218,168.04
480219,167.86
480220,167.44
480221,167.60
480223,-9.00
480224,167.80
480225,168.39
480226,167.56
480227,166.80
480228,167.30
480301,168.14
480302,168.75
480303,168.61
480304,168.13
480305,168.35
480306,168.94
480308,167.71
480309,166.76
480310,167.48
480311,167.21
480312,166.99
480313,167.62
480315,167.62
480316,165.39
480317,166.24
480318,166.92
480319,169.67
480320,173.12
480322,173.66
480323,173.50
480324,173.62
480325,174.05
480326,-9.00
480327,173.95
480329,173.65
480330,175.23
480331,177.20
480401,177.61
480402,177.32
480403,177.45
480405,177.92
480406,178.77
480407,178.33
480408,178.80
480409,179.16
480410,179.48
480412,179.05
480413,179.45
480414,179.13
480415,180.27
480416,180.63
480417,180.38
480419,181.05
480420,180.72
480421,181.37
480422,182.98
480423,183.78
480424,183.20
480426,181.32
480427,180.97
480428,181.01
480429,180.65
480430,180.51
480501,180.28
480503,181.09
480504,181.44
480505,180.94
480506,181.65
480507,182.29
480508,182.50
480510,182.94
480511,183.75
480512,183.95
480513,184.82
480514,188.60
480515,190.25
480517,190.44
480518,188.56
480519,188.28
480520,189.26
480521,189.78
480522,190.00
480524,189.82
480525,189.71
480526,191.06
480527,190.97
480528,190.74
480529,-9.00
480531,-9.00
480601,191.18
480602,191.32
480603,191.05
480604,190.18
480605,-9.00
480607,190.13
480608,192.16
480609,192.56
480610,192.50
480611,192.96
480612,-9.00
480614,192.86
480615,193.16
480616,192.34
480617,192.15
480618,191.65
480619,-9.00
480621,189.71
480622,189.66
480623,190.73
480624,190.87
480625,190.00
480626,-9.00
480628,187.90
480629,188.49
480630,189.46
480701,189.03
480702,190.06
480703,-9.00
480705,-9.00
480706,190.55
480707,190.06
480708,190.58
480709,191.62
480710,-9.00
480712,191.47
480713,190.36
480714,190.66
480715,187.70
480716,185.90
480717,-9.00
480719,181.20
480720,183.57
480721,184.44
480722,185.29
480723,185.31
480724,-9.00
480726,184.17
480727,186.09
480728,185.15
480729,183.57
480730,181.33
480731,-9.00
480802,181.13
480803,180.98
480804,183.06
480805,182.92
480806,183.01
480807,-9.00
480809,182.26
480810,180.02
480811,179.27
480812,179.63
480813,179.63
480814,-9.00
480816,180.30
480817,182.15
480818,182.12
480819,182.57
480820,183.60
480821,-9.00
480823,181.75
480824,182.58
480825,182.41
480826,182.52
480827,183.21
480828,-9.00
480830,182.09
480831,181.71
480901,183.60
480902,184.39
480903,184.35
480904,-9.00
480906,-9.00
480907,185.36
480908,182.90
480909,180.33
480910,180.61
480911,-9.00
480913,179.38
480914,180.63
480915,180.62
480916,180.69
480917,180.06
480918,-9.00
480920,177.37
480921,178.61
480922,179.16
480923,178.77
480924,179.28
480925,-9.00
480927,175.99
480928,177.54
480929,179.04
480930,178.30
481001,179.87
481002,180.78
481004,181.70
481005,181.23
481006,181.72
481007,182.52
481008,182.02
481009,182.09
481011,182.41
481012,-9.00
481013,183.84
481014,184.52
481015,184.62
481016,184.93
481018,185.33
481019,186.18
481020,186.51
481021,186.44
481022,189.76
481023,190.19
481025,189.52
481026,189.76
481027,189.28
481028,187.73
481029,188.28
481030,188.62
481101,189.76
481102,-9.00
481103,182.46
481104,184.54
481105,178.38
481106,178.94
481108,178.19
481109,173.94
481110,173.48
481111,-9.00
481112,173.93
481113,174.32
481115,176.01
481116,176.20
481117,176.07
481118,176.07
481119,176.98
481120,177.42
481122,176.33
481123,176.17
481124,173.40
481125,-9.00
481126,173.16
481127,172.90
481129,171.99
481130,171.20
481201,173.22
481202,173.61
481203,175.00
481204,176.22
481206,176.26
481207,176.67
481208,176.29
481209,175.75
481210,176.41
481211,177.49
481213,177.34
481214,176.59
481215,176.20
481216,175.83
481217,175.92
481218,175.69
481220,176.84
481221,176.35
481222,176.39
481223,176.49
481224,177.42
481225,-9.00
481227,177.40
481228,175.98
481229,177.58
481230,177.92
481231,177.30
490101,-9.00
490103,175.03
490104,175.49
490105,177.08
490106,180.22
490107,181.31
490108,181.41
490110,180.57
490111,180.76
490112,180.69
490113,180.17
490114,178.80
490115,179.15
490117,180.14
490118,180.55
490119,181.12
490120,181.43
490121,181.00
490122,181.54
490124,180.83
490125,179.65
490126,179.88
490127,179.52
490128,178.82
490129,179.35
490131,179.12
490201,180.39
490202,180.27
490203,180.09
490204,177.92
490205,175.60
490207,174.43
490208,173.71
490209,174.61
490210,172.41
490211,171.93
490212,-9.00
490214,172.16
490215,172.48
490216,173.28
490217,174.82
490218,174.71
490219,174.53
490221,174.19
490222,-9.00
490223,173.23
490224,171.48
490225,171.10
490226,171.62
490228,173.06
490301,174.18
490302,173.82
490303,173.76
490304,173.66
490305,174.93
490307,175.55
490308,176.09
490309,175.76
490310,175.64
490311,176.52
490312,176.96
490314,176.98
490315,176.02
490316,175.53
490317,176.33
490318,176.29
490319,176.07
490321,175.61
490322,174.83
490323,176.20
490324,176.41
490325,175.83
490326,175.82
490328,175.99
490329,178.39
490330,178.45
490331,177.10
490401,176.28
490402,176.88
490404,176.59
490405,177.04
490406,176.71
490407,176.04
490408,176.44
490409,176.75
490411,176.54
490412,176.99
490413,176.81
490414,176.62
490415,-9.00
490416,177.07
490418,177.16
490419,176.73
490420,175.69
490421,173.24
490422,173.42
490423,173.76
490425,173.64
490426,174.21
490427,174.56
490428,173.89
490429,174.06
490430,174.16
490502,174.53
490503,175.00
490504,176.63
490505,176.33
490506,175.50
490507,175.39
490509,175.17
490510,174.37
490511,174.40
490512,174.70
490513,174.82
490514,175.20
490516,175.76
490517,175.32
490518,174.92
490519,174.14
490520,173.49
490521,173.49
490523,172.32
490524,171.49
490525,171.84
490526,171.95
490527,171.53
490528,-9.00
490530,-9.00
490531,168.36
490601,167.98
490602,168.15
490603,167.24
490604,-9.00
490606,165.15
490607,165.29
490608,165.76
490609,165.73
490610,164.61
490611,-9.00
490613,161.60
490614,161.86
490615,164.58
490616,163.94
490617,163.78
490618,-9.00
490620,165.49
490621,165.71
490622,165.64
490623,166.77
490624,166.99
490625,-9.00
490627,166.79
490628,165.75
490629,166.76
490630,167.42
490701,168.08
490702,-9.00
490704,-9.00
490705,169.02
490706,170.68
490707,171.01
490708,170.92
490709,-9.00
490711,170.81
490712,171.78
490713,173.24
490714,173.59
490715,173.48
490716,-9.00
490718,174.04
490719,175.31
490720,175.60
490721,174.59
490722,174.53
490723,-9.00
490725,175.12
490726,176.37
490727,176.46
490728,176.26
490729,175.92
490730,-9.00
490801,176.84
490802,177.56
490803,177.19
490804,177.06
490805,179.07
490806,-9.00
490808,180.54
490809,179.52
490810,180.60
490811,180.02
490812,179.29
490813,-9.00
490815,187.97
490816,180.00
490817,181.59
490818,182.02
490819,181.16
490820,-9.00
490822,180.53
490823,178.51
490824,178.78
490825,179.01
490826,179.24
490827,-9.00
490829,177.75
490830,178.69
490831,178.66
490901,179.52
490902,179.38
490903,-9.00
490905,-9.00
490906,179.20
490907,180.21
490908,180.53
490909,180.24
490910,-9.00
490912,181.15
490913,183.29
490914,183.14
490915,182.16
490916,182.32
490917,-9.00
490919,181.42
490920,178.04
490921,180.02
490922,180.83
490923,181.30
490924,-9.00
490926,180.86
490927,179.63
490928,181.31
490929,182.43
490930,182.51
491001,181.98
491003,182.67
491004,184.13
491005,184.80
491006,185.37
491007,185.27
491008,185.36
491010,185.15
491011,186.74
491012,-9.00
491013,186.78
491014,186.43
491015,186.36
491017,184.72
491018,186.12
491019,187.04
491020,186.64
491021,186.20
491022,186.20
491024,186.54
491025,187.70
491026,189.08
491027,190.36
491028,190.16
491029,190.36
491031,189.54
491101,191.23
491102,192.96
491103,192.19
491104,191.29
491105,191.37
491107,190.89
491108,-9.00
491109,190.60
491110,190.42
491111,-9.00
491112,190.46
491114,187.27
491115,187.98
491116,189.37
491117,191.34
491118,193.41
491119,193.62
491121,192.35
491122,193.23
491123,193.52
491124,-9.00
491125,192.78
491126,193.23
491128,192.24
491129,191.62
491130,191.55
491201,192.71
491202,193.63
491203,194.43
491205,194.74
491206,194.64
491207,194.21
491208,194.45
491209,194.35
491210,194.68
491212,196.17
491213,196.81
491214,197.51
491215,198.05
491216,197.88
491217,197.98
491219,198.17
491220,197.22
491221,196.45
491222,198.52
491223,198.88
491224,-9.00
491226,-9.00
491227,198.28
491228,199.59
491229,199.39
491230,200.52
491231,200.13
500102,-9.00
500103,198.89
500104,200.20
500105,200.57
500106,200.96
500107,201.94
500109,201.98
500110,201.17
500111,201.61
500112,197.93
500113,196.81
500114,196.92
500116,197.17
500117,198.78
500118,199.50
500119,199.80
500120,200.13
500121,200.97
500123,200.42
500124,199.62
500125,198.39
500126,198.53
500127,199.08
500128,200.08
500130,201.39
500131,201.79
500201,201.89
500202,204.11
500203,204.53
500204,205.03
500206,204.59
500207,203.53
500208,202.71
500209,203.80
500210,203.49
500211,203.36
500213,-9.00
500214,202.02
500215,201.93
500216,201.69
500217,203.17
500218,203.97
500220,203.47
500221,203.35
500222,-9.00
500223,203.32
500224,204.15
500225,204.15
500227,204.33
500228,203.44
500301,203.62
500302,203.54
500303,204.48
500304,204.71
500306,204.88
500307,203.69
500308,203.71
500309,202.33
500310,202.44
500311,202.96
500313,203.09
500314,204.70
500315,207.46
500316,207.89
500317,207.57
500318,208.09
500320,207.78
500321,208.27
500322,209.31
500323,209.62
500324,209.78
500325,210.62
500327,209.10
500328,209.50
500329,208.40
500330,206.43
500331,206.05
500401,206.37
500403,208.44
500404,209.05
500405,210.34
500406,212.10
500407,-9.00
500408,212.55
500410,212.29
500411,211.47
500412,213.97
500413,214.13
500414,215.31
500415,214.48
500417,214.41
500418,215.05
500419,215.21
500420,213.72
500421,214.14
500422,213.90
500424,212.58
500425,212.55
500426,211.72
500427,212.44
500428,213.56
500429,214.33
500501,215.81
500502,214.87
500503,216.26
500504,214.87
500505,215.72
500506,217.03
500508,216.71
500509,217.40
500510,218.64
500511,218.72
500512,217.61
500513,217.78
500515,218.04
500516,219.70
500517,220.60
500518,220.63
500519,222.11
500520,222.41
500522,221.55
500523,222.47
500524,222.57
500525,222.44
500526,221.93
500527,221.71
500529,222.47
500530,-9.00
500531,223.42
500601,223.23
500602,223.71
500603,-9.00
500605,221.76
500606,223.46
500607,223.68
500608,225.52
500609,226.86
500610,-9.00
500612,228.38
500613,226.44
500614,223.32
500615,222.46
500616,222.71
500617,-9.00
500619,222.09
500620,220.72
500621,222.53
500622,224.51
500623,224.35
500624,-9.00
500626,213.91
500627,212.22
500628,214.68
500629,206.72
500630,209.11
500701,-9.00
500703,208.35
500704,-9.00
500705,210.03
500706,210.85
500707,208.59
500708,-9.00
500710,208.09
500711,204.60
500712,199.09
500713,197.46
500714,199.83
500715,-9.00
500717,197.63
500718,201.88
500719,205.13
500720,207.73
500721,207.65
500722,-9.00
500724,206.95
500725,203.83
500726,204.39
500727,206.37
500728,208.21
500729,-9.00
500731,209.40
500801,211.87
500802,211.26
500803,211.26
500804,212.66
500805,-9.00
500807,215.82
500808,215.44
500809,216.97
500810,216.64
500811,215.03
500812,-9.00
500814,215.31
500815,215.31
500816,215.78
500817,217.76
500818,219.23
500819,-9.00
500821,220.21
500822,219.79
500823,221.51
500824,221.13
500825,218.10
500826,-9.00
500828,218.55
500829,218.29
500830,217.05
500831,216.87
500901,218.42
500902,-9.00
500904,-9.00
500905,220.02
500906,218.20
500907,218.33
500908,220.03
500909,-9.00
500911,218.10
500912,220.81
500913,223.42
500914,224.48
500915,225.85
500916,-9.00
500918,226.78
500919,225.78
500920,224.33
500921,226.01
500922,226.64
500923,-9.00
500925,226.06
500926,222.84
500927,225.74
500928,225.93
500929,226.36
500930,-9.00
501002,228.94
501003,228.89
501004,231.15
501005,229.85
501006,231.74
501007,231.81
501009,230.02
501010,227.60
501011,228.97
501012,-9.00
501013,228.54
501014,227.63
501016,227.50
501017,229.22
501018,230.60
501019,230.83
501020,230.33
501021,230.88
501023,230.62
501024,231.39
501025,231.49
501026,226.65
501027,228.28
501028,228.56
501030,226.42
501031,225.01
501101,225.69
501102,227.25
501103,228.10
501104,227.42
501106,222.52
501107,-9.00
501108,224.25
501109,227.17
501110,229.29
501111,-9.00
501113,229.44
501114,229.54
501115,229.52
501116,228.94
501117,230.27
501118,231.64
501120,231.53
501121,231.16
501122,233.81
501123,-9.00
501124,235.47
501125,235.06
501127,234.96
501128,228.61
501129,226.42
501130,227.60
501201,228.89
501202,227.55
501204,222.33
501205,225.44
501206,226.16
501207,225.94
501208,226.74
501209,227.30
501211,229.19
501212,229.27
501213,228.82
501214,225.89
501215,224.70
501216,228.34
501218,231.01
501219,231.54
501220,231.20
501221,230.43
501222,231.54
501223,-9.00
501225,-9.00
501226,229.65
501227,234.21
501228,235.34
501229,235.42
501230,235.41
510101,-9.00
510102,239.92
510103,238.99
510104,240.86
510105,240.96
510106,240.68
510108,242.29
510109,243.50
510110,240.40
510111,244.72
510112,243.81
510113,243.61
510115,245.02
510116,246.65
510117,248.01
510118,247.39
510119,246.76
510120,246.91
510122,244.33
510123,245.30
510124,244.36
510125,242.22
510126,244.51
510127,247.36
510129,248.64
510130,249.58
510131,248.83
510201,250.76
510202,252.78
510203,253.92
510205,255.17
510206,254.62
510207,252.70
510208,253.34
510209,254.24
510210,254.80
510212,-9.00
510213,255.71
510214,255.10
510215,253.61
510216,254.90
510217,254.70
510219,251.67
510220,251.12
510221,252.28
510222,-9.00
510223,252.18
510224,252.93
510226,253.18
510227,251.34
510228,252.05
510301,252.80
510302,253.61
510303,253.43
510305,251.82
510306,251.55
510307,252.45
510308,252.81
510309,252.75
510310,252.02
510312,249.89
510313,245.88
510314,243.95
510315,244.85
510316,248.62
510317,249.03
510319,248.08
510320,247.87
510321,249.37
510322,250.52
510323,-9.00
510324,248.14
510326,249.13
510327,248.74
510328,246.19
510329,246.90
510330,248.53
510331,247.94
510402,246.63
510403,246.02
510404,247.31
510405,250.32
510406,250.83
510407,250.28
510409,250.57
510410,250.42
510411,249.76
510412,251.66
510413,254.75
510414,256.18
510416,254.85
510417,255.34
510418,256.01
510419,254.92
510420,254.82
510421,255.02
510423,255.12
510424,254.19
510425,254.75
510426,257.13
510427,258.96
510428,259.08
510430,259.13
510501,260.71
510502,261.27
510503,263.13
510504,262.77
510505,261.76
510507,261.23
510508,261.10
510509,261.49
510510,260.07
510511,258.56
510512,257.26
510514,256.08
510515,252.08
510516,252.14
510517,254.57
510518,250.10
510519,250.63
510521,249.98
510522,249.30
510523,247.03
510524,245.78
510525,245.27
510526,245.83
510528,247.03
510529,248.44
510530,-9.00
510531,249.65
510601,249.33
510602,-9.00
510604,246.79
510605,247.59
510606,249.64
510607,250.81
510608,250.39
510609,-9.00
510611,251.56
510612,250.57
510613,250.03
510614,252.46
510615,254.03
510616,-9.00
510618,253.80
510619,253.53
510620,251.86
510621,250.43
510622,247.86
510623,-9.00
510625,245.30
510626,246.28
510627,246.84
510628,244.00
510629,242.64
510630,-9.00
510702,243.98
510703,245.92
510704,-9.00
510705,250.27
510706,250.01
510707,-9.00
510709,250.65
510710,25.00
510711,250.97
510712,252.59
510713,254.32
510714,-9.00
510716,252.31
510717,253.89
510718,253.57
510719,253.75
510720,253.73
510721,-9.00
510723,255.68
510724,258.94
510725,258.11
510726,259.09
510727,259.23
510728,-9.00
510730,260.70
510731,257.86
510801,259.89
510802,262.89
510803,262.98
510804,-9.00
510806,265.21
510807,264.94
510808,263.73
510809,262.69
510810,261.92
510811,-9.00
510813,263.06
510814,262.88
510815,264.27
510816,265.48
510817,266.17
510818,-9.00
510820,266.19
510821,265.30
510822,264.07
510823,265.65
510824,266.30
510825,-9.00
510827,265.59
510828,265.56
510829,268.18
510830,169.94
510831,270.25
510901,-9.00
510903,-9.00
510904,270.63
510905,272.48
510906,272.28
510907,273.89
510908,-9.00
510910,275.25
510911,273.88
510912,275.31
510913,276.37
510914,276.06
510915,-9.00
510917,275.09
510918,274.38
510919,274.27
510920,274.10
510921,272.11
510922,-9.00
510924,270.77
510925,272.24
510926,272.24
510927,271.31
510928,271.16
510929,-9.00
511001,272.56
511002,274.34
511003,275.87
511004,275.35
511005,275.63
511006,275.53
511008,275.14
511009,273.38
511010,272.76
511011,274.10
511012,-9.00
511013,275.13
511015,275.74
511016,274.40
511017,273.53
511018,273.51
511019,269.68
511020,267.42
511022,262.29
511023,263.50
511024,264.95
511025,264.17
511026,262.27
511027,258.53
511029,260.43
511030,260.52
511031,262.35
511101,264.06
511102,261.94
511103,259.57
511105,259.76
511106,-9.00
511107,257.14
511108,257.14
511109,259.91
511110,261.29
511112,-9.00
511113,260.41
511114,261.27
511115,260.91
511116,260.39
511117,260.82
511119,259.70
511120,259.30
511121,258.72
511122,-9.00
511123,256.95
511124,255.95
511126,257.44
511127,259.46
511128,258.64
511129,258.96
511130,261.27
511201,262.29
511203,263.24
511204,264.29
511205,263.72
511206,266.23
511207,266.99
511208,266.90
511210,267.38
511211,265.77
511212,266.09
511213,265.81
511214,265.71
511215,265.48
511217,265.79
511218,266.61
511219,267.61
511220,267.45
511221,266.34
511222,265.94
511224,265.79
511225,-9.00
511226,264.06
511227,266.74
511228,268.18
511229,268.52
511231,269.23
520102,269.86
520103,270.38
520104,271.03
520105,271.26
520107,270.34
520108,268.66
520109,268.08
520110,269.46
520111,270.31
520112,270.73
520114,271.59
520115,270.46
520116,271.13
520117,271.91
520118,272.10
520119,272.93
520121,274.10
520122,275.40
520123,274.27
520124,273.90
520125,273.41
520126,273.69
520128,274.17
520129,274.00
520130,270.71
520131,270.69
520201,271.68
520202,272.51
520204,269.79
520205,269.04
520206,268.77
520207,268.35
520208,269.85
520209,269.83
520211,268.45
520213,266.21
520214,265.88
520215,266.27
520216,266.30
520218,265.35
520219,261.37
520220,258.49
520221,259.60
520223,261.40
520225,260.58
520226,259.30
520227,259.68
520228,260.49
520229,260.08
520301,260.27
520303,260.08
520304,263.95
520305,264.66
520306,264.03
520307,263.87
520308,264.14
520310,262.76
520311,262.76
520312,263.78
520313,264.24
520314,264.05
520315,264.43
520317,264.08
520318,264.10
520319,264.37
520320,265.33
520321,265.62
520322,265.69
520324,265.60
520325,264.28
520326,263.87
520327,265.21
520328,266.96
520329,269.00
520331,269.46
520401,267.22
520402,267.03
520403,266.80
520404,265.62
520405,265.44
520407,263.38
520408,265.29
520409,265.04
520410,265.75
520412,266.29
520414,264.10
520415,261.29
520416,261.48
520417,259.85
520418,260.52
520419,260.14
520421,261.63
520422,261.10
520423,259.97
520424,258.86
520425,259.80
520426,260.27
520428,259.95
520429,259.34
520430,257.63
520501,256.35
520502,260.00
520503,260.55
520505,261.54
520506,261.01
520507,261.99
520508,262.39
520509,262.74
520510,262.50
520512,261.72
520513,261.99
520514,260.99
520515,260.10
520516,259.82
520517,259.88
520519,260.06
520520,261.26
520521,261.78
520522,263.33
520523,263.27
520524,263.23
520526,264.22
520527,263.92
520528,262.78
520529,262.94
520602,262.31
520603,262.09
520604,263.67
520605,266.29
520606,268.03
520609,269.15
520610,267.67
520611,267.93
520612,267.91
520613,268.56
520616,267.83
520617,268.03
520618,268.09
520619,269.54
520620,270.19
520623,269.50
520624,269.92
520625,270.45
520626,271.24
520627,272.44
520630,274.26
520701,275.46
520702,274.87
520703,274.95
520707,274.20
520708,274.43
520709,273.25
520710,272.58
520711,274.22
520714,275.08
520715,276.76
520716,276.76
520717,275.62
520718,273.90
520721,274.91
520722,275.95
520723,277.63
520724,279.26
520725,277.71
520728,277.94
520729,278.57
520730,279.24
520731,279.56
520801,279.80
520804,279.87
520805,279.50
520806,279.07
520807,279.38
520808,279.84
520811,280.29
520812,278.14
520813,277.88
520814,277.75
520815,277.37
520818,274.31
520819,274.14
520820,274.35
520821,274.45
520822,274.43
520825,273.57
520826,273.17
520827,273.84
520828,274.41
520829,275.04
520902,276.40
520903,277.15
520904,276.76
520905,276.50
520908,275.87
520909,273.53
520910,271.65
520911,272.11
520912,271.02
520915,268.38
520916,269.03
520917,270.43
520918,269.72
520919,270.55
520922,270.77
520923,271.65
520924,272.26
520925,272.42
520926,271.95
520929,271.73
520930,270.61
521001,270.17
521002,270.75
521003,270.55
521006,270.00
521007,269.88
521008,271.40
521009,270.98
521010,270.61
521014,270.43
521015,267.12
521016,264.87
521017,267.30
521020,266.63
521021,265.84
521022,263.06
521023,263.87
521024,265.46
521027,265.90
521028,265.72
521029,265.46
521030,265.72
521031,269.23
521103,270.23
521105,271.30
521106,272.58
521107,273.47
521110,273.47
521112,271.97
521113,272.54
521114,273.27
521117,274.45
521118,278.04
521119,280.05
521120,279.50
521121,279.32
521124,281.08
521125,280.90
521126,282.44
521128,283.66
521201,283.70
521202,283.78
521203,282.89
521204,281.63
521205,282.06
521208,283.62
521209,285.12
521210,284.55
521211,284.57
521212,285.20
521215,285.99
521216,286.16
521217,285.67
521218,285.36
521219,286.52
521222,288.02
521223,286.99
521224,287.37
521226,288.23
521229,289.65
521230,292.00
521231,291.90
530102,292.14
530105,293.79
530106,292.18
530107,290.76
530108,290.36
530109,287.52
530112,285.24
530113,286.85
530114,287.37
530115,288.18
530116,287.17
530119,286.97
530120,288.00
530121,287.60
530122,287.84
530123,286.89
530126,286.54
530127,286.81
530128,287.39
530129,287.96
530130,289.77
530202,290.03
530203,290.19
530204,289.08
530205,286.20
530206,282.85
530209,281.96
530210,281.67
530211,281.57
530213,283.11
530216,282.18
530217,281.51
530218,281.14
530219,281.55
530220,281.89
530224,282.99
530225,284.45
530226,284.35
530227,284.27
530302,284.71
530303,285.99
530304,283.70
530305,283.86
530306,284.82
530309,284.90
530310,285.22
530311,288.02
530312,288.00
530313,289.04
530316,289.52
530317,290.64
530318,290.32
530319,289.97
530320,289.69
530323,287.39
530324,288.83
530325,287.98
530326,286.60
530327,287.33
530330,283.07
530331,279.87
530401,280.09
530402,280.03
530406,274.10
530407,275.16
530408,276.84
530409,276.23
530410,275.50
530413,274.73
530414,275.85
530415,277.35
530416,276.74
530417,274.41
530420,275.99
530421,275.48
530422,273.55
530423,270.73
530424,271.26
530427,272.70
530428,273.96
530429,275.38
530430,274.75
530501,275.66
530504,278.34
530505,278.22
530506,278.14
530507,277.43
530508,278.22
530511,278.79
530512,277.09
530513,276.80
530514,277.96
530515,277.90
530518,276.92
530519,275.91
530520,278.04
530521,278.51
530522,278.16
530525,277.47
530526,276.37
530527,273.96
530528,271.48
530529,272.28
530601,268.40
530602,269.84
530603,269.60
530604,267.63
530605,268.32
530608,267.91
530609,263.39
530610,263.35
530611,264.99
530612,265.78
530615,263.87
530616,262.88
530617,265.74
530618,265.86
530619,265.80
530622,267.26
530623,268.48
530624,267.79
530625,268.93
530626,269.05
530629,268.20
530630,268.26
530701,269.39
530702,270.23
530703,270.53
530706,270.88
530707,272.13
530708,272.19
530709,271.32
530710,271.06
530713,268.52
530714,268.06
530715,268.75
530716,269.41
530717,270.96
530720,269.74
530721,268.99
530722,269.39
530723,269.94
530724,269.76
530727,268.46
530728,269.13
530729,270.43
530730,272.82
530731,275.38
530803,276.13
530804,275.68
530805,275.08
530806,275.77
530807,275.54
530810,275.32
530811,275.30
530812,276.42
530813,276.74
530814,275.71
530817,275.04
530818,273.29
530819,271.50
530820,271.73
530821,271.93
530824,268.70
530825,267.45
530826,266.51
530827,265.68
530828,265.74
530831,261.22
530901,262.54
530902,263.96
530903,263.61
530904,264.34
530908,265.42
530909,265.48
530910,262.88
530911,259.71
530914,255.49
530915,257.67
530916,259.07
530917,259.88
530918,258.78
530921,258.01
530922,261.28
530923,262.35
530924,262.45
530925,263.31
530928,264.79
530929,264.77
530930,264.04
531001,265.68
531002,266.70
531005,265.48
531006,264.26
531007,266.53
531008,266.72
531009,267.04
531013,266.09
531014,267.51
531015,271.22
531016,272.80
531019,273.31
531020,273.90
531021,273.74
531022,274.89
531023,275.34
531026,274.43
531027,273.35
531028,274.14
531029,276.31
531030,275.81
531102,276.72
531104,276.82
531105,279.09
531106,278.83
531109,278.26
531110,275.89
531112,276.23
531113,277.53
531116,275.93
531117,273.88
531118,274.51
531119,276.09
531120,276.05
531123,275.42
531124,277.13
531125,277.78
531127,280.23
531130,281.37
531201,281.10
531202,282.81
531203,283.25
531204,282.71
531207,282.00
531208,281.45
531209,281.12
531210,279.89
531211,279.91
531214,279.26
531215,279.52
531216,282.87
531217,282.67
531218,283.54
531221,282.99
531222,279.99
531223,279.84
531224,280.92
531228,279.91
531229,278.30
531230,280.43
531231,280.90
540104,282.89
540105,284.19
540106,283.96
540107,282.60
540108,281.51
540111,279.87
540112,281.51
540113,283.03
540114,284.49
540115,286.72
540118,286.03
540119,288.27
540120,289.14
540121,289.48
540122,289.65
540125,290.40
540126,292.85
540127,292.22
540128,291.51
540129,292.39
540201,291.84
540202,291.17
540203,292.32
540204,294.03
540205,293.97
540208,293.58
540209,293.79
540210,292.95
540211,292.45
540212,293.99
540215,292.55
540216,289.61
540217,290.11
540218,291.51
540219,291.07
540223,290.03
540224,289.54
540225,291.41
540226,294.54
540301,296.55
540302,297.48
540303,297.03
540304,297.48
540305,299.45
540308,298.64
540309,299.45
540310,299.59
540311,300.83
540312,299.71
540315,298.88
540316,298.09
540317,298.31
540318,300.10
540319,301.44
540322,301.60
540323,299.02
540324,296.89
540325,296.40
540326,299.08
540329,300.06
540330,300.89
540331,303.51
540401,306.27
540402,306.67
540405,307.04
540406,304.26
540407,305.41
540408,307.79
540409,309.39
540412,309.19
540413,308.98
540414,311.76
540415,313.77
540419,311.78
540420,311.89
540421,310.91
540422,311.48
540423,313.37
540426,314.54
540427,313.49
540428,313.75
540429,318.22
540430,319.33
540503,319.35
540504,319.82
540505,317.93
540506,320.41
540507,321.30
540510,321.32
540511,319.74
540512,321.61
540513,320.39
540514,322.50
540517,323.33
540518,324.14
540519,323.21
540520,323.88
540521,326.09
540524,326.09
540525,325.02
540526,327.11
540527,326.37
540528,327.49
540601,328.67
540602,328.36
540603,328.63
