% Standard and Poor's 500 Index closing values from 1926 to 1993.
% First column contains the date (yymmdd), second column contains the value.
% These data are used in: E.Ley (1996): "On the Peculiar Distribution of the
% U.S. Stock Indices;" forthcoming in The American Statistician.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: last
%

@relation spdc2693

@attribute date DATE yyMMdd
@attribute values REAL

@data
610616,65.18
610619,64.58
610620,65.15
610621,65.14
610622,64.90
610623,65.16
610626,64.47
610627,64.47
610628,64.59
610629,64.52
610630,64.64
610703,65.21
610705,65.63
610706,65.81
610707,65.77
610710,65.71
610711,65.69
610712,65.32
610713,64.86
610714,65.28
610717,64.79
610718,64.41
610719,64.70
610720,64.71
610721,64.86
610724,64.87
610725,65.23
610726,65.84
610727,66.61
610728,66.71
610731,66.76
610801,67.37
610802,66.94
610803,67.29
610804,67.68
610807,67.67
610808,67.82
610809,67.74
610810,67.95
610811,68.06
610814,67.72
610815,67.55
610816,67.73
610817,68.11
610818,68.29
610821,68.43
610822,68.44
610823,67.98
610824,67.59
610825,67.67
610828,67.70
610829,67.55
610830,67.81
610831,68.07
610901,68.19
610905,67.96
610906,68.46
610907,68.35
610908,67.88
610911,67.28
610912,67.96
610913,68.01
610914,67.53
610915,67.65
610918,67.21
610919,66.68
610920,66.96
610921,66.99
610922,66.72
610925,65.77
610926,65.78
610927,66.47
610928,66.58
610929,66.73
611002,66.77
611003,66.73
611004,67.18
611005,67.77
611006,67.97
611009,67.94
611010,68.11
611011,68.17
611012,68.16
611013,68.04
611016,67.85
611017,67.87
611018,68.21
611019,68.45
611020,68.48
611023,68.06
611024,67.98
611025,68.34
611026,68.46
611027,68.34
611030,68.42
611031,68.62
611101,68.73
611102,69.11
611103,69.47
611106,70.01
611108,70.87
611109,70.77
611110,71.07
611113,71.27
611114,71.66
611115,71.67
611116,71.62
611117,71.62
611120,71.72
611121,71.78
611122,71.70
611124,71.84
611127,71.85
611128,71.75
611129,71.70
611130,71.32
611201,71.78
611204,72.01
611205,71.93
611206,71.99
611207,71.70
611208,72.04
611211,72.39
611212,72.64
611213,72.53
611214,71.98
611215,72.01
611218,71.76
611219,71.26
611220,71.12
611221,70.86
611222,70.91
611226,71.02
611227,71.65
611228,71.69
611229,71.55
620102,70.96
620103,71.13
620104,70.64
620105,69.66
620108,69.12
620109,69.15
620110,68.96
620111,69.37
620112,69.61
620115,69.47
620116,69.07
620117,68.32
620118,68.39
620119,68.75
620122,68.81
620123,68.29
620124,68.40
620125,68.35
620126,68.13
620129,67.90
620130,68.17
620131,68.84
620201,69.26
620202,69.81
620205,69.88
620206,69.96
620207,70.42
620208,70.58
620209,70.48
620212,70.46
620213,70.45
620214,70.42
620215,70.74
620216,70.59
620219,70.41
620220,70.66
620221,70.32
620223,70.16
620226,69.76
620227,69.89
620228,69.96
620301,70.20
620302,70.16
620305,70.01
620306,69.78
620307,69.69
620308,70.19
620309,70.42
620312,70.40
620313,70.60
620314,70.91
620315,71.06
620316,70.94
620319,70.85
620320,70.66
620321,70.51
620322,70.40
620323,70.45
620326,69.89
620327,69.70
620328,70.04
620329,70.01
620330,69.55
620402,69.37
620403,68.81
620404,68.49
620405,68.91
620406,68.84
620409,68.31
620410,68.56
620411,68.41
620412,67.71
620413,67.90
620416,67.60
620417,67.90
620418,68.27
620419,68.59
620423,68.53
620424,68.46
620425,67.71
620426,67.05
620427,66.30
620430,65.24
620501,65.70
620502,65.99
620503,66.53
620504,66.24
620507,66.02
620508,65.17
620509,64.26
620510,63.57
620511,62.65
620514,63.10
620515,64.29
620516,64.27
620517,63.93
620518,63.82
620521,63.59
620522,62.34
620523,61.11
620524,60.62
620525,59.47
620528,55.50
620529,58.08
620531,59.63
620601,59.38
620604,57.27
620605,57.57
620606,58.39
620607,58.40
620608,58.45
620611,57.82
620612,56.34
620613,55.50
620614,54.33
620615,55.89
620618,55.74
620619,55.54
620620,54.78
620621,53.59
620622,52.68
620625,52.45
620626,52.32
620627,52.60
620628,54.41
620629,54.75
620702,55.86
620703,56.49
620705,56.81
620706,56.17
620709,56.55
620710,57.20
620711,57.73
620712,58.03
620713,57.83
620716,57.83
620717,56.78
620718,56.20
620719,56.42
620720,56.81
620723,56.80
620724,56.36
620725,56.46
620726,56.77
620727,57.20
620730,57.83
620731,58.23
620801,57.75
620802,57.98
620803,58.12
620806,57.75
620807,57.36
620808,57.51
620809,57.47
620810,57.55
620813,57.63
620814,58.25
620815,58.66
620816,58.64
620817,59.01
620820,59.37
620821,59.12
620822,59.78
620823,59.70
620824,59.58
620827,59.55
620828,58.79
620829,58.66
620830,58.68
620831,59.12
620904,58.56
620905,58.12
620906,58.36
620907,58.38
620910,58.45
620911,58.59
620912,58.84
620913,58.70
620914,58.89
620917,59.08
620918,59.03
620919,58.95
620920,58.54
620921,57.69
620924,56.63
620925,56.96
620926,56.15
620927,55.77
620928,56.27
621001,55.49
621002,56.10
621003,56.16
621004,56.70
621005,57.07
621008,57.07
621009,57.20
621010,57.24
621011,57.05
621012,56.95
621015,57.27
621016,57.08
621017,56.89
621018,56.34
621019,55.59
621022,54.96
621023,53.49
621024,55.21
621025,54.69
621026,54.54
621029,55.72
621030,56.54
621031,56.52
621101,57.12
621102,57.75
621105,58.35
621107,58.71
621108,58.32
621109,58.78
621112,59.59
621113,59.46
621114,60.16
621115,59.97
621116,60.16
621119,59.82
621120,60.45
621121,60.81
621123,61.54
621126,61.36
621127,61.73
621128,62.12
621129,62.41
621130,62.26
621203,61.94
621204,62.64
621205,62.89
621206,62.93
621207,63.06
621210,62.27
621211,62.32
621212,62.63
621213,62.42
621214,62.57
621217,62.37
621218,62.07
621219,62.58
621220,62.82
621221,62.64
621224,62.63
621226,63.02
621227,62.93
621228,62.96
621231,63.10
630102,62.69
630103,63.72
630104,64.13
630107,64.12
630108,64.74
630109,64.59
630110,64.71
630111,64.85
630114,65.20
630115,65.11
630116,64.67
630117,65.13
630118,65.18
630121,65.28
630122,65.44
630123,65.62
630124,65.75
630125,65.92
630128,66.24
630129,66.23
630130,65.85
630131,66.20
630201,66.31
630204,66.17
630205,66.11
630206,66.40
630207,66.17
630208,66.17
630211,65.76
630212,65.83
630213,65.15
630214,65.35
630215,66.41
630218,66.52
630219,66.20
630220,65.83
630221,65.92
630225,65.46
630226,65.47
630227,65.01
630228,64.29
630301,64.10
630304,64.72
630305,64.74
630306,64.85
630307,65.26
630308,65.33
630311,65.51
630312,65.67
630313,65.91
630314,65.60
630315,65.93
630318,65.61
630319,65.47
630320,65.95
630321,65.85
630322,66.19
630325,66.21
630326,66.40
630327,66.68
630328,66.58
630329,66.57
630401,66.85
630402,66.84
630403,67.36
630404,67.85
630405,68.28
630408,68.52
630409,68.45
630410,68.29
630411,68.77
630415,69.09
630416,69.14
630417,68.92
630418,68.89
630419,69.23
630422,69.30
630423,69.53
630424,69.72
630425,69.76
630426,69.70
630429,69.65
630430,69.80
630501,69.97
630502,70.17
630503,70.03
630506,69.53
630507,69.44
630508,70.01
630509,70.35
630510,70.52
630513,70.48
630514,70.21
630515,70.43
630516,70.25
630517,70.29
630520,69.96
630521,70.14
630522,70.14
630523,70.10
630524,70.02
630527,69.87
630528,70.01
630529,70.33
630531,70.80
630603,70.69
630604,70.70
630605,70.53
630606,70.58
630607,70.41
630610,69.94
630611,70.03
630612,70.41
630613,70.23
630614,70.25
630617,69.94
630618,70.02
630619,70.09
630620,70.01
630621,70.25
630624,70.20
630625,70.04
630626,69.41
630627,69.07
630628,69.37
630701,68.86
630702,69.46
630703,69.94
630705,70.22
630708,69.74
630709,70.04
630710,69.89
630711,69.76
630712,69.64
630715,69.20
630716,69.14
630717,68.93
630718,68.49
630719,68.35
630722,67.90
630723,67.91
630724,68.28
630725,68.26
630726,68.54
630729,68.67
630730,69.24
630731,69.13
630801,69.07
630802,69.30
630805,69.71
630806,70.17
630807,69.96
630808,70.02
630809,70.48
630812,70.59
630813,70.79
630814,71.07
630815,71.38
630816,71.49
630819,71.44
630820,71.38
630821,71.29
630822,71.54
630823,71.76
630826,71.91
630827,71.52
630828,72.04
630829,72.16
630830,72.50
630903,72.66
630904,72.64
630905,73.00
630906,72.84
630909,72.58
630910,72.99
630911,73.20
630912,73.15
630913,73.17
630916,73.07
630917,73.12
630918,73.80
630919,73.22
630920,73.30
630923,72.96
630924,73.30
630925,72.89
630926,72.27
630927,72.13
630930,71.70
631001,72.22
631002,72.30
631003,72.83
631004,72.85
631007,72.70
631008,72.60
631009,72.18
631010,72.20
631011,72.27
631014,72.30
631015,72.40
631016,72.97
631017,73.26
631018,73.32
631021,73.38
631022,72.96
631023,73.00
631024,73.28
631025,74.01
631028,74.48
631029,74.46
631030,73.80
631031,74.01
631101,73.83
631104,73.45
631106,72.81
631107,73.06
631108,73.36
631111,73.52
631112,73.23
631113,73.29
631114,72.95
631115,72.35
631118,71.83
631119,71.90
631120,72.56
631121,71.62
631122,69.61
631126,72.38
631127,72.25
631129,73.23
631202,73.66
631203,73.62
631204,73.80
631205,74.28
631206,74.00
631209,73.96
631210,73.99
631211,73.90
631212,73.91
631213,74.06
631216,74.30
631217,74.74
631218,74.63
631219,74.40
631220,74.28
631223,73.81
631224,73.97
631226,74.32
631227,74.44
631230,74.56
631231,75.02
640102,75.43
640103,75.50
640106,75.67
640107,75.69
640108,76.00
640109,76.28
640110,76.24
640113,76.22
640114,76.36
640115,76.64
640116,76.55
640117,76.56
640120,76.41
640121,76.62
640122,77.03
640123,77.09
640124,77.11
640127,77.08
640128,77.10
640129,76.63
640130,76.70
640131,77.04
640203,76.97
640204,76.88
640205,76.75
640206,76.93
640207,77.18
640210,77.05
640211,77.33
640212,77.57
640213,77.52
640214,77.48
640217,77.46
640218,77.47
640219,77.55
640220,77.62
640224,77.68
640225,77.68
640226,77.87
640227,77.62
640228,77.80
640302,77.97
640303,78.22
640304,78.07
640305,78.06
640306,78.31
640309,78.33
640310,78.59
640311,78.95
640312,79.08
640313,79.14
640316,79.14
640317,79.32
640318,79.38
640319,79.30
640320,78.92
640323,78.93
640324,78.79
640325,78.97
640326,79.19
640330,79.14
640331,78.98
640401,79.24
640402,79.70
640403,79.94
640406,80.02
640407,79.74
640408,79.75
640409,79.70
640410,79.85
640413,79.77
640414,79.99
640415,80.09
640416,80.20
640417,80.55
640420,80.50
640421,80.54
640422,80.49
640423,80.38
640424,79.75
640427,79.35
640428,79.90
640429,79.70
640430,79.46
640501,80.17
640504,80.47
640505,80.88
640506,81.06
640507,81.15
640508,81.00
640511,80.90
640512,81.16
640513,80.97
640514,80.86
640515,81.01
640518,80.72
640519,80.30
640520,80.66
640521,80.70
640522,80.73
640525,80.56
640526,80.39
640527,80.26
640528,80.37
640601,80.11
640602,79.70
640603,79.49
640604,78.67
640605,79.02
640608,78.64
640609,79.14
640610,79.44
640611,79.73
640612,79.60
640615,79.97
640616,80.40
640617,80.81
640618,80.79
640619,80.89
640622,81.11
640623,80.77
640624,81.06
640625,81.21
640626,81.46
640629,81.64
640630,81.69
640701,82.27
640702,82.60
640706,82.98
640707,83.12
640708,83.12
640709,83.22
640710,83.36
640713,83.31
640714,83.06
640715,83.34
640716,83.64
640717,84.01
640720,83.74
640721,83.54
640722,83.52
640723,83.48
640724,83.46
640727,83.08
640728,82.85
640729,82.92
640730,83.09
640731,83.18
640803,83.00
640804,81.96
640805,82.09
640806,81.34
640807,81.86
640810,81.78
640811,81.76
640812,82.17
640813,82.41
640814,82.35
640817,82.36
640818,82.40
640819,82.32
640820,81.94
640821,82.07
640824,81.91
640825,81.44
640826,81.32
640827,81.70
640828,81.99
640831,81.83
640901,82.18
640902,82.31
640903,82.56
640904,82.76
640908,82.87
640909,83.05
640910,83.10
640911,83.45
640914,83.22
640915,83.00
640916,83.24
640917,83.79
640918,83.48
640921,83.86
640922,83.89
640923,83.91
640924,84.00
640925,84.21
640928,84.28
640929,84.24
640930,84.18
641001,84.08
641002,84.36
641005,84.74
641006,84.79
641007,84.80
641008,85.04
641009,85.22
641012,85.24
641013,84.96
641014,84.79
641015,84.25
641016,84.83
641019,84.93
641020,85.18
641021,85.10
641022,84.94
641023,85.14
641026,85.00
641027,85.00
641028,84.69
641029,84.73
641030,84.86
641102,85.18
641104,85.14
641105,85.16
641106,85.23
641109,85.19
641110,84.84
641111,85.08
641112,85.19
641113,85.21
641116,85.65
641117,86.03
641118,86.22
641119,86.18
641120,86.28
641123,86.00
641124,85.73
641125,85.44
641127,85.16
641130,84.42
641201,83.55
641202,83.79
641203,84.18
641204,84.35
641207,84.33
641208,84.00
641209,83.46
641210,83.45
641211,83.66
641214,83.45
641215,83.22
641216,83.55
641217,83.90
641218,84.29
641221,84.38
641222,84.33
641223,84.15
641224,84.15
641228,84.07
641229,83.81
641230,84.30
641231,84.75
650104,84.23
650105,84.63
650106,84.89
650107,85.26
650108,85.37
650111,85.40
650112,85.61
650113,85.84
650114,85.84
650115,86.21
650118,86.49
650119,86.63
650120,86.60
650121,86.52
650122,86.74
650125,86.86
650126,86.94
650127,87.23
650128,87.48
650129,87.56
650201,87.58
650202,87.55
650203,87.63
650204,87.57
650205,87.29
650208,86.95
650209,87.24
650210,86.46
650211,85.54
650212,86.17
650215,86.07
650216,85.67
650217,85.77
650218,86.05
650219,86.21
650223,86.64
650224,87.17
650225,87.20
650226,87.43
650301,87.25
650302,87.40
650303,87.26
650304,86.98
650305,86.80
650308,86.83
650309,86.69
650310,86.54
650311,86.90
650312,87.21
650315,87.24
650316,87.13
650317,87.02
650318,86.81
650319,86.84
650322,86.83
650323,86.93
650324,87.09
650325,86.84
650326,86.20
650329,86.03
650330,86.20
650331,86.16
650401,86.32
650402,86.53
650405,86.53
650406,86.50
650407,86.55
650408,87.04
650409,87.56
650412,87.94
650413,88.04
650414,88.24
650415,88.15
650419,88.51
650420,88.46
650421,88.30
650422,88.78
650423,88.88
650426,88.89
650427,89.04
650428,89.00
650429,88.93
650430,89.11
650503,89.23
650504,89.51
650505,89.71
650506,89.92
650507,89.85
650510,89.66
650511,89.55
650512,89.94
650513,90.27
650514,90.10
650517,89.54
650518,89.46
650519,89.67
650520,89.18
650521,88.75
650524,88.09
650525,88.60
650526,88.30
650527,87.84
650528,88.42
650601,87.72
650602,87.09
650603,86.90
650604,87.11
650607,86.88
650608,85.93
650609,85.04
650610,84.73
650611,85.12
650614,84.01
650615,84.49
650616,85.20
650617,85.74
650618,85.34
650621,85.05
650622,85.21
650623,84.67
650624,83.56
650625,83.06
650628,81.60
650629,82.41
650630,84.12
650701,84.48
650702,85.16
650706,84.99
650707,84.67
650708,85.39
650709,85.71
650712,85.69
650713,85.59
650714,85.87
650715,85.72
650716,85.69
650719,85.63
650720,84.55
650721,84.07
650722,83.85
650723,84.07
650726,84.05
650727,83.87
650728,84.03
650729,84.68
650730,85.25
650802,85.42
650803,85.46
650804,85.79
650805,85.79
650806,86.07
650809,85.86
650810,85.87
650811,86.13
650812,86.38
650813,86.77
650816,86.87
650817,87.04
650818,86.99
650819,86.79
650820,86.69
650823,86.56
650824,86.71
650825,86.81
650826,87.14
650827,87.20
650830,87.21
650831,87.17
650901,87.17
650902,87.65
650903,88.06
650907,88.36
650908,88.66
650909,88.89
650910,89.12
650913,89.38
650914,89.03
650915,89.52
650916,90.02
650917,90.05
650920,90.08
650921,89.81
650922,90.22
650923,89.86
650924,90.02
650927,90.65
650928,90.43
650929,90.02
650930,89.96
651001,89.90
651004,90.08
651005,90.63
651006,90.54
651007,90.47
651008,90.85
651011,91.37
651012,91.35
651013,91.34
651014,91.19
651015,91.38
651018,91.68
651019,91.80
651020,91.78
651021,91.94
651022,91.98
651025,91.67
651026,92.20
651027,92.51
651028,92.21
651029,92.42
651101,92.23
651103,92.31
651104,92.46
651105,92.37
651108,92.23
651109,91.93
651110,91.83
651111,92.11
651112,92.55
651115,92.63
651116,92.41
651117,92.60
651118,92.22
651119,92.24
651122,91.64
651123,91.78
651124,91.94
651126,92.03
651129,91.80
651130,91.61
651201,91.50
651202,91.21
651203,91.27
651206,90.59
651207,91.39
651208,91.28
651209,91.56
651210,91.80
651213,91.83
651214,91.88
651215,92.02
651216,92.12
651217,92.08
651220,91.65
651221,92.01
651222,92.29
651223,92.19
651227,91.52
651228,91.53
651229,91.81
651230,92.20
651231,92.43
660103,92.18
660104,92.26
660105,92.85
660106,93.06
660107,93.14
660110,93.33
660111,93.41
660112,93.19
660113,93.36
660114,93.50
660117,93.77
660118,93.95
660119,93.69
660120,93.36
660121,93.47
660124,93.71
660125,93.85
660126,93.70
660127,93.67
660128,93.31
660131,92.88
660201,92.16
660202,92.53
660203,92.65
660204,93.26
660207,93.59
660208,93.55
660209,94.06
660210,93.83
660211,93.81
660214,93.65
660215,93.17
660216,93.16
660217,92.66
660218,92.41
660221,91.87
660223,91.48
660224,90.89
660225,91.14
660228,91.22
660301,90.06
660302,89.15
660303,89.47
660304,89.24
660307,88.04
660308,88.18
660309,88.96
660310,88.96
660311,88.85
660314,87.85
660315,87.35
660316,87.86
660317,88.17
660318,88.53
660321,89.20
660322,89.46
660323,89.13
660324,89.29
660325,89.54
660328,89.62
660329,89.27
660330,88.78
660331,89.23
660401,89.94
660404,90.76
660405,91.31
660406,91.56
660407,91.76
660411,91.79
660412,91.45
660413,91.54
660414,91.87
660415,91.99
660418,91.58
660419,91.57
660420,92.08
660421,92.42
660422,92.27
660425,92.08
660426,91.99
660427,91.76
660428,91.13
660429,91.06
660502,90.90
660503,89.85
660504,89.39
660505,87.93
660506,87.84
660509,86.32
660510,87.08
660511,87.23
660512,86.23
660513,85.47
660516,84.41
660517,83.63
660518,85.12
660519,85.02
660520,85.43
660523,86.20
660524,86.77
660525,87.07
660526,87.07
660527,87.33
660531,86.13
660601,86.10
660602,85.96
660603,86.06
660606,85.42
660607,84.83
660608,84.93
660609,85.50
660610,86.44
660613,86.83
660614,87.07
660615,86.73
660616,86.47
660617,86.51
660620,86.48
660621,86.71
660622,86.85
660623,86.50
660624,86.58
660627,86.08
660628,85.67
660629,84.86
660630,84.74
660701,85.61
660705,85.82
660706,87.06
660707,87.38
660708,87.61
660711,87.45
660712,86.88
660713,86.30
660714,86.82
660715,87.08
660718,86.99
660719,86.33
660720,85.51
660721,85.52
660722,85.41
660725,83.83
660726,83.70
660727,84.10
660728,83.77
660729,83.60
660801,82.31
660802,82.33
660803,83.15
660804,83.93
660805,84.00
660808,83.75
660809,83.49
660810,83.11
660811,83.02
660812,83.17
660815,82.74
660816,81.63
660817,81.18
660818,80.16
660819,79.62
660822,78.24
660823,78.11
660824,79.07
660825,78.06
660826,76.41
660829,74.53
660830,75.86
660831,77.10
660901,77.70
660902,77.42
660906,76.96
660907,76.34
660908,76.05
660909,76.29
660912,77.91
660913,78.32
660914,79.13
660915,80.08
660916,79.99
660919,79.59
660920,79.04
660921,77.71
660922,77.94
660923,77.67
660926,77.86
660927,78.10
660928,77.11
660929,76.31
660930,76.56
661003,74.90
661004,75.10
661005,74.69
661006,74.05
661007,73.20
661010,74.53
661011,74.91
661012,77.04
661013,76.89
661014,76.60
661017,77.47
661018,78.68
661019,78.05
661020,77.84
661021,78.19
661024,78.42
661025,78.90
661026,79.58
661027,80.23
661028,80.24
661031,80.20
661101,80.81
661102,80.88
661103,80.56
661104,80.81
661107,80.73
661109,81.38
661110,81.89
661111,81.94
661114,81.37
661115,81.69
661116,82.37
661117,81.80
661118,81.26
661121,80.09
661122,79.67
661123,80.21
661125,80.85
661128,80.71
661129,80.42
661130,80.45
661201,80.08
661202,80.13
661205,80.24
661206,80.84
661207,81.72
661208,82.05
661209,82.14
661212,83.00
661213,82.73
661214,82.64
661215,81.64
661216,81.58
661219,81.27
661220,80.96
661221,81.38
661222,81.69
661223,81.47
661227,81.00
661228,80.61
661229,80.37
661230,80.33
670103,80.38
670104,80.55
670105,81.60
670106,82.18
670109,82.81
670110,82.81
670111,83.47
670112,83.91
670113,84.53
670116,84.31
670117,85.24
670118,85.79
670119,85.82
670120,86.07
670123,86.39
670124,86.51
670125,85.85
670126,85.81
670127,86.16
670130,86.66
670131,86.61
670201,86.43
670202,86.73
670203,87.36
670206,87.18
670207,86.95
670208,87.72
670209,87.36
670210,87.49
670213,87.58
670214,88.17
670215,88.27
670216,87.86
670217,87.89
670220,87.40
670221,87.34
670223,87.45
670224,87.41
670227,86.46
670228,86.78
670301,87.68
670302,88.16
670303,88.29
670306,88.10
670307,88.16
670308,88.27
670309,88.53
670310,88.89
670313,88.43
670314,88.35
670315,89.19
670316,90.09
670317,90.25
670320,90.20
670321,90.00
670322,90.25
670323,90.94
670327,90.87
670328,90.91
670329,90.73
670330,90.70
670331,90.20
670403,89.24
670404,89.22
670405,89.79
670406,89.94
670407,89.36
670410,88.24
670411,88.88
670412,88.78
670413,89.46
670414,90.43
670417,91.07
670418,91.86
670419,91.94
670420,92.11
670421,92.30
670424,92.62
670425,93.11
670426,93.02
670427,93.81
670428,94.01
670501,93.84
670502,93.67
670503,93.91
670504,94.32
670505,94.44
670508,94.58
670509,93.60
670510,93.35
670511,93.75
670512,93.48
670515,92.71
670516,93.14
670517,92.78
670518,92.53
670519,92.07
670522,91.67
670523,91.23
670524,90.18
670525,91.19
670526,90.98
670529,90.49
670531,89.08
670601,90.23
670602,89.79
670605,88.43
670606,90.23
670607,90.91
670608,91.40
670609,91.56
670612,92.04
670613,92.62
670614,92.40
670615,92.49
670616,92.54
670619,92.51
670620,92.44
670621,92.20
670622,91.97
670623,92.00
670626,91.64
670627,91.30
670628,91.31
670629,90.85
670630,90.64
670703,90.91
670705,91.36
670706,91.32
670707,91.69
670710,92.05
670711,92.48
670712,92.40
670713,92.42
670714,92.74
670717,92.75
670718,93.50
670719,93.65
670720,93.85
670721,94.04
670724,93.73
670725,93.74
670726,94.06
670727,94.35
670728,94.49
670731,94.75
670801,95.37
670802,95.78
670803,95.66
670804,95.83
670807,95.58
670808,95.69
670809,95.78
670810,95.53
670811,95.15
670814,94.64
670815,94.77
670816,94.55
670817,94.63
670818,94.78
670821,94.25
670822,93.74
670823,93.61
670824,93.09
670825,92.70
670828,92.64
670829,92.88
670830,93.07
670831,93.64
670901,93.68
670905,94.21
670906,94.39
670907,94.33
670908,94.36
670911,94.54
670912,94.99
670913,95.99
670914,96.20
670915,96.27
670918,96.53
670919,96.17
670920,96.13
670921,96.75
670922,97.00
670925,97.59
670926,96.76
670927,96.79
670928,96.79
670929,96.71
671002,96.32
671003,96.65
671004,96.43
671005,96.67
671006,97.26
671009,97.51
671010,96.84
671011,96.37
671012,95.75
671013,96.00
671016,95.25
671017,95.00
671018,95.25
671019,95.43
671020,95.38
671023,94.96
671024,94.42
671025,94.52
671026,94.94
671027,94.96
671030,94.79
671031,93.90
671101,92.71
671102,92.34
671103,91.78
671106,91.48
671108,91.14
671109,91.59
671110,92.21
671113,91.97
671114,91.39
671115,91.76
671116,92.60
671117,92.82
671120,91.65
671121,93.10
671122,93.65
671124,93.90
671127,94.17
671128,94.47
671129,94.47
671130,94.00
671201,94.50
671204,95.10
671205,95.23
671206,95.64
671207,95.53
671208,95.42
671211,95.12
671212,95.01
671213,95.34
671214,95.47
671215,95.03
671218,94.77
671219,94.63
671220,95.15
671221,95.38
671222,95.20
671226,95.26
671227,95.91
671228,95.89
671229,96.47
680102,96.11
680103,95.67
680104,95.36
680105,95.94
680108,96.62
680109,96.50
680110,96.52
680111,96.62
680112,96.72
680115,96.42
680116,95.82
680117,95.64
680118,95.56
680119,95.24
680122,94.03
680123,93.66
680124,93.17
680125,93.30
680126,93.45
680129,93.35
680130,92.89
680131,92.24
680201,92.56
680202,92.27
680205,91.87
680206,91.90
680207,92.06
680208,90.90
680209,89.86
680213,89.07
680214,90.14
680215,90.30
680216,89.96
680219,90.31
680220,90.83
680221,91.24
680223,90.89
680226,90.18
680227,90.53
680228,90.08
680229,89.36
680301,89.11
680304,87.92
680305,87.72
680306,89.26
680307,89.10
680308,89.03
680311,90.13
680312,90.23
680313,90.03
680314,88.32
680315,89.10
680318,89.59
680319,88.99
680320,88.98
680321,88.33
680322,88.42
680325,88.44
680326,88.93
680327,89.66
680328,89.57
680329,90.20
680401,92.48
680402,92.64
680403,93.47
680404,93.84
680405,93.29
680408,94.95
680410,95.67
680411,96.53
680415,96.59
680416,96.62
680417,96.81
680418,97.08
680419,95.85
680422,95.32
680423,96.48
680424,96.62
680425,96.92
680426,97.21
680429,97.46
680430,97.59
680501,97.97
680502,98.59
680503,98.66
680506,98.35
680507,98.90
680508,98.91
680509,98.39
680510,98.50
680513,98.19
680514,98.12
680515,98.07
680516,97.60
680517,96.90
680520,96.45
680521,96.93
680522,97.18
680523,96.97
680524,97.15
680527,96.99
680528,97.62
680529,97.92
680531,98.68
680603,99.99
680604,100.38
680605,99.89
680606,100.65
680607,101.27
680610,101.41
680611,101.66
680613,101.25
680614,101.13
680617,100.13
680618,99.99
680620,100.51
680621,100.66
680624,100.39
680625,100.08
680627,99.98
680628,99.58
680701,99.40
680702,99.74
680703,100.91
680708,101.94
680709,102.23
680711,102.39
680712,102.34
680715,102.26
680716,101.70
680718,101.44
680719,100.46
680722,99.33
680723,99.21
680725,97.94
680726,98.34
680729,97.65
680730,97.74
680801,97.28
680802,96.63
680805,96.85
680806,97.25
680808,97.04
680809,97.01
680812,98.01
680813,98.53
680815,98.07
680816,98.68
680819,99.00
680820,98.96
680822,98.70
680823,98.69
680826,98.94
680827,98.81
680829,98.74
680830,98.86
680903,99.32
680904,100.02
680905,100.74
680906,101.20
680909,101.23
680910,100.73
680912,100.52
680913,100.86
680916,101.24
680917,101.50
680919,101.59
680920,101.66
680923,102.24
680924,102.59
680926,102.36
680927,102.31
680930,102.67
681001,102.86
681003,103.34
681004,103.71
681007,103.70
681008,103.74
681010,103.29
681011,103.18
681014,103.32
681015,103.53
681017,104.01
681018,104.82
681021,104.99
681022,104.57
681024,103.84
681025,104.20
681028,103.90
681029,103.30
681031,103.41
681101,103.06
681104,103.10
681106,103.27
681107,103.50
681108,103.95
681112,104.62
681113,105.13
681114,105.20
681115,105.78
681118,105.92
681119,106.14
681121,105.97
681122,106.30
681125,106.48
681126,107.26
681127,107.76
681129,108.37
681202,108.12
681203,108.02
681205,107.67
681206,107.93
681209,107.66
681210,107.39
681212,107.32
681213,107.58
681216,107.10
681217,106.66
681219,106.97
681220,106.34
681223,105.21
681224,105.04
681226,105.15
681227,104.74
681230,103.80
681231,103.86
690102,103.93
690103,103.99
690106,102.47
690107,101.22
690108,100.80
690109,101.22
690110,100.93
690113,100.40
690114,101.13
690115,101.62
690116,102.18
690117,102.03
690120,101.69
690121,101.63
690122,101.98
690123,102.43
690124,102.38
690127,102.40
690128,102.41
690129,102.51
690130,102.55
690131,103.01
690203,102.89
690204,102.92
690205,103.20
690206,103.54
690207,103.53
690211,103.65
690212,103.63
690213,103.71
690214,103.61
690217,102.44
690218,101.40
690219,100.65
690220,99.79
690224,98.60
690225,97.98
690226,98.45
690227,98.14
690228,98.13
690303,98.38
690304,99.32
690305,99.71
690306,98.70
690307,98.65
690310,98.99
690311,99.32
690312,99.05
690313,98.39
690314,98.00
690317,98.25
690318,98.49
690319,99.21
690320,99.84
690321,99.63
690324,99.50
690325,99.66
690326,100.39
690327,101.10
690328,101.51
690401,101.42
690402,100.78
690403,100.68
690407,99.89
690408,100.14
690409,101.02
690410,101.55
690411,101.65
690414,101.57
690415,101.53
690416,100.63
690417,100.78
690418,101.24
690421,100.56
690422,100.78
690423,100.80
690424,101.27
690425,101.72
690428,102.03
690429,102.79
690430,103.69
690501,103.51
690502,104.00
690505,104.37
690506,104.86
690507,104.67
690508,105.10
690509,105.05
690512,104.89
690513,105.34
690514,106.16
690515,105.85
690516,105.94
690519,104.97
690520,104.04
690521,104.47
690522,104.60
690523,104.59
690526,104.36
690527,103.57
