% ____________________________________________________________________
%         
%                       Data Diskette for
%                   CASE STUDIES IN BIOMETRY
% 
% By Nicholas Lange, Louise Ryan and Lynne Brillard, David Brillinger,
% Loveday Conquest, Joel Greenhouse.
% 
% Published by John Wiley & Sons, Inc., copyright 1994.  
% ____________________________________________________________________
% 
% You have obtained all of the data used by all of the authors in the
% twenty-one chapters of Case Studies in Biometry.  
% 
% Each chapter contains either one or two data sets, except for Chapter 19,
% which has seven data sets. Corresponding to each data set are ASCII files
% with extensions ".dat" (the data), ".txt" (the data description file), and 
% ".sas" (a simple SAS program to read the .dat file). 
% 
% For chapters containing only one data set, the file name prefix is 
% "ch" followed by chapter number, and then the above extensions.
% For instance, for Chapter 2 you will find files "ch2.dat",
% "ch2.txt", and "ch2.sas".
% 
% For chapters containing two data sets, the letters "a" and "b" are
% added after the chapter number. For instance, for Chapter 1, you will
% find the files "ch1a.dat", "ch1a.txt", "ch1a.sas", "ch1b.dat",
% "ch1b.txt", "ch1b.sas".
% 
% For chapter 19, there are seven data sets, ch19a.dat
% through ch19g.dat.  Each one has the same format, but
% refers to different subsets of the whole data
% set.  Details are given in the single text file, ch19.txt.
% 
% Please note permissions and usage information included in
% the .txt file for each subset.
% _______________________________________________________________
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% File: ch5.dat
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% File specific Information:
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% CASE STUDIES IN BIOMETRY: Chapter 5.
% 
% Estimating Pine Seedling Response to Ozone and Acid Rain
% 
% John O. Rawlings and Susan E. Spruill
% 
% The data set ch5.dat contains the following variables:
% 
% 1.  site: coded 1-6 corresponding to the location code used in Table 1.
% 2.  block: block within site coded 1, 2, ... within sites for the RCB designs;
%     block=1 for all observations for the CRD designs, sites 5 and 6.
% 3.  rep: replication within site coded as missing in sites 1-4;
%     coded as 1, 2, ... for replicates in the CRD design.
% 4.  ozone: target ozone treatment, coded 0.0=charcoal filtered air, 
%     1.0=nonfiltered air, "x.x"=target level of ozone as multiple of 
%     ambient ozone level.
% 5.  rain:  acidic rain treatment, coded as pH of rain solution.
% 6.  fam:  genetic family, coded as 1, 2, ... within sites.
% 7.  ppmhrs:  cumulative ozone exposure (ppm-h) during the two years of
%     the trials.
% 8.  vwpH:  cumulative exposure to acidic rain computed as vwpH 
%     = -log(sum(volume*hydrogen ion concentration)).
% 9.  biomass:  total above ground biomass (g) after two growing seasons.
% 10. diam:  increment of diameter growth (mm) during the two growing seasons.
% 11. DMA:  whole-plot component of the covariate initial diameter (mm)
%     expressed as the deviation of the whole-plot mean from the overall
%     site mean.
% 12. DMB:  sub-plot component of the covariate initial diameter (mm)
%     expressed as the deviation of the subplot mean from the whole-plot mean.
% 13. D2HA: whole-plot component of the covariate initial volume, 
%     approximated as diameter squared times height, and expressed as
%     the deviation of the whole-plot mean from the overall site mean.
% 14. D2HB:  sub-plot component of the covariate initial volume and
%     expressed as the deviation of the subplot mean from the whole-plot mean.
% 15. DMOT:  depth to mottling (cm) of the clay soil; one measurement
%     per whole-plot. 
% 
% Missing data are coded with '.'
% 
% 
% NOTE:  The authors have on file letters of permission from
% each of the principal investigators to use the SCFRC data
% in a chapter in the book entitled CASE STUDIES IN BIOMETRY,
% and for the data used in this case study to
% be made available to the readers. 
% 
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation csb-ch5

@attribute site INTEGER
@attribute block INTEGER
@attribute rep {1,2}
@attribute ozone REAL
@attribute rain REAL
@attribute fam INTEGER
@attribute ppmhrs REAL
@attribute vwpH REAL
@attribute biomass REAL
@attribute diam REAL
@attribute DMA REAL
@attribute DMB REAL
@attribute D2HA REAL
@attribute D2HB REAL
@attribute DMOT REAL

@data
4,5,?,1.0,5.3,1,190.00,1.079,?,50.50,1.57,1.66,34.38,27.56,19.75
4,5,?,1.0,5.3,2,190.00,1.079,?,45.30,1.57,-0.79,34.38,-7.66,19.75
4,5,?,1.0,5.3,3,190.00,1.079,?,40.55,1.57,-1.04,34.38,-21.77,19.75
4,5,?,1.0,5.3,4,190.00,1.079,1203.17,40.45,1.57,0.16,34.38,1.87,19.75
5,1,1,0.0,3.0,1,69.16,-1.175,1668.94,46.41,-0.46,0.44,-16.43,8.28,?
5,1,1,0.0,3.0,2,69.16,-1.175,1145.27,47.97,-0.46,-0.04,-16.43,-16.73,?
5,1,1,0.0,3.0,3,69.16,-1.175,1570.01,52.64,-0.46,-1.96,-16.43,-48.12,?
5,1,1,0.0,3.0,4,69.16,-1.175,2430.78,64.48,-0.46,3.14,-16.43,113.13,?
5,1,1,0.0,4.0,1,61.35,-0.170,923.12,41.17,-0.11,1.34,-1.50,38.32,?
5,1,1,0.0,4.0,2,61.35,-0.170,1496.97,46.37,-0.11,0.21,-1.50,-10.77,?
5,1,1,0.0,4.0,3,61.35,-0.170,742.32,33.24,-0.11,-1.70,-1.50,-33.74,?
5,1,1,0.0,4.0,4,61.35,-0.170,1135.68,43.25,-0.11,0.14,-1.50,6.19,?
5,1,1,0.0,5.0,1,70.52,0.833,779.52,31.05,-0.58,-0.07,-38.06,1.81,?
5,1,1,0.0,5.0,2,70.52,0.833,1077.35,37.61,-0.58,0.26,-38.06,11.27,?
5,1,1,0.0,5.0,3,70.52,0.833,1066.10,46.20,-0.58,0.69,-38.06,11.96,?
5,1,1,0.0,5.0,4,70.52,0.833,921.16,38.17,-0.58,-0.88,-38.06,-25.04,?
5,1,1,1.0,3.0,1,218.89,-1.181,1308.68,51.27,0.50,1.81,-3.03,43.47,?
5,1,1,1.0,3.0,2,218.89,-1.181,1256.92,48.58,0.50,0.95,-3.03,35.63,?
5,1,1,1.0,3.0,3,218.89,-1.181,986.79,49.67,0.50,0.63,-3.03,3.75,?
5,1,1,1.0,3.0,4,218.89,-1.181,773.08,38.81,0.50,-3.40,-3.03,-82.84,?
5,1,1,1.0,4.0,1,219.02,-0.170,1009.31,40.58,-0.12,3.89,-16.51,123.31,?
5,1,1,1.0,4.0,2,219.02,-0.170,1086.82,40.10,-0.12,2.22,-16.51,23.53,?
5,1,1,1.0,4.0,3,219.02,-0.170,825.44,41.04,-0.12,-2.80,-16.51,-71.39,?
5,1,1,1.0,4.0,4,219.02,-0.170,810.85,39.89,-0.12,-3.31,-16.51,-75.45,?
5,1,1,1.0,5.0,1,203.97,0.830,1460.20,44.76,1.88,2.04,64.47,52.21,?
5,1,1,1.0,5.0,2,203.97,0.830,1303.87,43.73,1.88,3.62,64.47,122.94,?
5,1,1,1.0,5.0,3,203.97,0.830,750.19,27.35,1.88,-2.47,64.47,-76.11,?
5,1,1,1.0,5.0,4,203.97,0.830,980.63,38.51,1.88,-3.19,64.47,-99.04,?
5,1,1,2.0,3.0,1,390.08,-1.155,1079.19,49.76,-1.39,1.48,-41.61,20.75,?
5,1,1,2.0,3.0,2,390.08,-1.155,640.45,40.98,-1.39,-2.23,-41.61,-55.38,?
5,1,1,2.0,3.0,3,390.08,-1.155,836.57,40.61,-1.39,-0.53,-41.61,-18.93,?
5,1,1,2.0,3.0,4,390.08,-1.155,1070.18,38.16,-1.39,1.27,-41.61,53.56,?
5,1,1,2.0,4.0,1,392.18,-0.167,1664.34,49.61,0.04,2.08,-3.74,64.45,?
5,1,1,2.0,4.0,2,392.18,-0.167,1281.50,44.25,0.04,-0.57,-3.74,-21.05,?
5,1,1,2.0,4.0,3,392.18,-0.167,1340.11,49.52,0.04,-0.53,-3.74,-24.31,?
5,1,1,2.0,4.0,4,392.18,-0.167,908.66,43.84,0.04,-0.98,-3.74,-19.09,?
5,1,1,2.0,5.0,1,391.67,0.828,963.39,44.20,0.12,0.42,-1.98,21.57,?
5,1,1,2.0,5.0,2,391.67,0.828,942.41,41.97,0.12,0.63,-1.98,2.77,?
5,1,1,2.0,5.0,3,391.67,0.828,1595.50,40.48,0.12,-0.48,-1.98,-20.53,?
5,1,1,2.0,5.0,4,391.67,0.828,776.78,36.38,0.12,-0.81,-1.98,-14.07,?
5,1,1,3.0,3.0,1,569.65,-1.163,1013.63,46.22,1.99,2.13,36.95,80.15,?
5,1,1,3.0,3.0,2,569.65,-1.163,877.01,39.17,1.99,-0.22,36.95,-9.68,?
5,1,1,3.0,3.0,3,569.65,-1.163,1120.79,44.54,1.99,0.83,36.95,-6.87,?
5,1,1,3.0,3.0,4,569.65,-1.163,575.18,35.16,1.99,-2.74,36.95,-63.60,?
5,1,1,3.0,4.0,1,564.35,-0.161,1127.22,40.34,0.86,0.38,24.18,14.47,?
5,1,1,3.0,4.0,2,564.35,-0.161,1362.55,53.52,0.86,0.66,24.18,12.34,?
5,1,1,3.0,4.0,3,564.35,-0.161,1173.69,45.63,0.86,0.96,24.18,34.76,?
5,1,1,3.0,4.0,4,564.35,-0.161,883.01,42.64,0.86,-1.99,24.18,-61.57,?
5,1,1,3.0,5.0,1,570.66,0.834,650.49,33.87,-0.86,-1.75,-30.38,-42.70,?
5,1,1,3.0,5.0,2,570.66,0.834,589.81,36.61,-0.86,0.10,-30.38,-26.07,?
5,1,1,3.0,5.0,3,570.66,0.834,747.93,39.74,-0.86,2.62,-30.38,97.37,?
5,1,1,3.0,5.0,4,570.66,0.834,443.42,28.58,-0.86,-0.96,-30.38,-28.60,?
5,1,2,0.0,3.0,1,66.76,-1.158,1568.53,46.36,0.57,3.54,29.12,134.97,?
5,1,2,0.0,3.0,2,66.76,-1.158,1175.39,45.96,0.57,-0.65,29.12,-17.72,?
5,1,2,0.0,3.0,3,66.76,-1.158,1259.59,49.44,0.57,-2.32,29.12,-91.15,?
5,1,2,0.0,3.0,4,66.76,-1.158,1419.34,48.11,0.57,-0.57,29.12,-26.10,?
5,1,2,0.0,4.0,1,63.41,-0.163,1173.93,48.58,1.72,-0.11,60.16,-7.69,?
5,1,2,0.0,4.0,2,63.41,-0.163,1281.83,44.21,1.72,-0.30,60.16,-12.96,?
5,1,2,0.0,4.0,3,63.41,-0.163,1240.93,47.63,1.72,-0.82,60.16,-30.59,?
5,1,2,0.0,4.0,4,63.41,-0.163,1575.91,45.07,1.72,1.23,60.16,51.25,?
5,1,2,0.0,5.0,1,58.08,0.829,1454.70,48.22,-0.90,0.75,-23.24,32.21,?
5,1,2,0.0,5.0,2,58.08,0.829,808.13,35.46,-0.90,-2.17,-23.24,-70.55,?
5,1,2,0.0,5.0,3,58.08,0.829,1937.57,55.76,-0.90,2.74,-23.24,65.91,?
5,1,2,0.0,5.0,4,58.08,0.829,823.45,42.59,-0.90,-1.32,-23.24,-27.56,?
5,1,2,1.0,3.0,1,211.65,-1.174,1290.95,49.54,-1.36,1.03,-53.01,28.43,?
5,1,2,1.0,3.0,2,211.65,-1.174,933.34,44.08,-1.36,0.42,-53.01,-17.96,?
5,1,2,1.0,3.0,3,211.65,-1.174,1016.17,40.80,-1.36,1.09,-53.01,39.52,?
5,1,2,1.0,3.0,4,211.65,-1.174,1038.66,42.11,-1.36,-2.54,-53.01,-49.99,?
5,1,2,1.0,4.0,1,216.78,-0.178,719.33,36.98,-2.75,-2.95,-80.08,-53.39,?
5,1,2,1.0,4.0,2,216.78,-0.178,808.54,43.31,-2.75,1.40,-80.08,7.00,?
5,1,2,1.0,4.0,3,216.78,-0.178,981.04,40.86,-2.75,1.60,-80.08,49.10,?
5,1,2,1.0,4.0,4,216.78,-0.178,656.18,34.28,-2.75,-0.05,-80.08,-2.71,?
5,1,2,1.0,5.0,1,202.86,0.828,1352.91,44.50,1.94,-0.94,69.50,-36.65,?
5,1,2,1.0,5.0,2,202.86,0.828,1859.36,45.38,1.94,2.06,69.50,98.25,?
5,1,2,1.0,5.0,3,202.86,0.828,1551.05,47.14,1.94,1.28,69.50,22.65,?
5,1,2,1.0,5.0,4,202.86,0.828,1438.12,48.48,1.94,-2.40,69.50,-84.25,?
5,1,2,2.0,3.0,1,419.53,-1.192,1843.49,53.01,0.26,0.34,20.87,10.22,?
5,1,2,2.0,3.0,2,419.53,-1.192,1399.58,51.57,0.26,-1.03,20.87,-48.86,?
5,1,2,2.0,3.0,3,419.53,-1.192,1912.54,53.52,0.26,0.10,20.87,-13.52,?
5,1,2,2.0,3.0,4,419.53,-1.192,1403.33,50.39,0.26,0.59,20.87,52.16,?
5,1,2,2.0,4.0,1,389.93,-0.169,979.21,37.89,-1.31,0.47,-31.69,15.16,?
5,1,2,2.0,4.0,2,389.93,-0.169,836.53,42.64,-1.31,0.72,-31.69,10.80,?
5,1,2,2.0,4.0,3,389.93,-0.169,1197.28,45.85,-1.31,1.26,-31.69,38.33,?
5,1,2,2.0,4.0,4,389.93,-0.169,906.70,40.43,-1.31,-2.46,-31.69,-64.29,?
5,1,2,2.0,5.0,1,390.83,0.839,915.81,37.28,2.80,4.22,98.04,145.56,?
5,1,2,2.0,5.0,2,390.83,0.839,713.69,27.37,2.80,-1.89,98.04,-84.84,?
5,1,2,2.0,5.0,3,390.83,0.839,794.81,36.94,2.80,0.47,98.04,20.01,?
5,1,2,2.0,5.0,4,390.83,0.839,846.82,34.62,2.80,-2.81,98.04,-80.73,?
5,1,2,3.0,3.0,1,563.64,-1.172,749.70,37.87,-2.98,1.33,-84.39,36.32,?
5,1,2,3.0,3.0,2,563.64,-1.172,665.70,40.08,-2.98,-2.42,-84.39,-48.74,?
5,1,2,3.0,3.0,3,563.64,-1.172,938.20,45.84,-2.98,2.60,-84.39,38.54,?
5,1,2,3.0,3.0,4,563.64,-1.172,587.39,38.14,-2.98,-1.51,-84.39,-26.12,?
5,1,2,3.0,4.0,1,570.84,-0.167,657.56,36.92,-0.59,0.81,-5.68,26.04,?
5,1,2,3.0,4.0,2,570.84,-0.167,737.22,40.66,-0.59,0.19,-5.68,19.37,?
5,1,2,3.0,4.0,3,570.84,-0.167,997.14,44.52,-0.59,2.60,-5.68,48.25,?
5,1,2,3.0,4.0,4,570.84,-0.167,482.48,30.91,-0.59,-3.61,-5.68,-93.66,?
5,1,2,3.0,5.0,1,568.62,0.833,845.67,40.55,0.70,0.57,25.71,13.82,?
5,1,2,3.0,5.0,2,568.62,0.833,1127.96,37.38,0.70,1.62,25.71,72.22,?
5,1,2,3.0,5.0,3,568.62,0.833,771.65,43.11,0.70,-0.91,25.71,-43.69,?
5,1,2,3.0,5.0,4,568.62,0.833,790.97,42.03,0.70,-1.28,25.71,-42.35,?
6,1,1,0.0,1.0,1,46.99,1.076,552.55,34.30,-0.11,-0.63,0.91,-5.89,?
6,1,1,0.0,1.0,2,46.99,1.076,777.04,35.95,-0.11,-0.63,0.91,-4.73,?
6,1,1,0.0,1.0,3,46.99,1.076,949.98,36.75,-0.11,0.03,0.91,0.46,?
6,1,1,0.0,1.0,4,46.99,1.076,1117.39,37.50,-0.11,1.22,0.91,10.17,?
6,1,1,0.0,2.0,1,47.92,0.043,587.72,30.70,-0.42,0.19,-3.01,-0.13,?
6,1,1,0.0,2.0,2,47.92,0.043,752.24,34.75,-0.42,-0.16,-3.01,-1.02,?
6,1,1,0.0,2.0,3,47.92,0.043,688.91,36.70,-0.42,0.29,-3.01,1.39,?
6,1,1,0.0,2.0,4,47.92,0.043,673.57,32.50,-0.42,-0.31,-3.01,-0.24,?
6,1,1,0.0,3.0,1,50.25,-0.961,876.89,33.60,0.67,0.30,4.13,-0.64,?
6,1,1,0.0,3.0,2,50.25,-0.961,1093.15,42.55,0.67,0.40,4.13,2.65,?
6,1,1,0.0,3.0,3,50.25,-0.961,728.33,37.35,0.67,-1.60,4.13,-11.51,?
6,1,1,0.0,3.0,4,50.25,-0.961,1004.67,40.35,0.67,0.90,4.13,9.51,?
6,1,1,1.0,1.0,1,223.97,1.076,320.36,24.45,-0.30,-0.39,-1.83,-4.02,?
6,1,1,1.0,1.0,2,223.97,1.076,589.85,29.70,-0.30,0.41,-1.83,3.78,?
6,1,1,1.0,1.0,3,223.97,1.076,323.40,24.70,-0.30,-0.99,-1.83,-6.60,?
6,1,1,1.0,1.0,4,223.97,1.076,900.59,38.20,-0.30,0.96,-1.83,6.84,?
6,1,1,1.0,2.0,1,225.17,0.043,880.86,33.60,0.23,0.19,-0.41,-2.64,?
6,1,1,1.0,2.0,2,225.17,0.043,668.41,31.10,0.23,-0.81,-0.41,-2.71,?
6,1,1,1.0,2.0,3,225.17,0.043,1026.39,40.00,0.23,-0.06,-0.41,0.04,?
6,1,1,1.0,2.0,4,225.17,0.043,652.16,31.80,0.23,0.69,-0.41,5.32,?
6,1,1,1.0,3.0,1,229.06,-0.961,312.68,24.60,-0.06,-0.27,-0.08,-1.67,?
6,1,1,1.0,3.0,2,229.06,-0.961,578.02,34.60,-0.06,0.08,-0.08,0.50,?
6,1,1,1.0,3.0,3,229.06,-0.961,406.34,26.70,-0.06,-0.62,-0.08,-5.10,?
6,1,1,1.0,3.0,4,229.06,-0.961,543.55,35.55,-0.06,0.68,-0.08,5.44,?
6,1,1,1.7,1.0,1,398.59,1.076,787.06,35.20,0.37,0.15,1.46,0.33,?
6,1,1,1.7,1.0,2,398.59,1.076,884.90,41.75,0.37,0.00,1.46,-0.89,?
6,1,1,1.7,1.0,3,398.59,1.076,781.87,38.40,0.37,-0.45,1.46,-2.36,?
6,1,1,1.7,1.0,4,398.59,1.076,527.41,29.65,0.37,0.30,1.46,2.91,?
6,1,1,1.7,2.0,1,394.06,0.043,1096.52,40.95,-0.93,1.40,-5.77,5.90,?
6,1,1,1.7,2.0,2,394.06,0.043,886.66,40.70,-0.93,0.30,-5.77,0.58,?
6,1,1,1.7,2.0,3,394.06,0.043,240.92,24.40,-0.93,-1.40,-5.77,-5.21,?
6,1,1,1.7,2.0,4,394.06,0.043,897.63,37.75,-0.93,-0.30,-5.77,-1.28,?
6,1,1,1.7,3.0,1,405.51,-0.961,510.23,29.55,-0.48,0.55,-2.86,2.16,?
6,1,1,1.7,3.0,2,405.51,-0.961,1094.37,44.15,-0.48,-1.10,-2.86,-5.27,?
6,1,1,1.7,3.0,3,405.51,-0.961,718.80,36.30,-0.48,-0.10,-2.86,-2.44,?
6,1,1,1.7,3.0,4,405.51,-0.961,883.71,38.45,-0.48,0.65,-2.86,5.56,?
6,1,1,2.5,1.0,1,577.56,1.076,682.29,36.35,0.25,2.01,-0.75,16.08,?
6,1,1,2.5,1.0,2,577.56,1.076,690.83,36.70,0.25,-0.54,-0.75,-4.80,?
6,1,1,2.5,1.0,3,577.56,1.076,648.54,36.15,0.25,0.01,-0.75,-4.47,?
6,1,1,2.5,1.0,4,577.56,1.076,507.40,30.95,0.25,-1.49,-0.75,-6.82,?
6,1,1,2.5,2.0,1,578.63,0.043,639.92,26.70,0.89,0.17,6.13,0.24,?
6,1,1,2.5,2.0,2,578.63,0.043,493.25,30.70,0.89,0.13,6.13,3.84,?
6,1,1,2.5,2.0,3,578.63,0.043,708.65,33.05,0.89,-1.07,6.13,-8.16,?
6,1,1,2.5,2.0,4,578.63,0.043,687.38,30.55,0.89,0.78,6.13,4.08,?
6,1,1,2.5,3.0,1,576.68,-0.961,576.16,32.85,0.08,-0.46,-0.89,-3.71,?
6,1,1,2.5,3.0,2,576.68,-0.961,1016.12,37.70,0.08,1.44,-0.89,8.71,?
6,1,1,2.5,3.0,3,576.68,-0.961,361.65,32.25,0.08,-0.76,-0.89,-4.96,?
6,1,1,2.5,3.0,4,576.68,-0.961,793.86,34.10,0.08,-0.21,-0.89,-0.04,?
6,1,2,0.0,1.0,1,40.49,1.076,775.39,37.80,0.12,-0.55,-0.31,-5.28,?
6,1,2,0.0,1.0,2,40.49,1.076,984.32,39.95,0.12,-0.10,-0.31,-1.29,?
6,1,2,0.0,1.0,3,40.49,1.076,810.20,37.35,0.12,1.25,-0.31,9.10,?
6,1,2,0.0,1.0,4,40.49,1.076,694.06,35.80,0.12,-0.60,-0.31,-2.52,?
6,1,2,0.0,2.0,1,42.48,0.043,714.44,32.85,-0.71,0.97,-4.21,5.56,?
6,1,2,0.0,2.0,2,42.48,0.043,403.76,26.20,-0.71,-0.28,-4.21,-1.49,?
6,1,2,0.0,2.0,3,42.48,0.043,510.93,32.60,-0.71,-0.03,-4.21,-1.73,?
6,1,2,0.0,2.0,4,42.48,0.043,540.79,30.55,-0.71,-0.68,-4.21,-2.34,?
6,1,2,0.0,3.0,1,45.26,-0.961,631.21,33.80,-0.05,-0.39,0.66,-2.90,?
6,1,2,0.0,3.0,2,45.26,-0.961,1117.36,42.80,-0.05,0.26,0.66,-1.18,?
6,1,2,0.0,3.0,3,45.26,-0.961,1109.90,46.25,-0.05,1.16,0.66,10.54,?
6,1,2,0.0,3.0,4,45.26,-0.961,340.31,27.55,-0.05,-1.04,0.66,-6.46,?
6,1,2,1.0,1.0,1,224.48,1.076,556.29,30.30,-0.41,-0.68,-1.66,-4.67,?
6,1,2,1.0,1.0,2,224.48,1.076,765.08,34.35,-0.41,0.08,-1.66,-0.82,?
6,1,2,1.0,1.0,3,224.48,1.076,731.89,34.35,-0.41,-0.53,-1.66,-5.12,?
6,1,2,1.0,1.0,4,224.48,1.076,816.09,32.15,-0.41,1.12,-1.66,10.61,?
6,1,2,1.0,2.0,1,226.81,0.043,807.01,34.60,0.48,1.89,3.78,16.72,?
6,1,2,1.0,2.0,2,226.81,0.043,1104.91,44.10,0.48,0.19,3.78,-3.02,?
6,1,2,1.0,2.0,3,226.81,0.043,797.74,39.50,0.48,-1.81,3.78,-12.00,?
6,1,2,1.0,2.0,4,226.81,0.043,781.43,31.40,0.48,-0.26,3.78,-1.71,?
6,1,2,1.0,3.0,1,219.49,-0.961,1507.45,45.25,-0.26,0.68,-2.82,4.37,?
6,1,2,1.0,3.0,2,219.49,-0.961,1331.31,44.00,-0.26,-0.97,-2.82,-4.64,?
6,1,2,1.0,3.0,3,219.49,-0.961,920.27,39.45,-0.26,-0.13,-2.82,-2.40,?
6,1,2,1.0,3.0,4,219.49,-0.961,1139.04,39.95,-0.26,0.42,-2.82,2.66,?
6,1,2,1.7,1.0,1,397.73,1.076,613.48,31.85,-0.12,0.89,1.65,2.87,?
6,1,2,1.7,1.0,2,397.73,1.076,1076.99,41.85,-0.12,0.99,1.65,4.45,?
6,1,2,1.7,1.0,3,397.73,1.076,678.97,30.70,-0.12,0.14,1.65,2.50,?
6,1,2,1.7,1.0,4,397.73,1.076,857.04,37.25,-0.12,-2.01,1.65,-9.83,?
6,1,2,1.7,2.0,1,398.58,0.043,698.13,33.50,-0.01,-0.33,-1.59,-2.46,?
6,1,2,1.7,2.0,2,398.58,0.043,567.12,30.50,-0.01,0.57,-1.59,4.23,?
6,1,2,1.7,2.0,3,398.58,0.043,500.28,30.00,-0.01,-0.47,-1.59,-3.86,?
6,1,2,1.7,2.0,4,398.58,0.043,894.68,33.75,-0.01,0.23,-1.59,2.09,?
6,1,2,1.7,3.0,1,400.02,-0.961,675.63,35.55,-0.62,-0.01,-2.87,-0.30,?
6,1,2,1.7,3.0,2,400.02,-0.961,885.88,34.15,-0.62,-0.36,-2.87,-3.01,?
6,1,2,1.7,3.0,3,400.02,-0.961,722.42,36.45,-0.62,-0.16,-2.87,-0.72,?
6,1,2,1.7,3.0,4,400.02,-0.961,673.61,34.55,-0.62,0.54,-2.87,4.02,?
6,1,2,2.5,1.0,1,578.29,1.076,371.71,29.60,0.05,1.36,-0.40,5.19,?
6,1,2,2.5,1.0,2,578.29,1.076,662.62,33.65,0.05,-0.19,-0.40,-0.69,?
6,1,2,2.5,1.0,3,578.29,1.076,371.00,31.60,0.05,-1.29,-0.40,-7.09,?
6,1,2,2.5,1.0,4,578.29,1.076,603.06,35.25,0.05,0.11,-0.40,2.59,?
6,1,2,2.5,2.0,1,581.11,0.043,357.80,24.40,1.35,-0.64,9.74,-6.86,?
6,1,2,2.5,2.0,2,581.11,0.043,868.05,37.95,1.35,-0.39,9.74,-5.52,?
6,1,2,2.5,2.0,3,581.11,0.043,877.29,36.60,1.35,0.66,9.74,7.39,?
6,1,2,2.5,2.0,4,581.11,0.043,580.39,27.45,1.35,0.36,9.74,4.99,?
6,1,2,2.5,3.0,1,579.04,-0.961,172.88,18.85,-0.01,1.12,1.00,9.79,?
6,1,2,2.5,3.0,2,579.04,-0.961,402.64,26.15,-0.01,-0.68,1.00,-4.62,?
6,1,2,2.5,3.0,3,579.04,-0.961,397.54,29.75,-0.01,-0.47,1.00,-4.48,?
6,1,2,2.5,3.0,4,579.04,-0.961,415.67,28.15,-0.01,0.03,1.00,-0.69,?
