"year","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","bplg","school","educrec","schltype","empstatg","labforce","occ1950","occscore","sei","ind1950","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","migplac5","movedin","vetstat","tranwork"
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,12050,1,1,1,1,0,0,0,0,0,0,1,1,4,2,2,1,4,0,0,Spouse,25,Female,White,Married_spouse_present,2__children,California,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Food_stores_except_dairy,Works_for_wages_salary,?,?,Worked_2_yrs_prior,No,0,0,0,0,0,0,0,324,Different_state,Arizona,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,70,5750,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,12,Female,White,Never_married_single,?,California,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,195,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,115,6050,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,2,Female,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,138,?,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,75,10050,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,3,Female,White,Never_married_single,?,California,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,230,?,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,105,2850,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,14,Female,Black_Negro,Never_married_single,No_children,California,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,76,Moved_place_not_reported,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,150,9050,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,Child,8,Male,White,Never_married_single,?,Indiana,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,150,Different_state,Indiana,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,20050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,18,18,0,Spouse,42,Female,White,Married_spouse_present,2__children,Massachusetts,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,501,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,10050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,3,3,0,Spouse,35,Female,White,Married_spouse_present,No_children,New_Jersey,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Stenographers_typists_and_secretaries,22,61,Misc_business_services,Works_for_wages_salary,?,?,Worked_2_yrs_prior,No,0,0,0,0,0,0,0,340,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,75,1350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,70,Female,White,Divorced,No_children,Arkansas,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Private_household_workers_(nec),6,7,Private_households,Works_for_wages_salary,?,?,Worked_7-10_yrs_ago,No,1350,0,0,0,0,1350,0,77,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,16050,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,12,Male,White,Never_married_single,?,Wisconsin,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,367,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,6250,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,60,Male,White,Married_spouse_present,?,Illinois,No_not_in_school,Grade_11,Not_enrolled,Unemployed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Not_specified_metal_industries,Works_for_wages_salary,40-47_weeks,?,Worked_previous_yr,Yes,6250,6050,0,0,0,0,150,254,Same_house,?,7,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,19050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,16,16,0,Spouse,35,Female,White,Married_spouse_present,1_child,Puerto_Rico,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Apparel_and_accessories,Works_for_wages_salary,40-47_weeks,40_hours,?,Yes,7950,7950,0,0,0,0,0,501,Same_house,?,5,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,125,3950,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,54,Male,Black_Negro,Married_spouse_present,?,Louisiana,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,850,0,0,0,850,0,0,161,Same_state_countydifferent_house,?,2,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,26850,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,53,Female,White,Married_spouse_present,1_child,England,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Bookkeepers,22,51,Eating_and_drinking__places,Works_for_wages_salary,?,?,Worked_3-6_yrs_ago,No,50,0,0,0,0,0,50,501,Same_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,8450,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,13,Male,White,Never_married_single,?,California,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,227,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,150,-00024,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,21,Female,White,Married_spouse_present,No_children,Texas,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Motor_vehicles_and_motor_vehicle_equipment,Works_for_wages_salary,27-39_weeks,?,Worked_previous_yr,Yes,1550,1550,0,0,0,0,0,1,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,9050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,10,10,0,Spouse,41,Female,White,Married_spouse_present,1_child,Pennsylvania,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Stenographers_typists_and_secretaries,22,61,Educational_services,Works_for_wages_salary,?,?,Worked_2_yrs_prior,No,0,0,0,0,0,0,0,306,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,100,8650,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,4,Male,White,Never_married_single,?,California,Yes_in_school,None_or_preschool,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,198,?,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,75,5650,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,26,Female,White,Separated,No_children,Illinois,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Clerical_and_kindred_workers_(n_e_c_),24,44,General_merchandise,Works_for_wages_salary,50-52_weeks,49-59_hours,?,Yes,5650,5650,0,0,0,0,0,296,Same_house,?,5,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,8950,1,1,2,1,0,0,0,0,0,0,1,1,8,2,0,1,26,19,0,Spouse,63,Female,White,Married_spouse_present,12_(12+_1960-1990),Mexico,No_not_in_school,Grade_1-4,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,1050,0,0,0,550,0,450,136,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,74,Male,White,Married_spouse_present,?,California,No_not_in_school,Grade_9,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Bookkeepers,22,51,Railroads_and_railway,Works_for_wages_salary,?,?,Worked_3-6_yrs_ago,No,0,0,0,0,0,0,0,1,Same_house,?,7,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,83,13550,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,16,16,0,Head_Householder,45,Male,White,Married_spouse_present,?,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Laborers_(nec),20,8,Construction,Works_for_wages_salary,40-47_weeks,15-29_hours,?,Yes,7050,7050,0,0,0,0,0,459,Same_state_countydifferent_house,?,4,Yes,Passenger
97,Institution,Correctional_institutions,Non-Farm,?,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,35,Male,White,Married_spouse_absent,?,United_States_ns,No_not_in_school,Grade_10,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Food_stores_except_dairy,Works_for_wages_salary,27-39_weeks,?,Worked_previous_yr,Yes,3750,3750,0,0,0,0,0,0,Moved_place_not_reported,?,1,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999,0,8050,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,53,Male,White,Divorced,?,New_York,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Truck_and_tractor_drivers,25,15,Cement_concrete_gypsum_and_plaster_products,Works_for_wages_salary,40-47_weeks,30-34_hours,?,Yes,8050,8050,0,0,0,0,0,422,Same_house,?,5,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,9150,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,19,11,0,Spouse,43,Female,White,Married_spouse_present,3,Illinois,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Drug_stores,Works_for_wages_salary,14-26_weeks,1-14_hours,?,Yes,1450,1450,0,0,0,0,0,204,Same_house,?,6,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),50000,0,18050,1,1,1,1,0,0,0,0,0,0,2,1,6,4,1,1,15,2,0,Head_Householder,40,Male,White,Married_spouse_present,?,Tennessee,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Insurance,Works_for_wages_salary,50-52_weeks,35-39_hours,?,Yes,18050,18050,0,0,0,0,0,368,Same_state_countydifferent_house,?,3,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,15650,1,1,1,1,0,0,0,0,0,0,1,1,5,3,3,1,4,2,0,Spouse,29,Female,White,Married_spouse_present,3,California,No_not_in_school,4+_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Insurance_agents_and_brokers,36,66,Insurance,Works_for_wages_salary,?,?,Worked_3-6_yrs_ago,No,0,0,0,0,0,0,0,357,Different_state,Washington,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,330,33950,1,1,1,0,3,0,1,0,0,0,1,1,3,0,0,1,99,99,0,Spouse,56,Female,White,Married_spouse_present,1_child,Kansas,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Misc_retail_stores,Self-employed,?,?,Worked_7-10_yrs_ago,No,0,0,0,0,0,0,0,501,Same_state_different_county,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),13750,0,1950,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,44,Female,White,Widowed,No_children,Mexico,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,1950,0,0,0,0,0,1950,102,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,9350,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,5,Male,Black_Negro,Never_married_single,?,California,Yes_in_school,None_or_preschool,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,214,Same_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999,0,13050,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,21,19,0,Spouse,57,Female,White,Married_spouse_present,4,Canada,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,345,Same_house,?,9,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,12450,1,1,1,1,0,0,0,0,0,0,2,1,5,3,1,1,7,1,0,Head_Householder,40,Male,White,Married_spouse_present,?,England,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Engineers_(nec),48,87,Office_and_store_machines,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,12450,12050,350,0,0,0,0,284,Same_state_countydifferent_house,?,2,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,14150,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,18,18,0,Spouse,38,Female,White,Married_spouse_present,1_child,North_Carolina,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Bookkeepers,22,51,Gasoline_service_stations,Works_for_wages_salary,50-52_weeks,15-29_hours,?,Yes,0,0,0,0,0,0,0,493,Same_state_countydifferent_house,?,2,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,265,7950,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,10,Female,White,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,269,Same_state_different_county,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,65,2650,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,89,Female,White,Widowed,4,North_Dakota,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,2650,0,0,0,750,0,1850,151,Moved_place_not_reported,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,140,7850,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,1,Male,White,Never_married_single,?,South_America,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,211,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,17650,1,1,1,1,0,0,0,0,0,0,1,1,6,4,0,1,17,10,0,Spouse,42,Female,White,Married_spouse_present,4,Wisconsin,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Unemployed,Yes_in_labor_force,?,0,0,?,Works_for_wages_salary,?,?,Worked_more_than_10_yrs_ago,No,0,0,0,0,0,0,0,360,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),11250,0,4150,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,77,Male,White,Married_spouse_present,?,Iowa,No_not_in_school,Grade_1-4,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,3350,0,0,0,1750,650,950,187,Same_house,?,7,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,150,7250,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,5,Female,White,Never_married_single,?,Nevada,Yes_in_school,None_or_preschool,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,195,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,185,20050,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,5,Male,White,Never_married_single,?,Montana,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,458,Different_state,Alabama,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,135,6350,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,0,Child,13,Female,American_Indian,Never_married_single,?,California,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,116,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,13350,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,10,Female,White,Never_married_single,?,United_States_ns,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,305,Different_state,Utah,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,9450,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,8,Female,White,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,320,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,175,3350,1,0,1,0,1,7,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,9,Female,White,Never_married_single,?,United_States_ns,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,113,Moved_place_not_reported,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,14250,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,0,Female,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,483,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,16650,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,15,5,0,Spouse,37,Female,White,Married_spouse_present,3,California,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,0,0,0,0,0,0,0,380,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,8850,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,15,14,0,Spouse,43,Female,White,Married_spouse_present,2__children,New_Mexico,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Unemployed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Misc_manufacturing_industries,Works_for_wages_salary,1-13_weeks,?,Worked_current_yr,Yes,550,450,0,0,0,50,0,238,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,21750,1,2,2,2,4,0,2,3,0,2,0,0,6,0,0,1,99,99,1,Grandchild,3,Female,White,Never_married_single,?,California,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,421,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,100,10650,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,21,Female,White,Married_spouse_present,No_children,Illinois,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Telephone,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,4350,4350,0,0,0,0,0,434,Different_state,Illinois,1,?,Passenger
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,175,14750,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,3,Male,White,Never_married_single,?,California,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,337,?,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,13750,1,1,2,1,4,0,2,0,0,0,0,0,5,0,0,1,99,99,0,Grandchild,0,Male,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,297,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,98,8950,1,1,1,1,0,0,0,0,0,0,1,1,5,3,1,1,9,2,0,Spouse,27,Female,White,Married_spouse_present,5,California,No_not_in_school,Grade_10,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Private_household_workers_(nec),6,7,Private_households,Works_for_wages_salary,?,?,Worked_current_yr,No,0,0,0,0,0,0,0,204,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,5150,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,9,Female,Black_Negro,Never_married_single,?,California,Yes_in_school,Grade_1-4,Parochial_(1970),?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,105,Same_state_place_not_reported,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,125,15150,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,5,Male,White,Never_married_single,?,California,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,407,Same_state_countydifferent_house,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,115,13550,1,1,1,1,0,0,0,0,0,0,1,1,6,4,1,1,18,3,0,Spouse,46,Female,Black_Negro,Married_spouse_present,5,California,Yes_in_school,Grade_11,Public_school,Employed,Yes_in_labor_force,Janitors_and_sextons,21,9,Educational_services,Works_for_wages_salary,27-39_weeks,?,Worked_current_yr,Yes,1150,1150,0,0,0,0,0,268,Same_state_countydifferent_house,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,11650,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,16,11,0,Spouse,45,Female,White,Married_spouse_present,5,Michigan,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Attendants_professional_and_personal_service_(nec),13,26,Educational_services,Works_for_wages_salary,40-47_weeks,?,Worked_previous_yr,Yes,550,550,0,0,0,0,0,266,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,17550,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,8,Female,White,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,472,Same_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,65,2750,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,70,Female,Black_Negro,Widowed,2__children,United_States_ns,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Private_household_workers_(nec),6,7,Laundering_cleaning_and_dyeing,Works_for_wages_salary,1-13_weeks,?,Worked_previous_yr,Yes,2750,450,0,0,1450,0,850,156,Moved_place_not_reported,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,12050,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,10,8,0,Head_Householder,45,Male,White,Married_spouse_present,?,Colorado,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Insurance_agents_and_brokers,36,66,Insurance,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,12050,12050,0,0,0,0,0,275,Same_state_countydifferent_house,?,2,Yes,Driver
