ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,74995,15417,117961,119256,120943,126684,130913,292795,126685
1,75078,28266,118315,118316,147019,157799,301462,124487,157801
1,80579,23440,117961,117962,118409,118523,310608,118331,118525
1,31990,7253,117961,118225,118403,117905,117906,290919,117908
1,80205,7069,117961,118386,123844,117905,117906,290919,117908
1,81450,309791,119134,119135,118292,118293,118302,118295,118296
1,13878,27890,118084,118085,117884,117879,117886,19721,117880
1,973,61016,119596,119597,119703,118912,174408,118424,118914
1,78167,18236,117961,118052,120304,307024,129630,118331,118332
1,87696,4698,117961,117962,118352,118321,290919,290919,118322
1,34950,58849,117961,118327,118492,118451,125738,118453,118454
1,45271,7370,117961,118413,118481,117905,117906,290919,117908
1,34861,59748,117961,118386,120361,118321,153262,290919,118322
1,23152,51781,119280,119281,118623,118995,136748,292795,118997
1,43876,50472,118079,118080,117878,117885,118177,117887,117888
1,79092,29134,117961,118300,28618,118321,240983,290919,118322
1,81316,54618,117961,118052,118821,117905,240983,290919,117908
1,7543,1448,117902,117903,120722,117905,117906,290919,117908
1,41576,3944,117961,118343,118514,117905,117906,290919,117908
1,15715,51792,118555,118178,135245,259173,121024,292795,118943
1,79007,49423,117961,118052,123144,118890,203706,118398,118892
1,61014,7490,118349,118350,122672,130857,125539,308574,130858
1,14570,12914,118006,118007,117941,118568,127856,19721,118570
1,37651,17212,117961,118446,126352,152308,152309,118612,152310
1,73536,49655,117961,118446,122550,122551,117906,118762,122552
1,33248,15554,117961,118386,123144,118890,125128,118398,118892
1,3069,994,117961,118300,120312,120516,123107,120518,120519
1,1151,16098,117961,118327,120171,120647,240979,118398,120649
1,36124,23345,117961,118327,120318,122060,130360,290919,122062
1,42085,53240,117876,117877,117878,117879,117879,19721,117880
1,74679,54258,117890,118102,117878,117899,123862,19721,117900
1,42085,48938,118169,118170,118042,118043,297838,270488,118046
1,4675,17218,117961,118300,120026,123737,180449,118960,123738
1,45300,116406,117961,117962,120677,122067,297566,118424,122069
0,33147,4341,117961,118300,118957,118321,117906,290919,118322
1,42323,4583,117961,118413,120370,117905,117906,290919,117908
1,38707,11925,118742,118743,118008,117885,117886,117887,117888
1,23961,53176,117961,117969,118970,118890,311441,118398,118892
1,14960,91335,118084,118085,117884,118568,281735,19721,118570
1,79092,7012,117961,118225,120050,118777,120316,308574,118779
1,31222,1325,117961,117962,118910,117905,240983,290919,117908
1,38800,17514,117961,118343,121747,118321,117906,290919,118322
1,31920,7265,117961,118343,119598,118321,240983,290919,118322
1,32064,1938,117961,118300,118066,120560,304465,118643,120562
0,73105,131053,117961,118327,118507,118890,138290,118398,118892
1,79092,8607,117961,118225,118403,117905,240983,290919,117908
1,28486,48456,117935,117936,117878,117879,117879,19721,117880
1,34634,49388,118887,118888,118631,118728,301534,118295,118730
1,37464,2318,117961,118327,118933,118321,117906,290919,118322
0,75214,8008,117887,118178,118320,117905,117906,290919,117908
1,80896,25276,117961,118343,121747,118321,117906,290919,118322
1,31232,20437,117890,117891,117878,117879,117879,19721,117880
1,45652,70056,117961,118225,118403,118685,120316,308574,118687
1,43952,50806,117961,118446,119961,118054,118054,117887,118055
0,16033,18073,118256,118257,118623,118995,286106,292795,118997
1,34628,1080,117961,118327,118378,120952,120953,118453,120954
1,79447,6999,117961,118343,121747,118321,240983,290919,118322
1,732,770,117961,118300,118437,118451,130134,118453,118454
1,34292,12768,117910,118855,117920,121067,122957,121069,121070
1,42085,15887,117961,118052,120356,123737,305057,118960,123738
1,99947,33266,117961,118300,123719,118784,118785,290919,118786
1,40129,21863,117961,118386,123144,123067,233714,118398,123068
1,39939,23122,118290,118291,119136,120056,137950,118474,120058
1,4675,242142,125714,125715,118514,118321,117906,290919,118322
1,37651,14552,118219,118220,118008,117885,117913,117887,117888
1,80313,50019,117961,118052,119408,117905,117906,290919,117908
1,80032,17561,91261,118026,118202,118278,118260,290919,118279
1,33111,1550,117961,118225,123173,118054,121311,117887,118055
1,84811,81744,117902,117903,118783,118451,130134,118453,118454
1,6977,1443,117961,118343,120722,118321,117906,290919,118322
1,37009,1249,117961,118386,118910,118321,117906,290919,118322
1,79121,3620,119596,119597,120026,118293,118294,118295,118296
1,38710,10061,118269,118270,117878,117885,117937,117887,117888
1,33239,4378,117961,118327,118507,118054,120238,117887,118055
1,41314,15581,118256,118257,117945,118995,118806,292795,118997
1,3130,71189,117961,118386,128823,118054,124424,117887,118055
0,40062,50952,117961,118327,118929,118321,117906,290919,118322
1,80548,74967,117961,117962,117904,127782,160080,290919,127783
0,82376,51761,117961,118413,120370,118321,117906,290919,118322
1,80246,5767,117961,118343,118344,118777,279443,308574,118779
1,15022,56199,117961,118052,118706,117905,117906,290919,117908
1,73815,28481,118315,118316,140453,129229,311378,119788,129231
1,28941,20126,117961,118386,120677,122067,206347,118424,122069
1,302049,20900,118752,119070,119136,119137,176103,118474,119139
1,28083,1614,117961,118327,118507,129909,185973,118453,129911
1,1581,1730,117902,117903,118507,120990,120991,118398,120992
1,74754,70168,117961,118052,121949,118636,238714,118638,118639
1,80663,5496,91261,118026,118202,118321,117906,290919,118322
1,15797,8238,119301,119302,119303,118321,150358,290919,118322
1,75817,2354,117961,117962,118501,118502,118503,118504,118505
1,40864,58504,117975,117976,117941,121246,136340,118131,121248
1,78563,3648,117961,118300,118631,120344,162055,118424,120346
1,26437,30461,118670,118671,117895,117896,117913,117887,117898
1,81360,8150,117961,118386,119954,118777,279443,308574,118779
1,4675,5987,117961,118446,16232,118321,117906,290919,118322
1,42233,70297,117961,118327,118744,118259,120721,290919,118261
1,20742,22356,117926,118124,119569,121067,122957,121069,121070
1,81342,274483,125714,125715,121176,117905,117906,290919,117908
1,87843,14638,117961,118052,118821,117905,117906,290919,117908
0,42208,25558,117961,118052,118992,118685,120316,308574,118687
1,67717,50302,117932,117933,117878,117879,117879,19721,117880
1,41518,4219,117961,118300,120312,120313,157234,118424,120315
1,81350,4729,117961,118300,125821,118980,301534,118295,118982
1,78516,49353,117961,117962,118910,117905,117906,290919,117908
1,79299,46610,117902,118041,118556,280788,280788,292795,119082
1,42085,6071,117961,118413,122007,117905,117906,290919,117908
1,74142,8106,117961,118327,120559,120560,304465,118643,120562
1,81350,46462,118290,118291,119837,118422,120065,118424,118425
1,19723,57596,118181,118182,117920,118568,154898,19721,118570
1,91811,7554,117961,118300,121176,118685,120316,308574,118687
1,28865,151425,119062,119091,118514,119962,168365,118205,119964
0,42871,5228,119596,119597,168533,120789,301124,118424,120791
1,76630,4583,117961,118413,120370,117905,117906,290919,117908
1,35376,215806,118315,118316,123656,118321,242891,290919,118322
1,43860,60180,117916,118011,117941,117879,117886,19721,117880
1,33146,8204,117961,118052,122392,120097,174445,270488,120099
0,13878,27758,118006,118007,117941,117879,117897,19721,117880
1,27124,5899,117961,118327,120318,118641,240982,118643,118644
1,33147,1222,117961,118327,120171,120647,256168,118398,120649
1,25993,6227,117961,118343,118437,118784,117906,290919,118786
1,80819,17834,117902,117903,124725,123045,305057,120518,123047
1,38206,17002,5110,117954,117895,118568,157237,19721,118570
1,27124,19832,117961,118386,123757,118321,117906,290919,118322
1,16218,8607,117961,118225,118403,117905,117906,290919,117908
1,43302,17326,117961,118386,118746,133306,135146,118205,133308
1,44216,55941,117961,118327,122109,117905,117906,290919,117908
1,4675,44917,117961,117962,118450,119192,126438,119184,119194
1,27124,19832,117961,118327,123901,118321,117906,290919,118322
1,20299,90539,117929,117930,117884,117885,117913,117887,117888
1,35502,2717,118290,118291,118979,120344,141929,118424,120346
1,77295,28890,117961,118327,118529,138019,229991,120518,138021
1,27300,14855,117961,118300,123719,118451,153802,118453,118454
0,28149,13849,117961,118386,118317,307024,311622,118331,118332
1,43368,46407,118212,118213,275600,122849,139668,119095,122850
1,78195,4931,118290,118291,120026,118422,243787,118424,118425
1,37778,3770,117961,118343,123144,118890,125128,118398,118892
1,35395,7530,117961,118343,118631,118321,117906,290919,118322
1,19752,7651,117961,118386,118746,117905,117906,290919,117908
1,75624,6982,117961,118300,118783,118321,117906,290919,118322
0,34987,5043,117961,118300,118458,120344,310997,118424,120346
1,4675,32457,117961,118327,118320,117905,240983,290919,117908
1,28591,33,117961,118413,119968,117905,117906,290919,117908
1,115831,57625,121005,121006,128742,118811,310825,19793,118813
1,23497,3654,117961,118300,118631,118826,168415,118424,118828
1,4672,46149,117961,118327,4674,118784,174486,290919,118786
1,79543,6107,117961,118386,118404,118536,118537,308574,118539
1,80668,19839,117961,118300,120722,118784,117906,290919,118786
1,42085,135359,120342,120343,119076,118834,124426,118424,118836
1,25549,8784,117961,118300,119890,118422,147040,118424,118425
1,40531,3486,118752,119070,118042,118563,171750,270488,118565
1,80470,4865,117961,118343,121710,118422,300136,118424,118425
1,34985,25293,117961,118386,118317,121414,130802,118704,121416
1,73114,21859,117961,118327,118507,118396,158043,118398,118399
1,78176,7408,117961,117962,118352,117905,240983,290919,117908
0,44909,3270,117961,118225,122870,118563,123784,270488,118565
1,74883,6736,117961,117969,6725,122290,268766,6725,122292
1,15723,141,117961,118225,122273,118321,117906,290919,118322
1,79951,1840,117961,118343,118514,118321,117906,290919,118322
1,80271,30,117961,118413,120370,117905,117906,290919,117908
0,1032,4108,118887,118888,119136,119137,122564,118474,119139
1,3853,5137,118212,118213,123614,120497,229576,118424,120499
1,38721,50634,118163,118164,117878,117879,117879,19721,117880
1,72126,2014,117961,117962,117904,127782,160080,290919,127783
1,33239,27102,117961,118327,118507,118863,147148,118398,118865
1,113572,21823,117961,118446,118684,118321,117906,290919,118322
1,79092,46104,117961,118327,120559,120560,304465,118643,120562
1,15716,55163,118752,118753,119121,118274,118806,292795,118276
1,935,5103,117961,118225,120050,118784,118406,290919,118786
1,920,1398,117961,118300,118437,118784,130735,290919,118786
1,73756,2679,122880,122974,117945,280788,135815,292795,119082
1,75078,261301,118315,118463,118522,118465,135253,118467,118468
1,38972,7766,118256,118257,118623,117946,119722,292795,117948
1,74302,1945,118573,118574,118450,119192,221567,119184,119194
1,23921,15389,117961,118225,122870,119928,129017,118331,119929
1,35376,28253,118315,118463,123089,118784,130219,290919,118786
1,79699,1350,117961,118052,120096,117905,117906,290919,117908
1,3853,13871,117961,118300,118514,118321,117906,290919,118322
1,33340,3917,117961,118300,121405,118321,240983,290919,118322
1,80653,7411,117961,118386,118746,118451,152307,118453,118454
1,45258,3085,117961,118300,125821,118834,251171,118424,118836
1,26313,2291,117961,118225,120663,122297,120664,118331,118899
1,18072,8707,117961,118300,19772,132096,168524,119095,132098
1,42972,81619,118990,118991,118992,117905,120828,290919,117908
0,79340,46526,117961,118300,119984,118396,269406,118398,118399
1,80301,252252,117902,117903,118437,122129,305057,121916,122131
1,39262,82362,117961,118052,120417,132103,138060,118347,132105
1,75328,3313,130570,119256,118042,118043,118043,270488,118046
1,74101,770,117961,118300,119181,119346,302830,4673,119348
1,25536,7539,117961,118343,119987,117905,117906,290919,117908
1,75834,44024,117961,117962,122224,120690,122225,290919,120692
1,45517,15682,117961,118300,118957,118321,117906,290919,118322
1,4675,5524,117961,118343,118514,118784,121556,290919,118786
1,73996,16642,117961,118300,121176,118784,118785,290919,118786
1,38391,19350,118095,118096,117941,117899,128628,19721,117900
1,20364,7524,117961,118300,119195,118636,227378,118638,118639
1,15030,6199,117961,118225,120663,117905,117906,290919,117908
1,35921,1140,117961,117962,118352,118321,117906,290919,118322
1,77362,8164,117961,118327,120685,118841,123881,118643,118843
1,43452,7586,117961,118225,118403,118321,117906,290919,118322
1,73117,46476,117902,117903,117904,117905,117906,290919,117908
1,13878,124033,124034,124035,117945,280788,126042,292795,119082
1,20294,25983,117916,117917,118599,179731,160757,117887,117973
1,80316,25872,118169,118170,119796,118172,129003,249618,118175
1,80460,53190,117961,118300,19772,118321,117906,290919,118322
1,31992,3692,117961,118413,126229,121594,207709,4673,121596
1,4605,151425,119062,119091,118514,118028,168365,117887,118030
1,34950,28805,117961,118327,120299,121122,145774,118612,121124
1,20364,1915,117961,118300,119181,119743,244154,3130,119745
1,45325,4950,117961,118343,118911,118826,257115,118424,118828
1,42085,84891,120342,120343,118631,118321,311778,290919,118322
1,45035,54606,118090,118091,131868,128093,119193,119184,128095
1,60108,46254,117961,118327,126310,124886,306399,118643,124888
1,14953,5518,117961,118300,118514,118259,132715,290919,118261
1,3853,33,117961,118413,118501,144353,144354,118504,144355
1,81364,74910,91261,118026,118317,118259,118260,290919,118261
1,81350,3620,119596,119597,120026,118293,118294,118295,118296
1,79092,46662,119280,119281,117945,117946,118806,292795,117948
1,7543,1397,117961,118300,120722,118321,117906,290919,118322
1,20483,6748,117961,117969,6725,120527,298066,6725,120529
1,38719,85445,118079,118080,117878,117885,117913,117887,117888
0,15797,7284,91261,118026,118202,118321,117906,290919,118322
1,78597,23347,117961,118052,119408,118685,279443,308574,118687
1,58678,32242,117961,118327,253965,118321,117906,290919,118322
1,3003,20201,118212,118213,126955,117905,117906,290919,117908
1,37732,6859,117978,117979,117884,117879,117886,19721,117880
1,7543,6454,117961,118343,118856,120773,165589,118960,120774
0,29260,51007,117961,118413,120526,118784,117906,290919,118786
1,25993,21083,118106,118107,117941,117879,122853,19721,117880
1,27589,51773,117961,118446,118684,118784,240983,290919,118786
1,45856,70243,117961,118327,118492,129909,129910,118453,129911
1,41477,7583,118990,118991,118992,118321,120828,290919,118322
1,13878,14890,117935,117936,117878,117899,117899,19721,117900
1,78320,76530,118003,118004,117878,117879,117879,19721,117880
1,75245,52481,117983,117984,117878,118568,292195,19721,118570
1,17308,139593,117902,118041,119781,130479,179826,119784,130481
1,45815,125466,117902,117903,120171,120990,157414,118398,120992
1,20273,6440,118216,118217,117941,118568,281735,19721,118570
1,74555,4669,117961,118327,118391,117905,117906,290919,117908
1,38043,23666,118084,118085,117920,117879,117886,19721,117880
1,77293,26312,138798,138799,120539,118321,117906,290919,118322
1,74283,34608,117961,118327,118320,117905,117906,290919,117908
1,33155,5604,117961,118343,119598,118958,159709,118960,118961
1,41234,20440,117890,117891,117878,118568,292195,19721,118570
1,37155,28241,119170,119171,118522,129229,200658,119788,129231
1,115187,7460,117961,118300,118783,118784,147114,290919,118786
1,19723,55636,117916,118150,117920,118568,210268,19721,118570
1,16443,4549,117961,118225,120050,118321,118448,290919,118322
1,45876,14798,117961,118386,118746,128230,302830,4673,128231
1,36686,3941,117876,117877,117878,118568,292195,19721,118570
1,75834,4936,117961,118343,120126,123615,133686,118424,123617
1,25278,49454,117961,118300,147589,118054,118054,117887,118055
1,83217,770,117961,118300,119181,118451,130134,118453,118454
1,18913,31857,117929,117930,117884,117879,117886,19721,117880
1,1020,15990,117961,118413,125133,119849,128470,118638,119851
1,41378,5192,119596,119597,118825,118293,118294,118295,118296
1,16199,30,117961,118413,120370,117905,117906,290919,117908
1,25993,4951,117961,118343,120126,119433,133686,118424,119435
1,26437,310280,118126,118237,117895,117896,117913,117887,117898
1,25993,25686,118541,118542,118543,126138,127068,124136,126140
1,43643,3000,117961,118225,120551,117905,117906,290919,117908
1,80145,7551,117961,118052,118867,118321,117906,290919,118322
1,73510,79116,118169,118170,118042,118043,129174,270488,118046
1,13878,71982,117916,118011,117884,117879,117886,19721,117880
1,78696,7314,117961,118300,121951,118321,117906,290919,118322
1,16306,32242,117961,118327,121979,120690,120691,290919,120692
1,75179,45965,117961,118386,120677,307024,294485,118331,118332
1,73490,4395,117961,118300,118597,118422,150827,118424,118425
1,73468,6021,117961,118413,122007,124886,190212,118643,124888
1,34542,7807,117961,118327,118518,120097,146705,270488,120099
1,77945,19829,117961,118386,118896,118784,121873,290919,118786
1,73536,24169,117916,117917,117941,117885,117913,117887,117888
1,75078,24973,91261,118026,118229,119004,257970,119006,119007
1,85540,58916,117961,118327,118391,118784,117906,290919,118786
1,34817,3005,117961,118413,118481,118321,117906,290919,118322
1,78876,2305,117961,117962,119223,128230,127596,4673,128231
1,33151,6843,117961,117969,6725,125687,259130,6725,125689
1,74170,4193,117961,118343,118514,119849,133986,118638,119851
1,74697,1409,117961,118300,118437,118685,139689,308574,118687
1,75321,25237,117961,117962,118910,118321,117906,290919,118322
1,13878,4299,117876,117877,117878,117899,121756,19721,117900
1,80460,53190,117961,118300,19772,118784,118785,290919,118786
1,73756,3622,117961,118300,118458,118834,223125,118424,118836
1,34562,1080,117961,118327,118378,120952,120953,118453,120954
1,20292,46568,117989,117990,117884,117885,117913,117887,117888
1,108266,55941,117961,118327,122109,117905,117906,290919,117908
1,28943,6217,117961,118327,118328,119172,121927,118467,119174
1,40919,101330,118315,118463,118522,118465,145194,118467,118468
1,39262,59785,91261,118026,120671,121143,247469,249618,121145
1,20798,1475,117902,117903,118450,121372,148801,119184,121374
1,740,770,117961,118300,119181,118451,130134,118453,118454
1,27082,3526,117961,118225,120323,122849,120324,119095,122850
1,31842,58461,117926,117927,119569,119323,123932,19793,119325
0,5906,1443,117961,118343,120722,118321,117906,290919,118322
1,45652,4549,117961,118225,120050,117905,117906,290919,117908
1,114226,7491,117961,118300,119181,118321,117906,290919,118322
1,39630,7578,117961,118343,120722,118321,117906,290919,118322
1,75078,102232,91261,118026,118027,273308,279687,249618,118232
1,27323,54635,117961,118225,119238,122849,120324,119095,122850
1,6977,3745,117961,118300,118360,118361,118362,118363,118364
1,278393,15554,117961,118386,123144,118890,125128,118398,118892
1,44914,2270,117961,118413,118631,123737,127475,118960,123738
1,18072,46632,119280,119281,118623,126684,130913,292795,126685
1,15720,4659,117961,118225,120663,118784,147114,290919,118786
0,39981,2837,118887,118888,118631,120344,303717,118424,120346
1,19981,22948,117961,118225,118403,117905,141377,290919,117908
1,33937,25630,117961,118343,120291,120497,234773,118424,120499
1,87821,17270,117961,118300,128830,118826,150790,118424,118828
1,17308,18213,117961,118386,118692,118451,200947,118453,118454
1,42242,7530,117961,118343,118514,132671,132672,290919,132673
1,75078,8059,117961,118386,118692,118318,120689,118205,118319
1,35068,2680,120864,120865,120694,118636,310476,118638,118639
1,42339,4023,117961,118446,119064,118784,118785,290919,118786
1,75834,118619,117961,118343,119142,117905,117906,290919,117908
1,35040,4743,119062,119091,120663,117905,117906,290919,117908
0,79299,17614,117902,118041,118042,118043,118044,270488,118046
1,75078,10987,119170,119171,140453,129229,311378,119788,129231
1,28109,3225,117961,118327,118929,118784,126514,290919,118786
1,17308,1550,117961,118225,123173,118054,121311,117887,118055
1,25287,7475,91261,118026,118202,118321,117906,290919,118322
1,16639,17598,117961,118300,118631,119587,176829,118704,119589
1,26913,783,117961,118413,127522,128230,4673,4673,128231
1,3853,6454,117961,118343,118856,118321,117906,290919,118322
1,42208,33265,117961,118327,119830,120773,118959,118960,120774
1,25625,19271,117961,118225,119924,118784,117906,290919,118786
1,31825,2900,118887,118888,118458,118728,138565,118295,118730
1,82211,6995,117961,117962,118352,118321,117906,290919,118322
1,25287,74910,91261,118026,118317,118318,168365,118205,118319
1,87083,56161,117961,118225,119824,122129,305057,121916,122131
1,33642,50193,118079,118080,117878,117879,184148,19721,117880
1,77203,51791,117961,119256,120943,118995,118806,292795,118997
1,80492,5060,117961,117962,118791,122022,131419,119221,122024
1,56554,7651,117961,118386,118746,118321,117906,290919,118322
1,80305,151425,119062,119091,118514,119962,168365,118205,119964
1,76917,8094,125714,125715,119142,118321,117906,290919,118322
1,278393,21033,117961,118300,123749,119849,166593,118638,119851
1,96508,15964,117961,118446,118684,118361,127527,118363,118364
1,23994,3814,118290,118291,120823,118396,269406,118398,118399
1,73547,4108,118887,118888,119136,119137,122564,118474,119139
1,34924,15918,117961,118327,118320,118784,160991,290919,118786
1,33147,1271,117961,118327,118507,118054,120716,117887,118055
1,104250,17549,117961,118446,119064,120690,136365,290919,120692
1,699,783,117961,118413,120584,128230,302830,4673,128231
1,79543,6107,117961,118386,118404,120690,127922,290919,120692
1,20294,77950,117916,118150,117941,118568,281735,19721,118570
1,74909,8168,117961,118386,119954,118318,168365,118205,118319
1,75834,4474,117961,118446,119064,117905,117906,290919,117908
0,18072,2679,122880,122974,117945,280788,280788,292795,119082
1,38470,55604,118023,118024,117895,117885,117955,117887,117888
1,4675,7084,117961,118386,121961,118321,117906,290919,118322
1,4675,1012,117961,118225,119924,117905,240983,290919,117908
0,20897,17326,117961,118386,118746,133306,135146,118205,133308
1,25241,7822,117961,118327,118492,132692,174445,270488,132694
1,17249,49521,117961,118300,123055,120006,150350,118424,120008
1,25993,5652,117961,118300,28618,118321,240983,290919,118322
1,39262,5511,117961,118386,119954,117905,172635,290919,117908
1,30573,132529,117902,117903,132530,118321,117906,290919,118322
1,25705,4108,118887,118888,119136,120056,137950,118474,120058
1,30867,7002,117961,118343,123125,118278,132715,290919,118279
1,38469,31061,118212,118580,117895,117896,117913,117887,117898
1,76465,3770,117961,118343,118395,118890,125128,118398,118892
1,31661,6482,117961,118052,118992,118321,118448,290919,118322
1,78842,53176,117961,117969,118970,120647,137468,118398,120649
1,73756,2685,122880,122974,117945,118043,117946,270488,118046
1,1277,4370,117961,118343,118514,118321,117906,290919,118322
1,676,53338,117961,117962,122215,118784,160543,290919,118786
1,23921,55064,126918,126919,118042,118043,118043,270488,118046
1,15356,1088,117961,118327,119830,117905,117906,290919,117908
1,80078,7460,117961,118300,118783,118784,147114,290919,118786
0,25238,17261,117961,118300,118833,118054,118443,117887,118055
1,14570,21083,118106,118107,117941,118568,129105,19721,118570
1,18418,16973,117961,118300,124942,117905,117906,290919,117908
1,33150,15886,117961,118052,120356,120357,310997,118424,120359
1,14354,27461,117926,118124,117941,117879,117886,19721,117880
1,25898,1812,117961,118413,122007,120690,301430,290919,120692
1,32270,5018,118595,118596,81476,118826,140711,118424,118828
1,14914,4228,117961,118343,118660,119433,133686,118424,119435
1,45444,15895,117961,118052,120677,122067,300136,118424,122069
1,76299,50322,117959,117960,119424,179731,119617,117887,117973
1,75078,36051,117961,118386,118635,118685,262400,308574,118687
1,77940,29134,117961,118300,121977,117905,117906,290919,117908
1,16018,70168,117961,118052,121949,118636,122158,118638,118639
1,20291,3077,117961,118300,120312,140847,140848,118363,140849
1,15022,144199,118658,125100,118856,118784,239344,290919,118786
1,25406,58466,118602,118603,117920,118568,118568,19721,118570
1,23964,4828,117961,118343,118395,118890,125128,118398,118892
1,23096,19271,117961,118225,119924,118784,117906,290919,118786
1,78101,58475,118090,118091,118810,121246,136340,118131,121248
1,35792,311696,117902,117903,118507,118863,168896,118398,118865
1,4675,8164,117961,118327,120685,124886,123881,118643,124888
1,80975,21866,117961,117969,118816,120647,129715,118398,120649
1,25993,4567,117961,118300,118514,118278,118260,290919,118279
1,23150,25293,117961,118386,128823,117905,240983,290919,117908
1,79092,1840,117961,118343,118514,118321,117906,290919,118322
1,39939,3267,117961,118052,118053,120097,174445,270488,120099
1,38469,17695,117890,117891,117878,117879,117879,19721,117880
1,35394,4554,117961,118300,118514,118259,118260,290919,118261
0,37335,49574,117961,118052,118391,120773,118959,118960,120774
1,969,15473,117902,118041,117945,280788,280788,292795,119082
1,1020,7408,117961,117962,118352,117905,172635,290919,117908
0,33166,25329,118212,118213,124449,119849,164945,118638,119851
1,6977,118619,117961,118343,119142,117905,172635,290919,117908
1,79200,70056,117961,118225,118403,118685,120316,308574,118687
1,31969,4468,117961,118413,119968,118321,117906,290919,118322
1,42808,9959,118742,118743,117920,117899,175972,19721,117900
1,31825,5649,117961,118446,118684,118760,118761,118762,118763
1,39262,15504,117961,118386,123656,117905,117906,290919,117908
1,33189,142801,126974,126975,118963,118321,117906,290919,118322
1,38710,31002,118114,118115,118810,122952,305581,19793,122954
1,41334,28253,118315,118463,123089,118321,124498,290919,118322
1,73815,95845,118315,118463,122636,119172,122637,118467,119174
1,76446,1915,117961,118300,119181,118321,117906,290919,118322
1,18072,15555,118256,118257,117945,118274,149344,292795,118276
1,15720,7344,117961,118225,120663,120516,148730,120518,120519
1,15672,1923,117902,117903,118783,117905,118036,290919,117908
1,42031,41797,118315,118316,118522,122060,241239,290919,122062
1,20309,7647,117961,118300,119181,118321,117906,290919,118322
1,80746,2296,117961,118413,277693,123737,127475,118960,123738
1,78591,50550,117893,117894,117895,117885,117913,117887,117888
1,32270,4322,117961,118343,118833,118834,309123,118424,118836
1,22390,51096,119596,119597,124266,118728,272276,118295,118730
1,7543,7560,117961,118300,119181,118321,117906,290919,118322
1,80830,6199,117961,118225,120663,117905,117906,290919,117908
1,79945,53190,117961,118300,19772,118321,117906,290919,118322
1,6719,4549,117961,118225,120050,118321,117906,290919,118322
1,75834,5063,117961,118300,121108,119928,150810,118331,119929
1,74310,52426,118887,118888,142493,118912,173879,118424,118914
1,15797,78268,119301,119302,119303,117905,117906,290919,117908
0,41465,7399,118212,118213,123201,117905,123202,290919,117908
1,44874,70056,117961,118225,118403,118777,131444,308574,118779
1,45668,17561,91261,118026,122938,118278,118260,290919,118279
1,27785,17414,118752,119070,118042,118043,151099,270488,118046
1,5893,58689,117916,118011,117884,117885,117913,117887,117888
1,80371,5140,119062,119091,121710,117905,117906,290919,117908
1,42378,54321,117890,117891,117878,118568,292195,19721,118570
1,79092,4642,117961,118225,120551,118685,279443,308574,118687
1,33411,6119,117961,118343,120666,117905,117906,290919,117908
1,81266,1614,117961,118327,118507,129909,185973,118453,129911
1,1581,46170,118290,118291,118889,118863,307233,118398,118865
1,28586,6071,117961,118413,122007,117905,117906,290919,117908
1,7543,14928,117961,118446,120317,118321,117906,290919,118322
1,75209,2890,120864,120865,118437,118636,279443,118638,118639
1,41758,70691,118315,118463,119214,118321,150358,290919,118322
1,6712,17550,117961,118446,118684,118784,130086,290919,118786
1,83887,22458,117961,117962,120677,307024,306404,118331,118332
1,954,5659,117961,118300,124725,117905,117906,290919,117908
1,78972,7389,117961,118386,118746,118747,239652,118453,118749
1,17308,46704,91261,118026,118202,118321,117906,290919,118322
1,44943,6227,117961,118343,118437,118784,117906,290919,118786
1,39628,17598,117961,118300,118631,135809,176829,118331,135811
1,20897,16527,91261,118026,118202,119962,168365,118205,119964
1,75901,53081,117961,118343,119598,119433,133686,118424,119435
1,39262,5330,117961,118052,120096,120097,174445,270488,120099
1,80504,13827,117961,118343,118514,118777,279443,308574,118779
1,28149,28163,118315,118316,120361,118259,117906,290919,118261
1,31492,2612,117961,118327,123901,118784,117906,290919,118786
1,40630,91412,117975,117976,142540,118568,142541,19721,118570
1,6977,3838,117961,118225,119924,117905,117906,290919,117908
1,7543,4642,117961,118225,120551,117905,117906,290919,117908
1,13878,56679,118079,118080,117878,117885,118177,117887,117888
1,45337,15645,117961,118052,122392,128903,160695,292795,128905
1,15022,56199,117961,118052,118881,117905,117906,290919,117908
0,110019,3838,117961,118225,119924,118321,118448,290919,118322
1,28853,4583,117961,118413,120370,117905,117906,290919,117908
1,80180,14638,117961,118052,118821,117905,240983,290919,117908
0,22423,70062,117961,118386,118746,117905,240983,290919,117908
1,77163,2071,117961,118386,118501,118502,130777,118504,118505
1,80593,2270,117961,118413,277693,120773,155692,118960,120774
1,77509,28890,117961,118327,118529,118536,137335,308574,118539
1,75078,71186,117961,118386,118522,119949,134559,290919,119951
1,114963,17835,117961,118225,118403,121594,170665,4673,121596
1,18418,94844,117961,117969,121617,121618,121619,121620,121621
1,19629,19645,117961,118413,118481,118321,117906,290919,118322
1,78563,20560,117876,117877,117878,117879,117879,19721,117880
1,79092,17532,117961,118225,124380,135809,310608,118331,135811
1,23921,17058,117961,118300,120026,120006,136977,118424,120008
1,13878,46568,117989,117990,117884,118568,147502,19721,118570
1,80570,15964,117961,118446,118684,118361,127527,118363,118364
1,99507,87,117961,118446,118447,118321,117906,290919,118322
1,1003,1553,117961,118225,123173,119093,123174,119095,119096
