% analcatdata    A collection of data sets used in the book "Analyzing Categorical Data,"
%                by Jeffrey S. Simonoff, Springer-Verlag, New York, 2003. The submission
%                consists of a zip file containing two versions of each of 84 data sets, 
%                plus this README file. Each data set is given in comma-delimited ASCII
%                (.csv) form, and Microsoft Excel (.xls) form.
% 
% NOTICE: These data sets may be used freely for scientific, educational and/or
%         noncommercial purposes, provided suitable acknowledgment is given (by citing
%         the above-named reference).
% 
% Further details concerning the book, including information on statistical software
% (including sample S-PLUS/R and SAS code), are available at the web site
% 
%             http://www.stern.nyu.edu/~jsimonof/AnalCatData
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
%
% Note: Quotes, Single-Quotes and Backslashes were removed, Blanks replaced
%       with Underscores
%

@relation analcatdata-authorship

@attribute a INTEGER
@attribute all INTEGER
@attribute also INTEGER
@attribute an INTEGER
@attribute and INTEGER
@attribute any INTEGER
@attribute are INTEGER
@attribute as INTEGER
@attribute at INTEGER
@attribute be INTEGER
@attribute been INTEGER
@attribute but INTEGER
@attribute by INTEGER
@attribute can INTEGER
@attribute do INTEGER
@attribute down INTEGER
@attribute even INTEGER
@attribute every INTEGER
@attribute for INTEGER
@attribute from INTEGER
@attribute had INTEGER
@attribute has INTEGER
@attribute have INTEGER
@attribute her INTEGER
@attribute his INTEGER
@attribute if INTEGER
@attribute in INTEGER
@attribute into INTEGER
@attribute is INTEGER
@attribute it INTEGER
@attribute its INTEGER
@attribute may INTEGER
@attribute more INTEGER
@attribute must INTEGER
@attribute my INTEGER
@attribute no INTEGER
@attribute not INTEGER
@attribute now INTEGER
@attribute of INTEGER
@attribute on INTEGER
@attribute one INTEGER
@attribute only INTEGER
@attribute or INTEGER
@attribute our INTEGER
@attribute should INTEGER
@attribute so INTEGER
@attribute some INTEGER
@attribute such INTEGER
@attribute than INTEGER
@attribute that INTEGER
@attribute the INTEGER
@attribute their INTEGER
@attribute then INTEGER
@attribute there INTEGER
@attribute things INTEGER
@attribute this INTEGER
@attribute to INTEGER
@attribute up INTEGER
@attribute upon INTEGER
@attribute was INTEGER
@attribute were INTEGER
@attribute what INTEGER
@attribute when INTEGER
@attribute which INTEGER
@attribute who INTEGER
@attribute will INTEGER
@attribute with INTEGER
@attribute would INTEGER
@attribute your INTEGER
@attribute BookID INTEGER
@attribute Author {Austen,London,Milton,Shakespeare}

@data
46,11,0,2,63,4,16,11,8,21,3,15,10,3,7,2,0,0,14,5,9,3,8,19,3,12,30,4,14,24,2,3,4,4,3,4,22,4,53,7,9,5,7,2,4,7,3,1,1,13,106,4,1,6,0,5,50,1,2,18,10,8,3,15,6,2,18,8,0,6,Austen
49,6,0,9,47,3,15,10,11,19,10,11,8,6,12,3,1,1,15,4,7,2,21,11,11,5,27,5,17,30,1,2,4,6,6,1,35,4,56,6,8,6,6,1,6,9,1,2,4,17,75,5,3,7,0,8,37,3,1,16,3,6,3,7,0,6,18,6,3,6,Austen
22,8,0,6,54,4,11,21,8,19,6,19,8,4,9,2,1,0,14,4,16,0,18,16,6,9,15,3,9,22,1,2,8,1,11,7,31,5,36,4,2,3,5,0,4,14,6,4,3,20,63,3,1,4,0,10,45,0,2,28,8,3,1,3,2,11,17,8,4,6,Austen
39,10,0,4,65,2,2,20,11,13,17,9,6,3,5,2,0,1,17,9,31,3,12,25,8,4,18,6,9,32,1,1,8,1,10,1,11,2,49,7,4,3,3,0,5,5,2,1,7,18,89,13,0,5,1,5,61,3,2,32,7,2,6,10,1,4,10,8,5,6,Austen
46,7,1,8,47,5,9,14,10,22,9,17,7,6,5,0,0,4,13,7,5,8,24,5,13,4,32,3,27,34,2,4,5,9,9,14,15,2,61,5,3,1,10,0,6,8,2,5,7,19,68,7,0,7,0,3,41,2,2,12,3,6,0,5,7,6,12,11,13,6,Austen
29,10,0,5,70,2,3,15,9,11,10,7,11,1,4,1,3,2,10,5,12,6,11,26,26,4,30,3,9,22,0,4,9,3,1,2,18,4,62,13,4,6,6,0,3,9,7,6,6,14,87,3,2,4,0,3,64,1,0,23,7,10,4,9,4,4,10,7,1,6,Austen
50,7,0,3,57,3,5,10,14,21,11,15,5,2,6,2,0,0,17,4,19,3,18,17,15,4,25,0,13,34,2,2,5,5,8,10,19,2,50,2,5,6,3,1,4,17,2,7,4,9,69,3,1,4,1,4,54,4,4,26,7,7,3,4,6,6,19,9,2,6,Austen
53,5,0,8,64,5,6,29,9,34,1,9,6,5,9,3,1,2,17,5,2,1,11,7,17,9,36,3,13,28,0,5,6,8,14,10,19,3,42,5,8,3,13,6,2,7,4,4,6,13,67,1,0,3,0,8,52,4,0,18,4,5,0,3,7,4,14,14,2,6,Austen
25,13,1,6,67,6,2,25,11,33,6,15,11,3,12,2,2,4,12,5,15,1,5,13,9,9,29,2,7,27,0,4,5,7,8,14,18,3,45,10,4,4,9,3,4,10,2,3,5,22,78,4,1,5,2,7,55,4,0,21,10,4,1,4,3,8,11,10,3,6,Austen
23,11,0,7,52,2,3,11,6,37,3,13,10,1,13,1,1,2,16,0,10,2,12,36,7,7,28,0,18,40,1,2,4,13,5,6,32,2,45,7,5,4,2,0,1,7,3,0,2,14,74,2,0,3,0,7,61,4,0,29,2,5,5,9,5,12,18,13,9,6,Austen
23,11,0,2,58,2,3,15,6,31,4,11,6,8,10,0,1,3,16,1,11,0,18,4,17,7,18,0,17,28,0,1,2,8,7,6,18,1,42,2,3,5,3,3,4,17,4,4,2,14,72,1,1,7,3,9,57,5,2,18,3,9,4,7,7,11,14,11,9,6,Austen
43,8,0,7,57,5,4,15,17,24,0,17,12,3,22,1,0,2,19,7,7,1,9,25,8,10,25,0,18,23,0,4,8,13,6,11,33,1,30,6,3,10,2,2,7,2,3,3,1,10,61,3,2,2,0,5,44,2,2,20,8,9,1,4,8,10,15,6,10,6,Austen
33,6,0,7,65,4,2,23,12,17,11,9,10,2,4,1,2,3,17,8,37,0,6,51,6,6,27,4,2,28,5,1,7,3,2,2,14,6,58,5,6,2,13,2,2,19,8,6,3,17,70,6,3,10,0,3,63,1,1,30,6,10,8,9,2,5,10,10,0,6,Austen
27,18,0,4,49,4,7,16,12,34,5,18,6,9,7,2,0,4,8,6,14,3,10,26,5,6,29,4,14,33,0,2,4,8,6,13,25,7,48,7,1,2,1,1,1,6,1,7,5,8,69,9,2,7,1,13,69,3,1,22,6,10,5,11,1,14,11,5,10,6,Austen
30,6,0,4,67,2,2,17,7,9,8,12,8,1,8,0,3,2,16,6,24,2,11,29,17,4,29,1,6,18,1,1,3,5,0,10,24,4,48,5,4,5,15,0,0,6,5,7,3,15,58,15,1,5,1,5,58,0,1,38,14,2,5,10,1,6,18,4,0,6,Austen
30,13,2,4,61,5,4,24,17,18,3,16,8,4,10,0,1,4,16,10,12,0,11,32,16,6,28,2,13,22,0,3,8,4,7,3,17,2,48,9,4,2,5,0,2,7,2,2,4,17,74,4,2,9,1,5,51,3,1,27,4,1,2,8,3,5,14,9,5,6,Austen
25,9,0,9,70,3,3,23,14,17,6,9,7,1,3,0,3,6,20,3,16,2,7,25,7,3,27,0,9,30,2,0,3,8,2,5,25,5,52,4,2,4,5,0,0,7,4,6,4,6,89,7,1,3,0,3,57,2,2,46,9,4,5,3,0,2,18,8,2,6,Austen
28,15,0,3,70,3,0,17,14,14,16,10,15,0,4,0,2,4,20,5,22,0,14,45,37,1,22,1,1,11,0,0,3,2,3,5,13,5,51,15,3,2,3,0,1,7,0,4,4,13,80,2,2,2,0,2,51,0,1,42,10,3,5,5,3,0,19,9,0,6,Austen
31,12,0,7,55,8,0,21,11,13,6,15,5,1,2,2,1,2,9,14,10,1,9,6,29,1,26,2,4,21,2,0,3,2,8,3,15,2,68,12,2,2,5,2,1,8,3,5,5,11,94,4,3,9,1,5,46,2,2,24,9,3,5,4,2,7,15,7,8,6,Austen
29,7,1,4,60,5,1,21,14,12,17,19,3,1,6,0,0,4,13,2,17,4,11,18,25,5,23,4,14,20,1,0,6,5,11,4,23,1,52,6,7,5,3,1,6,8,2,8,6,15,58,3,4,5,0,5,59,5,4,31,3,7,2,4,3,4,18,6,5,6,Austen
25,11,0,7,51,6,1,14,13,19,10,16,7,0,3,1,4,6,19,14,27,0,3,18,40,3,29,2,3,20,2,2,1,2,2,4,10,4,56,1,6,3,6,1,9,7,2,5,0,18,86,3,2,5,0,3,56,2,1,42,11,7,2,7,3,3,27,2,0,6,Austen
26,7,0,7,48,5,11,17,11,21,4,14,5,4,8,0,1,2,12,4,11,4,11,27,17,9,25,3,18,20,0,4,13,11,14,2,24,2,42,7,1,6,6,3,4,14,2,4,8,22,46,5,1,7,1,2,49,5,0,26,9,5,5,2,3,3,13,15,8,6,Austen
30,9,1,9,69,3,0,18,13,17,8,8,11,0,0,0,3,3,25,7,27,0,10,56,6,1,34,3,2,10,1,0,8,5,0,7,13,1,61,11,2,5,5,0,3,4,5,6,5,20,101,6,1,7,0,2,62,3,0,36,7,0,5,12,4,0,10,9,0,6,Austen
32,7,0,7,59,3,2,9,11,22,5,12,3,1,3,2,3,3,10,5,10,2,7,19,2,3,33,4,20,35,4,6,8,7,3,5,12,6,55,9,8,0,9,4,5,22,3,8,8,16,76,1,2,9,0,10,52,4,0,15,3,5,7,5,3,3,10,5,3,6,Austen
38,10,0,5,61,5,10,9,8,25,9,18,10,6,15,9,3,1,19,4,12,2,24,18,7,5,23,2,13,17,0,7,3,4,13,9,24,2,49,13,3,4,13,2,5,10,3,5,3,18,61,7,2,5,0,3,50,2,5,14,2,11,5,7,1,4,15,8,11,6,Austen
19,11,0,4,55,5,8,27,11,30,5,16,2,9,10,1,1,0,22,4,10,1,11,34,10,8,24,4,12,22,1,6,8,7,11,5,20,4,31,11,3,7,8,0,12,11,0,5,3,22,39,4,2,5,1,5,67,3,4,14,6,4,6,5,2,13,8,7,14,6,Austen
41,10,0,4,51,6,3,19,12,10,6,11,10,5,3,2,2,2,15,3,12,1,15,29,16,4,32,5,12,12,1,1,2,5,7,5,19,2,44,10,3,5,2,1,0,11,8,7,5,8,58,0,2,8,0,5,54,1,1,24,11,6,7,8,2,2,18,8,5,6,Austen
53,10,0,0,61,5,4,18,11,27,3,16,9,6,19,1,1,1,17,5,8,5,16,42,10,4,18,2,22,18,0,3,6,8,5,11,25,5,39,6,3,7,6,0,4,14,1,3,6,17,31,2,3,5,0,7,65,1,1,12,2,8,8,7,2,18,20,10,6,6,Austen
32,10,0,8,66,3,1,27,9,17,8,12,15,3,2,0,4,4,10,7,31,0,3,35,33,1,39,2,3,15,2,0,4,4,0,9,7,0,73,7,1,3,10,0,0,7,2,12,3,8,101,3,1,2,1,6,44,2,1,33,6,1,4,20,6,0,21,3,0,6,Austen
42,8,0,4,73,7,1,15,16,16,6,9,6,2,6,0,2,0,16,9,16,0,6,20,20,2,36,1,2,28,1,0,3,4,5,5,8,1,53,8,7,1,7,0,1,7,9,8,4,21,84,1,2,1,0,2,67,3,2,41,4,5,5,8,7,1,18,5,1,6,Austen
52,8,1,6,51,1,5,24,16,31,0,13,14,2,7,1,0,1,11,5,9,0,8,11,10,5,21,2,22,28,1,9,4,14,5,11,29,5,48,8,4,4,3,2,2,5,1,6,4,12,80,3,3,12,2,2,46,3,1,12,6,9,4,3,2,11,15,2,11,6,Austen
37,6,0,5,50,7,5,15,14,23,4,19,8,4,9,0,0,7,16,3,10,2,16,11,22,6,26,0,12,26,0,4,6,5,3,10,22,4,51,14,6,9,7,1,7,6,5,2,4,28,61,4,1,7,0,6,56,4,2,27,4,5,6,10,5,11,12,5,12,6,Austen
33,14,0,5,60,4,3,22,17,29,6,15,6,0,3,0,2,1,16,6,27,0,6,28,25,3,31,1,2,17,3,0,7,4,3,10,18,3,53,16,2,0,3,1,5,6,3,6,3,9,83,4,2,5,0,8,61,1,1,29,15,8,3,14,3,1,12,21,5,6,Austen
36,11,0,7,65,4,3,20,9,15,4,10,10,0,3,2,0,1,16,5,14,0,12,49,10,2,26,2,7,25,4,0,11,5,4,4,20,3,47,12,3,1,10,0,2,5,4,11,7,14,66,1,1,6,0,9,58,1,0,34,7,11,5,12,1,1,23,8,6,6,Austen
41,9,1,4,42,7,3,14,6,18,7,15,9,4,4,2,2,1,18,9,17,3,20,37,9,4,27,1,20,43,5,1,8,5,11,13,27,6,53,7,8,6,2,1,4,13,1,7,9,16,65,0,2,4,1,8,58,1,3,26,4,7,2,11,1,6,11,10,9,6,Austen
33,4,0,6,45,2,6,20,12,25,12,16,10,3,4,1,1,1,15,7,23,2,20,34,8,8,16,2,10,34,2,3,4,5,5,6,25,3,45,6,3,6,3,0,4,3,3,4,6,16,63,2,1,5,0,9,69,6,2,20,3,4,2,8,3,8,15,8,2,6,Austen
29,9,0,10,70,3,0,14,9,16,14,10,7,0,3,2,3,1,14,5,22,2,11,65,9,4,15,3,1,18,3,0,5,6,1,10,10,3,59,11,3,5,1,0,1,7,2,0,2,14,88,1,2,7,0,4,55,4,3,41,15,6,13,6,3,0,20,8,1,6,Austen
16,11,0,2,55,4,1,22,11,22,8,15,8,3,3,5,3,1,21,7,21,1,10,55,16,1,24,0,7,24,0,1,3,6,3,5,19,2,43,5,0,1,5,0,0,11,1,3,6,20,51,3,3,6,1,1,68,8,0,44,8,5,10,5,0,4,22,6,2,6,Austen
25,10,0,4,69,0,4,13,15,13,10,14,7,0,3,0,2,2,13,3,25,1,10,43,13,2,29,1,7,23,1,2,4,6,1,5,12,8,41,6,4,3,6,1,4,9,2,2,5,21,71,3,4,6,0,7,57,2,0,43,9,9,3,7,3,3,16,8,1,6,Austen
28,15,0,1,49,5,6,17,19,10,8,18,4,2,13,1,0,7,22,6,25,1,15,17,17,7,18,0,23,30,3,2,10,4,3,6,30,9,31,6,9,5,12,1,7,8,5,4,4,12,46,5,3,6,1,3,54,2,0,22,6,4,8,7,4,6,9,5,4,6,Austen
28,8,0,6,48,4,10,19,2,14,5,21,4,4,4,0,2,3,14,4,15,6,21,45,16,4,33,1,17,20,1,1,13,6,16,9,21,7,47,9,2,4,5,0,3,7,3,7,7,14,54,1,3,5,0,10,49,2,1,21,6,13,5,3,4,12,12,7,17,6,Austen
29,9,0,5,47,6,3,19,7,14,9,12,9,4,5,0,4,1,10,8,15,4,18,33,17,4,31,1,11,25,0,3,4,3,13,3,25,5,50,8,6,2,5,0,3,10,1,9,6,22,72,3,4,4,0,10,55,1,0,23,5,15,2,6,4,13,12,10,5,6,Austen
21,11,1,4,57,3,2,18,12,16,3,15,0,3,7,2,4,2,20,9,22,1,8,41,24,2,27,0,6,30,2,2,3,5,7,10,19,5,41,6,2,5,8,0,0,8,3,3,5,21,48,5,0,8,2,5,77,4,2,44,7,14,7,6,1,1,14,19,2,6,Austen
21,7,1,8,49,2,2,20,11,20,9,20,7,1,6,1,1,3,16,4,18,2,18,32,11,10,36,0,4,20,1,3,4,7,6,12,17,0,46,8,2,7,3,0,1,12,4,4,3,16,59,3,1,8,1,5,65,4,0,30,4,7,3,6,5,10,11,14,7,6,Austen
28,4,0,3,51,4,7,16,6,11,13,15,7,2,5,5,2,3,12,2,11,5,19,25,26,1,24,1,17,17,0,5,9,7,13,12,19,3,37,15,4,0,2,0,2,12,2,4,5,26,32,3,0,6,0,12,69,3,1,25,5,8,4,8,2,5,15,5,13,6,Austen
39,8,0,11,54,4,4,13,7,21,3,17,10,5,8,2,6,3,24,10,16,8,20,35,14,6,23,3,8,22,0,2,2,5,9,7,12,4,55,8,1,7,9,0,6,7,2,10,2,21,33,2,0,5,0,7,63,2,1,17,3,9,2,8,2,8,11,5,13,6,Austen
23,10,0,3,43,4,4,25,11,18,7,12,5,2,2,0,1,3,13,10,30,1,12,50,10,5,25,1,7,28,3,0,7,5,4,9,24,3,39,6,1,3,5,0,6,11,2,6,2,26,51,3,2,5,0,6,63,0,2,45,5,6,6,12,8,0,14,15,0,6,Austen
33,12,0,6,62,2,5,22,10,25,7,13,3,1,1,0,1,1,13,9,17,1,19,39,21,1,25,1,11,21,2,1,4,9,4,9,12,6,61,11,6,6,9,0,3,12,1,3,4,25,58,3,1,6,2,9,53,0,1,34,4,3,3,8,6,3,16,8,4,6,Austen
30,11,0,2,55,3,1,20,16,15,8,5,8,0,3,2,0,7,15,11,28,2,10,45,22,4,27,2,2,27,1,0,5,5,3,2,15,1,42,11,0,5,11,0,2,8,1,9,8,22,53,2,3,5,1,5,54,0,2,36,12,10,6,8,1,3,15,7,3,6,Austen
50,6,1,4,71,2,7,17,11,23,8,13,11,6,7,1,4,2,10,8,13,3,9,15,19,4,28,5,23,22,0,1,9,6,5,11,22,3,55,8,7,1,7,1,4,6,2,7,6,18,56,3,4,6,0,5,53,2,3,25,5,6,4,11,8,6,15,3,5,6,Austen
23,9,0,5,36,6,4,19,10,23,7,14,13,10,12,1,1,1,16,6,18,2,18,19,9,8,23,1,14,31,1,2,4,4,10,7,28,3,48,8,8,4,3,1,4,4,2,9,3,30,42,0,0,4,1,4,62,1,1,23,5,11,1,4,5,5,5,3,9,6,Austen
25,10,0,6,41,1,11,18,10,29,8,10,7,4,4,0,1,0,14,4,13,7,20,13,24,3,28,2,15,28,1,4,7,9,8,4,26,2,44,5,3,1,7,1,6,12,6,5,5,28,50,0,2,4,2,3,43,0,4,18,5,3,1,13,3,15,10,2,11,6,Austen
28,17,0,4,53,4,3,21,7,28,9,11,6,4,5,1,2,3,19,5,18,3,21,38,12,3,24,2,9,24,0,3,6,9,5,4,19,3,48,8,3,2,4,0,4,12,1,5,5,22,51,3,4,7,0,5,62,0,0,30,10,5,5,4,2,3,17,4,7,6,Austen
32,8,0,3,49,2,5,19,11,19,3,13,5,2,9,1,1,0,28,1,12,5,13,25,6,4,27,3,10,21,0,2,3,1,15,6,15,9,49,6,7,6,0,2,5,8,0,6,5,17,57,1,2,8,1,8,54,1,1,25,9,4,8,7,6,6,14,2,11,6,Austen
26,6,0,3,50,9,3,23,11,13,13,17,6,2,6,1,2,2,20,3,22,4,16,23,16,3,25,2,10,31,4,2,7,9,5,3,29,4,43,8,2,2,7,1,6,15,7,2,6,29,53,1,6,10,0,7,44,0,0,44,8,6,5,4,6,7,10,6,10,6,Austen
39,16,0,0,71,8,1,16,13,29,9,13,10,1,2,0,1,3,15,10,24,1,8,56,26,2,23,3,0,17,3,2,7,8,0,3,11,2,79,11,2,4,7,0,4,12,3,5,4,18,59,3,2,5,0,6,63,2,1,26,5,8,6,7,4,0,12,9,0,6,Austen
29,10,0,9,65,3,0,18,14,29,6,7,10,0,1,0,1,5,25,9,20,0,5,39,12,1,28,4,2,19,1,0,5,6,2,6,18,1,62,3,5,2,5,0,3,9,2,4,3,19,72,12,2,9,1,6,77,1,1,30,8,3,12,11,0,7,16,16,1,6,Austen
36,5,0,5,71,4,5,11,16,15,9,16,10,2,4,1,0,0,17,3,12,7,22,40,13,4,33,5,15,9,1,2,3,2,7,12,9,8,40,6,4,5,4,1,8,4,4,1,2,9,70,2,3,12,2,8,50,4,2,26,5,6,2,5,2,5,19,12,5,6,Austen
36,18,1,9,80,1,2,14,15,12,7,11,4,0,2,3,1,3,23,10,24,1,12,42,15,4,25,3,4,14,0,0,8,4,1,3,16,4,50,6,4,6,5,0,3,8,6,6,5,14,79,6,1,8,1,2,55,6,2,31,9,1,4,7,4,1,8,2,1,6,Austen
31,8,0,1,64,3,1,7,8,11,12,18,4,1,1,1,0,3,15,10,35,0,18,88,11,0,19,1,3,31,0,0,6,2,4,14,19,4,62,14,4,9,4,0,2,5,2,5,4,14,53,3,0,9,0,1,55,2,2,43,4,2,7,2,3,0,8,10,0,6,Austen
30,10,0,3,61,11,0,18,20,14,4,9,11,0,4,0,0,4,24,16,11,4,11,46,8,2,34,1,5,13,4,4,1,1,2,14,12,4,56,7,4,4,8,0,2,4,4,5,2,17,68,5,3,7,1,2,62,1,2,37,19,2,7,9,1,8,15,3,5,6,Austen
33,7,2,5,69,4,0,18,19,19,9,10,9,0,0,0,2,4,19,7,20,0,8,62,5,2,26,2,1,22,5,0,6,1,0,7,10,3,61,7,5,6,7,0,4,14,5,5,2,24,65,2,0,8,1,5,68,3,1,48,10,5,2,20,3,1,8,6,0,6,Austen
44,12,0,8,54,4,0,17,18,15,12,6,7,0,3,3,4,1,18,7,36,0,10,22,28,1,29,2,2,19,1,0,11,5,0,6,17,5,52,6,0,3,14,0,2,8,7,5,9,20,74,4,4,5,1,6,64,3,7,45,13,4,2,6,3,0,14,10,0,6,Austen
35,7,0,4,71,1,2,19,9,20,10,14,3,0,2,1,0,2,21,7,23,0,13,38,14,1,25,2,3,26,6,3,5,3,2,4,26,7,50,7,5,7,7,0,4,19,4,3,4,19,62,4,1,8,2,5,57,3,3,36,6,3,4,6,3,2,12,10,0,6,Austen
30,7,0,6,52,7,1,19,7,33,3,7,4,3,8,3,2,1,23,7,6,2,18,20,10,12,23,4,14,22,0,2,8,5,11,7,25,3,49,12,3,5,7,0,2,13,0,3,7,20,52,4,0,4,1,6,69,2,0,24,7,5,5,7,2,9,11,13,12,6,Austen
38,4,0,5,54,4,7,8,8,22,7,9,6,2,3,0,0,3,15,12,14,2,14,38,10,5,25,7,8,21,1,1,10,5,12,8,23,2,51,5,4,4,11,4,6,15,2,7,7,26,44,2,1,4,1,7,52,1,2,26,12,11,4,5,5,6,7,19,4,6,Austen
31,8,0,9,44,4,11,19,10,23,5,18,3,3,7,0,3,2,14,5,7,2,15,38,8,4,19,1,27,25,0,6,5,6,17,6,27,1,65,9,1,6,3,1,6,5,2,3,8,19,46,3,0,9,0,9,56,5,1,16,6,6,4,5,2,12,5,5,2,6,Austen
37,10,1,3,70,4,0,21,10,21,8,8,4,0,5,1,3,3,23,13,15,2,13,39,18,2,22,1,3,12,1,2,6,6,5,6,19,6,53,9,5,5,9,1,4,11,2,0,10,11,63,2,4,6,0,6,63,3,2,30,9,2,5,9,3,8,7,7,1,6,Austen
24,8,0,2,51,10,8,13,12,25,18,15,4,2,5,1,3,1,12,14,27,3,16,46,8,5,22,3,9,31,2,2,6,4,11,8,17,8,58,6,4,3,9,0,3,13,3,6,3,19,53,1,0,8,1,5,69,1,3,37,6,8,9,6,4,3,13,7,3,6,Austen
33,10,0,4,61,7,5,12,12,16,7,14,4,4,5,1,2,3,18,8,13,2,17,52,10,6,30,3,7,30,5,1,4,7,4,8,19,2,49,2,4,8,5,2,6,10,3,4,2,19,60,2,1,8,0,8,71,3,2,36,2,5,4,3,0,5,8,12,1,6,Austen
36,9,0,3,45,1,0,21,7,25,5,8,5,1,3,0,7,4,19,11,12,0,11,39,5,4,15,1,11,46,1,8,3,6,4,8,22,4,61,4,2,2,7,1,1,11,2,11,0,9,70,1,0,12,1,7,68,1,2,40,12,4,3,6,6,2,12,10,2,6,Austen
25,13,0,9,71,1,0,20,8,17,10,17,10,0,1,3,3,2,13,17,21,0,8,53,13,1,28,2,2,13,2,1,9,7,3,6,8,4,46,8,4,6,5,0,1,7,4,2,7,10,88,6,0,2,0,3,49,2,1,44,13,5,8,5,3,0,26,1,0,6,Austen
33,8,0,5,45,4,0,17,7,28,22,18,10,1,1,0,4,2,15,13,40,0,8,37,30,3,31,1,1,21,3,1,1,8,1,4,15,3,47,13,5,2,5,1,3,7,2,4,4,16,65,0,1,3,0,9,67,1,2,34,6,11,3,11,7,0,25,13,0,6,Austen
36,12,0,1,36,6,4,25,10,17,10,16,9,2,10,1,2,3,13,3,19,2,20,28,7,6,23,3,13,31,1,6,6,6,10,10,23,8,60,12,2,5,4,3,2,12,4,8,9,24,46,2,3,7,2,6,59,2,2,18,3,12,3,9,2,7,13,15,3,6,Austen
25,10,2,4,66,6,1,15,8,17,27,12,8,4,1,0,0,2,19,7,40,3,19,12,38,0,36,4,1,21,3,0,4,7,1,6,12,3,51,12,0,4,5,1,0,12,2,10,7,28,56,15,3,4,0,5,66,3,0,40,4,8,2,9,4,2,12,5,1,6,Austen
33,4,0,8,55,2,0,15,8,17,22,11,16,1,2,1,4,4,14,13,42,0,19,43,20,1,37,3,4,16,4,2,8,6,0,11,14,0,64,9,5,1,7,0,3,11,5,5,6,19,62,4,0,9,0,3,58,1,0,25,2,3,5,11,0,0,13,13,0,6,Austen
31,6,0,4,35,5,11,15,7,16,2,16,6,7,13,1,0,1,20,1,7,8,14,17,16,5,19,2,24,27,1,5,3,8,18,11,27,4,49,10,7,2,6,3,5,14,2,8,3,26,50,3,2,1,0,4,41,1,1,18,0,10,9,2,2,18,10,4,7,7,Austen
33,10,0,5,60,6,7,10,13,17,7,10,11,3,3,3,0,3,18,6,30,0,7,21,28,2,24,1,7,7,0,0,4,2,10,4,13,0,41,3,7,8,0,0,0,12,1,4,2,15,74,3,2,8,0,4,49,3,2,30,7,2,3,8,5,0,31,6,4,7,Austen
40,5,1,8,53,3,5,11,10,16,10,17,15,2,4,0,0,7,8,4,24,0,2,17,35,5,30,2,14,21,1,1,8,0,3,7,25,2,44,5,5,2,3,1,2,5,0,5,6,16,49,6,0,6,0,1,64,1,1,27,13,6,4,3,3,0,20,4,1,7,Austen
45,4,1,2,35,6,9,19,9,20,3,19,9,4,8,1,2,7,6,5,16,5,9,29,13,17,28,0,25,33,1,7,6,5,3,2,30,1,49,9,4,6,5,1,8,8,3,3,6,24,42,6,2,5,1,6,63,0,1,20,8,4,3,6,7,5,23,9,4,7,Austen
38,10,1,5,51,4,6,8,17,11,5,10,8,6,6,0,0,4,11,7,13,2,9,22,11,6,34,0,13,19,0,0,5,7,11,4,18,3,55,7,7,4,4,3,4,9,6,6,3,13,64,15,0,2,0,9,57,0,0,22,6,3,9,8,6,3,15,10,9,7,Austen
28,12,1,6,57,2,5,16,11,19,4,8,11,5,4,0,0,1,16,7,16,2,8,50,5,9,19,2,12,15,0,1,2,4,15,10,21,0,40,5,3,7,2,1,6,9,1,4,3,11,72,4,4,5,0,7,55,1,0,39,11,3,12,6,4,6,15,4,4,7,Austen
33,16,0,9,47,4,4,12,9,12,2,12,13,3,4,2,0,1,13,4,4,4,14,35,9,3,26,2,19,27,2,3,4,6,10,8,14,2,37,6,5,1,6,0,4,9,2,10,7,23,46,9,3,3,1,15,48,0,3,15,7,6,6,2,8,6,16,7,11,7,Austen
36,4,3,5,41,2,9,10,12,19,4,17,3,3,9,0,0,6,15,1,10,5,9,39,13,7,29,4,26,21,0,2,1,6,11,2,28,1,36,10,5,4,1,1,5,9,2,4,2,23,56,7,2,7,0,4,41,1,2,20,4,6,5,4,5,4,20,9,2,7,Austen
32,5,0,5,42,5,5,13,14,12,0,12,11,3,14,0,1,0,18,2,3,2,11,21,17,7,21,3,16,18,1,3,8,5,13,11,22,2,53,12,5,3,3,0,5,6,5,8,5,25,53,3,3,3,1,7,61,2,2,10,9,6,3,10,2,6,17,8,14,7,Austen
27,6,1,7,51,8,9,19,14,22,2,16,13,4,6,2,1,0,15,5,10,3,8,29,10,12,32,3,10,22,0,5,4,2,7,10,16,1,40,8,8,2,4,2,4,9,6,5,3,14,63,9,5,5,0,4,52,6,2,20,8,3,6,5,1,4,11,8,7,7,Austen
33,5,0,6,50,2,6,12,18,15,8,13,7,3,6,0,3,3,18,5,20,2,13,18,13,4,16,0,22,28,2,2,2,2,15,6,22,1,45,9,5,0,4,1,5,4,7,5,2,22,56,9,1,4,0,5,57,1,0,21,5,3,3,5,3,4,11,7,4,7,Austen
27,10,1,2,54,7,8,15,7,13,5,14,13,5,5,0,2,3,12,4,20,6,8,22,25,4,36,1,24,14,5,3,4,2,14,4,18,1,55,9,2,4,1,1,3,5,8,3,4,20,60,3,1,5,2,7,60,3,1,16,8,4,3,12,4,5,14,3,7,7,Austen
